RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,08793,Tiger Woods,30574,5,9,0
2,0,06567,Vijay Singh,19129,2,6,11445
3,0,10809,Jim Furyk,16691,1,8,13883
4,0,01810,Phil Mickelson,16037,2,5,14537
5,0,24357,K.J. Choi,15485,2,6,15089
6,0,23621,Rory Sabbatini,13548,1,6,17026
7,0,24024,Zach Johnson,13341,2,4,17233
8,0,21961,Charles Howell III,12126,1,5,18448
9,0,27649,Brandt Snedeker,11870,1,6,18704
10,0,24502,Adam Scott,11196,1,5,19378
11,0,02239,Scott Verplank,10691,1,8,19883
12,0,06527,Steve Stricker,10621,0,6,19953
13,0,21209,Sergio Garcia,10547,0,5,20027
14,0,07867,Woody Austin,10483,1,3,20091
15,0,24781,Hunter Mahan,10185,1,5,20389
16,0,22913,John Rollins,9708,0,4,20866
17,0,26289,Boo Weekley,9591,1,4,20983
18,0,22371,Aaron Baddeley,9402,1,5,21172
19,0,06522,Ernie Els,8980,0,4,21594
20,0,01161,Mark Calcavecchia,8966,1,4,21608
21,0,20766,Padraig Harrington,8783,1,3,21791
22,0,22405,Justin Rose,8698,0,6,21876
23,0,23983,Luke Donald,8676,0,5,21898
24,0,22046,Geoff Ogilvy,8623,0,5,21951
25,0,02206,David Toms,8251,0,7,22323
26,0,24925,Jonathan Byrd,7757,1,3,22817
27,0,10885,Robert Allenby,7536,0,7,23038
28,0,20229,Stewart Cink,7080,0,5,23494
29,0,22293,Heath Slocum,6801,0,4,23773
30,0,20098,Stuart Appleby,6799,0,3,23775
31,0,21528,Henrik Stenson,6718,1,2,23856
32,0,08075,Jerry Kelly,6679,0,6,23895
33,0,25804,Bubba Watson,6589,0,5,23985
34,0,20104,Ken Duke,6436,0,4,24138
35,0,27095,Nick Watney,6420,1,2,24154
36,0,23135,Tim Clark,6342,0,3,24232
37,0,22378,Trevor Immelman,6309,0,4,24265
38,0,21878,Mark Wilson,6225,1,2,24349
39,0,24361,Pat Perez,6212,0,5,24362
40,0,01766,Billy Mayfair,6109,0,5,24465
41,0,25190,Jeff Quinney,6053,0,5,24521
42,0,29718,Anthony Kim,6013,0,4,24561
43,0,25345,Carl Pettersson,6012,0,3,24562
44,0,20848,Ángel Cabrera,5997,1,1,24577
45,0,25900,Lucas Glover,5954,0,3,24620
46,0,12716,Charley Hoffman,5941,1,1,24633
47,0,06595,Kevin Sutherland,5888,0,3,24686
48,0,20645,John Senden,5729,0,3,24845
49,0,20572,Rod Pampling,5559,0,2,25015
50,0,23322,Brett Wetterich,5430,0,3,25144
51,0,26596,Ryan Moore,5383,0,2,25191
52,0,27770,Camilo Villegas,5329,0,3,25245
53,0,06643,Paul Goydos,5267,1,1,25307
54,0,23718,Nathan Green,5115,0,2,25459
55,0,21350,Ryuji Imada,5005,0,2,25569
56,0,27120,Troy Matteson,4986,0,2,25588
57,0,22348,Nick O'Hern,4980,0,3,25594
58,0,01945,Kenny Perry,4926,0,3,25648
59,0,01666,Bernhard Langer,4917,0,4,25657
60,0,19972,José Coceres,4870,0,3,25704
61,0,23325,Vaughn Taylor,4868,0,3,25706
62,0,07223,Brian Bateman,4843,1,1,25731
63,0,28158,Steve Marino,4790,0,4,25784
