RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,10425,Jay Williamson,3237
2,0,25364,Paul Casey,2267
3,0,25562,Andres Romero,1870
4,0,20585,Niclas Fasth,1601
5,0,19970,Robert Karlsson,1440
6,0,20569,Richard Green,1326
7,0,24236,Nick Dougherty,959
8,0,24512,Simon Dyson,921
9,0,12461,Paul McGinley,613
10,0,19958,Miguel Angel Jiménez,592
11,0,20945,Markus Brier,507
11,0,08191,Paul Broadhurst,507
11,0,27776,Pelle Edberg,507
14,0,22792,Peter Hanson,443
15,0,26500,Alejandro Cañizares,428
16,0,20121,Todd Fischer,393
17,0,20686,Jeev Milkha Singh,294
18,0,26331,Charl Schwartzel,281
19,0,20218,Shingo Katayama,278
20,0,29416,Andy Bare,261
21,0,27088,Johan Edfors,227
22,0,24663,Y.E. Yang,211
23,0,22582,Kyle Thompson,195
24,0,25572,Graeme McDowell,194
25,0,25972,Pablo Martin Benavides,167
26,0,08635,Colin Montgomerie,157
27,0,08993,Franklin Langham,142
28,0,22379,Mark Foster,130
29,0,20400,Michael Campbell,122
30,0,10944,Thomas Bjørn,122
31,0,21461,Kenneth Ferrie,102
32,0,29939,Fabrizio Zanotti,93
33,0,22983,Bradley Dredge,85
34,0,23129,Ross Bain,83
35,0,28456,Andrew Ruthkoski,82
36,0,24083,Marcus Fraser,79
37,0,19795,Kelly Mitchum,76
38,0,20566,Kaname Yokoo,75
39,0,28670,Wonjoon Lee,70
40,0,26525,Grégory Bourdy,64
41,0,23821,Yusaku Miyazato,63
42,0,20935,Toru Taniguchi,60
43,0,23982,Jon Bevan,59
43,0,23969,Graeme Storm,59
45,0,20832,Raphael Jacquelin,57
46,0,24846,Ricky Barnes,57
47,0,08725,Tom Gillis,57
47,0,28310,Lee Williams,57
49,0,24184,Alastair Forsyth,56
50,0,30786,Brady Schnell,56
51,0,20367,Fredrik Andersson Hed,55
51,0,07707,Mike Small,55
53,0,25896,Ryan Benzel,54
54,0,26758,David Hearn,54
55,0,26956,Bronson La'Cassie,53
56,0,19883,Joe Daley,52
56,0,22951,Azuma Yano,52
58,0,28307,Matt Every,52
59,0,07941,Mike Grob,51
60,0,23091,Alan Morin,50
61,0,10875,Todd Demsey,49
62,0,27124,Chris Baryla,49
63,0,25074,Martin Rominger,46
64,0,27958,Ryan Blaum,44
65,0,06078,Esteban Toledo,44
66,0,29725,Tony Finau,25
