RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,06522,Ernie Els,7.67,383.67,-149.84,245.79
2,0,24502,Adam Scott,6.48,323.96,-183.48,141.70
3,0,06567,Vijay Singh,5.88,370.62,-224.52,266.37
4,0,22046,Geoff Ogilvy,5.49,263.31,-147.37,141.48
5,0,24357,K.J. Choi,5.09,310.22,-97.37,226.85
6,0,23621,Rory Sabbatini,4.96,257.93,-80.70,208.70
7,0,20157,Retief Goosen,4.47,277.27,-208.40,147.25
8,0,22378,Trevor Immelman,4.24,228.97,-122.31,102.28
9,0,20848,Ángel Cabrera,4.16,199.72,-90.20,134.81
10,0,20098,Stuart Appleby,3.21,192.47,-99.29,116.54
11,0,22348,Nick O'Hern,3.18,174.67,-95.67,103.23
12,0,25562,Andres Romero,3.11,155.51,-28.22,123.82
13,0,20569,Richard Green,3.04,142.93,-52.54,93.60
14,0,22371,Aaron Baddeley,3.04,167.26,-56.57,136.42
15,0,10885,Robert Allenby,2.77,163.56,-98.48,103.17
16,0,06004,Stephen Ames,2.77,124.54,-67.81,74.64
17,0,24459,Richard Sterne,2.72,133.11,-31.80,124.22
18,0,20572,Rod Pampling,2.71,162.37,-89.92,88.64
19,0,23135,Tim Clark,2.68,131.27,-105.52,65.98
20,0,10423,Mike Weir,2.50,125.17,-63.07,68.22
21,0,20645,John Senden,2.39,145.95,-60.86,88.31
22,0,20218,Shingo Katayama,2.19,120.67,-84.53,36.28
23,0,26331,Charl Schwartzel,2.14,123.98,-60.19,52.54
24,0,20935,Toru Taniguchi,2.03,111.40,-42.42,56.20
25,0,20686,Jeev Milkha Singh,2.00,158.21,-71.59,36.59
26,0,24663,Y.E. Yang,1.75,90.85,-55.71,9.05
27,0,20634,Peter Lonard,1.69,101.46,-50.29,63.68
28,0,19972,José Coceres,1.68,67.02,-14.82,61.16
29,0,23718,Nathan Green,1.64,115.04,-50.54,50.98
30,0,24748,WC Liang,1.61,95.00,-34.53,64.58
31,0,22117,Jyoti Randhawa,1.60,84.59,-36.07,42.43
32,0,27770,Camilo Villegas,1.58,101.08,-46.15,60.71
33,0,26329,Louis Oosthuizen,1.48,71.07,-17.05,64.35
34,0,24511,Thongchai Jaidee,1.44,83.79,-45.59,37.76
35,0,01886,Peter O'Malley,1.39,69.28,-29.25,34.20
36,0,20400,Michael Campbell,1.35,72.72,-107.34,11.97
37,0,22080,Prayad Marksaeng,1.26,79.33,-36.14,46.24
38,0,21498,Hideto Tanihara,1.22,58.68,-34.23,12.16
39,0,27576,Anton Haig,1.19,56.98,-14.82,47.94
40,0,23580,Tetsuji Hiratsuka,1.18,66.26,-35.44,27.31
41,0,20382,Stephen Leaney,1.17,68.90,-28.11,48.01
42,0,23725,Brendan Jones,1.13,52.08,-20.00,38.93
43,0,22032,Tomohiro Kondo,1.13,57.55,-27.07,27.53
44,0,20574,Mathew Goggin,1.09,68.73,-35.82,30.59
45,0,28092,D.H. Lee,1.08,43.18,-6.02,34.24
46,0,21350,Ryuji Imada,1.06,69.21,-31.54,44.96
47,0,25273,Andrew Buckle,1.05,58.69,-38.58,21.10
48,0,20773,Taichi Teshima,1.05,56.46,-39.55,10.85
49,0,01313,Steve Elkington,1.00,47.00,-36.39,41.16
50,0,28089,Jason Day,.98,39.13,-3.45,35.71
51,0,20160,Charlie Wi,.96,54.90,-24.29,31.25
52,0,27561,Nick Flanagan,.96,43.27,-10.26,34.36
53,0,21187,Hidemasa Hoshino,.95,41.81,-35.79,4.40
54,0,22122,Andrew McLardy,.95,45.43,-17.48,39.61
55,0,22760,Gaurav Ghei,.94,44.36,-15.08,26.50
56,0,22075,Ricardo Gonzalez,.93,39.98,-27.24,14.43
57,0,24039,Prom Meesawat,.93,50.97,-21.59,28.03
58,0,21284,Hiroyuki Fujita,.90,46.70,-25.75,20.94
59,0,20213,Katsumasa Miyamoto,.90,48.47,-25.14,19.12
60,0,20624,David Smail,.89,44.44,-34.88,10.58
61,0,11106,Frankie Minoza,.88,48.29,-17.48,30.71
62,0,22951,Azuma Yano,.85,45.23,-24.49,14.80
63,0,25732,S.K. Ho,.85,44.35,-43.15,4.64
64,0,28143,Chapchai Nirat,.81,41.42,-13.38,34.40
65,0,20939,Keiichiro Fukabori,.81,42.95,-36.18,11.17
66,0,27118,Toshinori Muto,.78,35.31,-15.77,10.84
67,0,25539,Rafael Echenique,.78,38.37,-15.77,12.00
68,0,20623,Gavin Coles,.76,46.50,-19.18,18.50
69,0,23043,Paul Sheehan,.76,45.37,-44.31,1.22
70,0,23783,Felipe Aguilar,.75,33.74,-9.40,18.60
71,0,22113,Wen-Teh Lu,.73,29.79,-11.73,21.64
72,0,22036,Mamo Osanai,.71,35.68,-19.92,11.70
73,0,21631,Iain Steel,.71,28.27,-9.36,23.00
74,0,22110,Thaworn Wiratchant,.71,43.00,-32.31,14.61
75,0,23821,Yusaku Miyazato,.70,36.63,-16.14,16.20
76,0,20566,Kaname Yokoo,.69,40.28,-28.76,12.97
77,0,27119,Koumei Oda,.69,27.67,-1.98,24.56
78,0,24080,Scott Strange,.68,35.60,-17.45,17.28
79,0,20721,Darren Fichardt,.68,32.56,-25.40,2.89
80,0,23364,Yui Ueda,.67,26.97,-5.75,22.12
81,0,23797,Brett Rumford,.66,37.01,-30.50,6.91
82,0,24674,Sung Lee,.65,27.41,-5.64,20.24
83,0,12680,Shigeki Maruyama,.65,41.44,-46.81,10.91
84,0,01378,David Frost,.65,25.82,-4.93,26.71
85,0,27929,Shiv Kapur,.65,37.44,-24.83,16.78
86,0,26881,Jarrod Lyle,.64,39.68,-24.04,13.83
87,0,20418,Ariel Cañete,.64,31.13,-13.18,28.42
88,0,01858,Tommy Nakajima,.64,25.40,-12.00,1.92
89,0,27747,Hiroshi Iwata,.63,25.24,-4.29,17.33
90,0,10821,Toshi Izawa,.61,30.61,-19.97,22.45
91,0,21470,Daisuke Maruyama,.61,38.34,-31.26,9.40
92,0,28150,Chinnarat Phadungsil,.60,24.09,-13.47,8.07
93,0,22038,Wayne Perske,.60,23.91,-8.68,12.65
94,0,24083,Marcus Fraser,.60,32.74,-17.05,12.57
95,0,23063,Scott Hend,.59,30.82,-8.88,29.95
96,0,26882,Michael Sim,.59,23.54,-9.66,8.83
97,0,01920,Craig Parry,.59,25.82,-24.21,10.35
98,0,23828,Satoru Hirota,.57,29.76,-12.49,21.32
99,0,25568,Julio Zapata,.56,22.38,-2.74,18.35
100,0,23795,Nobuhiro Masuda,.56,30.55,-17.42,1.92
101,0,28620,Aron Price,.55,22.05,-7.32,14.36
102,0,20772,Toru Suzuki,.55,27.39,-14.30,11.60
103,0,12682,Hirofumi Miyase,.54,26.09,-1.80,26.25
104,0,29290,Lee Seong-ho,.54,21.63,-2.51,18.81
105,0,20753,Jong-Duck Kim,.54,21.57,-10.59,13.84
106,0,21633,Steve Allan,.53,27.59,-12.46,21.74
107,0,25586,Takuya Taniguchi,.53,27.94,-20.10,6.93
108,0,26418,Adam Bland,.53,21.08,-2.90,17.66
109,0,37416,T.C. Wang,.52,20.96,-16.74,2.84
110,0,01364,Peter Fowler,.52,30.28,-9.32,25.89
111,0,20593,Greg Chalmers,.52,32.28,-12.97,14.48
112,0,26444,Juvic Pagunsan,.52,20.72,-9.97,.00
113,0,27784,Wen-Tang Lin,.52,20.65,-12.42,2.52
114,0,20802,Jean Hugo,.52,21.12,-7.88,15.44
115,0,24466,Gareth Paddison,.51,27.63,-5.21,23.67
116,0,21977,Jun Kikuchi,.51,23.50,-8.37,17.92
117,0,23802,Brad Kennedy,.51,21.89,-10.86,5.64
118,0,29365,Kane Webber,.51,20.31,-7.62,10.84
119,0,21253,Tatsuhiko Ichihara,.50,21.10,-10.95,1.49
120,0,22115,Mardan Mamat,.49,27.71,-12.93,16.24
121,0,20962,Keng-Chi Lin,.49,31.79,-25.81,13.37
122,0,20663,Brenden Pappas,.49,23.85,-13.52,12.01
123,0,24626,Daniel Alfredo Vancsik,.49,26.21,-8.07,24.00
124,0,20669,James Kingston,.47,25.29,-15.05,15.13
