RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,08793,Tiger Woods,123033,2,3,0
2,0,06527,Steve Stricker,110455,1,3,12578
3,0,01810,Phil Mickelson,109358,1,2,13675
4,0,23621,Rory Sabbatini,105193,0,4,17840
5,0,24357,K.J. Choi,103765,0,1,19268
6,0,22371,Aaron Baddeley,103350,0,2,19683
7,0,24024,Zach Johnson,102873,0,1,20160
8,0,01161,Mark Calcavecchia,102069,0,2,20964
9,0,21209,Sergio Garcia,101077,0,2,21956
10,0,06567,Vijay Singh,101064,0,1,21969
11,0,10809,Jim Furyk,101022,0,22011
12,0,24502,Adam Scott,100684,0,1,22349
13,0,22046,Geoff Ogilvy,98918,0,2,24115
14,0,02239,Scott Verplank,98812,0,1,24221
15,0,24781,Hunter Mahan,98696,0,1,24337
16,0,22405,Justin Rose,98434,0,1,24599
17,0,07867,Woody Austin,98407,0,24626
18,0,21961,Charles Howell III,98051,0,24982
19,0,06522,Ernie Els,98033,0,1,25000
20,0,27649,Brandt Snedeker,97907,0,25126
21,0,23135,Tim Clark,97275,0,2,25758
22,0,20229,Stewart Cink,96697,0,1,26336
23,0,10885,Robert Allenby,96634,0,1,26399
24,0,27770,Camilo Villegas,96608,0,3,26425
25,0,26289,Boo Weekley,96399,0,26634
26,0,22913,John Rollins,96220,0,26813
27,0,23322,Brett Wetterich,96174,0,1,26859
28,0,24925,Jonathan Byrd,96061,0,1,26972
29,0,20766,Padraig Harrington,96025,0,27008
30,0,22293,Heath Slocum,95731,0,27302
31,0,23983,Luke Donald,94699,0,28334
32,0,08075,Jerry Kelly,94680,0,1,28353
33,0,02206,David Toms,94609,0,28424
34,0,20628,Arron Oberholser,94373,0,1,28660
35,0,25900,Lucas Glover,93900,0,29133
36,0,20098,Stuart Appleby,93640,0,29393
37,0,25804,Bubba Watson,93634,0,29399
38,0,25345,Carl Pettersson,93572,0,1,29461
39,0,21528,Henrik Stenson,93405,0,29628
40,0,22378,Trevor Immelman,93346,0,29687
41,0,27095,Nick Watney,93336,0,29697
42,0,21878,Mark Wilson,93313,0,29720
43,0,29718,Anthony Kim,93192,0,29841
44,0,24361,Pat Perez,93184,0,29849
45,0,20104,Ken Duke,93171,0,29862
46,0,23718,Nathan Green,93102,0,29931
47,0,20848,Ángel Cabrera,92912,0,30121
48,0,27120,Troy Matteson,92817,0,1,30216
49,0,01766,Billy Mayfair,92700,0,30333
50,0,12716,Charley Hoffman,92566,0,30467
51,0,25190,Jeff Quinney,92532,0,30501
52,0,26596,Ryan Moore,92464,0,30569
53,0,20572,Rod Pampling,92446,0,30587
54,0,21350,Ryuji Imada,92442,0,30591
55,0,20645,John Senden,92439,0,30594
56,0,06595,Kevin Sutherland,92365,0,30668
57,0,24138,Ian Poulter,92275,0,2,30758
58,0,24140,Sean O'Hair,91963,0,1,31070
59,0,06643,Paul Goydos,91923,0,31110
60,0,01945,Kenny Perry,91773,0,31260
61,0,27060,John Mallinger,91688,0,31345
62,0,22348,Nick O'Hern,91575,0,31458
63,0,23325,Vaughn Taylor,91504,0,31529
64,0,23623,Bo Van Pelt,91356,0,31677
65,0,01797,Rocco Mediate,91129,0,31904
66,0,19972,José Coceres,91111,0,31922
67,0,07223,Brian Bateman,91109,0,31924
68,0,01666,Bernhard Langer,91075,0,31958
69,0,06004,Stephen Ames,91013,0,32020
70,0,28158,Steve Marino,91002,0,32031
71,0,07457,Steve Flesch,90620,0,32413
72,0,20634,Peter Lonard,90550,0,32483
73,0,24912,Will MacKenzie,90448,0,32585
74,0,20382,Stephen Leaney,90325,0,32708
75,0,12602,Dean Wilson,90256,0,32777
76,0,21753,Brian Davis,90161,0,32872
77,0,01381,Fred Funk,90151,0,32882
78,0,19846,Brian Gay,90075,0,32958
79,0,01142,Bart Bryant,89934,0,33099
80,0,01948,Tim Petrovic,89890,0,33143
81,0,22892,Jason Gore,89795,0,33238
82,0,21949,Joe Ogilvie,89693,0,33340
83,0,01706,Davis Love III,89675,0,33358
84,0,21731,Freddie Jacobson,89589,0,1,33444
85,0,23349,Charles Warren,89297,0,33736
86,0,10860,Justin Leonard,89238,0,33795
