RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
150,0,01928,Corey Pavin,89.409,1967.008
151,0,01577,Lee Janzen,89.145,1693.750
152,0,26951,Johnson Wagner,89.101,2316.634
153,0,01619,Skip Kendall,88.042,440.208
154,0,08881,Tripp Isenhour,87.474,2099.368
155,0,25686,Jason Dufner,87.195,2179.884
156,0,28486,Michael Putnam,85.270,1790.668
157,0,08931,Glen Day,83.582,1671.646
158,0,12680,Shigeki Maruyama,80.922,1942.119
159,0,20105,Jeff Gove,80.119,1762.619
160,0,01717,Sandy Lyle,79.613,159.225
161,0,20433,Mark Hensby,78.050,1560.994
162,0,02246,Duffy Waldorf,77.223,1312.791
163,0,20127,Chris Riley,76.618,919.411
164,0,06197,Michael Allen,75.224,1278.813
165,0,02223,Bob Tway,74.602,1790.451
166,0,12652,Cameron Beckman,73.160,1609.523
167,0,08375,Paul Stankowski,71.548,1287.855
168,0,02133,Craig Stadler,70.400,70.400
169,0,12714,Chris Tidland,69.614,1044.208
170,0,27963,Chris Stroud,69.059,1174.000
171,0,07363,Craig Bowden,66.262,1192.710
172,0,20378,Mathias Grönberg,63.146,1515.494
173,0,01235,Ben Crenshaw,62.700,62.700
174,0,24449,Parker McLachlin,62.249,1307.237
175,0,11123,Chris Couch,62.232,1493.559
176,0,23613,Rich Barcelo,60.827,1216.539
177,0,02321,Fuzzy Zoeller,60.500,60.500
178,0,01042,Paul Azinger,60.157,782.047
179,0,20691,Greg Owen,60.052,1321.150
180,0,01249,John Daly,60.029,1080.513
181,0,23048,Eric Axley,60.011,1740.315
182,0,02101,Joey Sindelar,58.009,1160.175
183,0,24980,Scott Gutschewski,58.008,870.122
184,0,20608,David Howell,57.744,577.440
185,0,09011,David Duval,57.342,286.708
186,0,12760,Danny Ellis,55.729,111.458
187,0,01226,Fred Couples,54.476,163.429
188,0,02214,Kirk Triplett,54.346,1032.577
189,0,22295,Darron Stiles,54.250,922.250
190,0,23638,Brendon de Jonge,53.151,1009.875
191,0,01388,Robert Gamez,52.895,1216.583
192,0,01157,Tom Byrum,52.776,791.639
193,0,21806,Paul Gow,52.707,1001.425
194,0,10733,Kent Jones,52.018,1196.416
195,0,26420,Richard Johnson,51.766,1294.139
196,0,26881,Jarrod Lyle,51.090,868.522
197,0,08123,Jeff Brehaut,50.772,710.811
198,0,10213,Dicky Pride,50.380,906.834
199,0,02104,Jeff Sluman,49.067,1030.399
200,0,01553,John Huston,47.759,525.353
201,0,10505,Shane Bertsch,47.500,190.000
202,0,01823,Larry Mize,47.234,377.875
203,0,01261,Jay Delsing,46.370,370.958
204,0,29476,Kyle Reifers,44.860,897.196
205,0,01219,John Cook,43.019,516.222
206,0,20436,Garrett Willis,41.679,333.429
207,0,12195,Tom Johnson,41.291,825.827
208,0,19824,Craig Barlow,41.014,451.154
209,0,24290,D.J. Brigman,40.842,653.470
210,0,01887,Mark O'Meara,39.988,159.950
211,0,21407,Arjun Atwal,36.801,331.208
212,0,06350,Bob May,35.537,355.369
213,0,22212,Craig Lile,35.245,599.160
214,0,01132,Mark Brooks,34.947,489.264
215,0,21660,Jason Schultz,33.631,504.466
216,0,21470,Daisuke Maruyama,32.613,684.876
217,0,23497,Tag Ridings,31.996,415.952
218,0,12645,Brent Geiberger,31.830,381.963
219,0,12823,Carlos Franco,31.690,285.208
220,0,02106,Chris Smith,29.143,204.000
221,0,19825,Darren Clarke,29.118,291.184
222,0,02245,Grant Waite,27.844,222.750
223,0,01116,Michael Bradley,27.386,136.929
224,0,08339,Spike McRoy,25.000,50.000
225,0,02110,Jerry Smith,24.339,292.063
226,0,25892,Steve Wheatcroft,23.813,428.625
227,0,23933,Michael Boyd,20.973,293.625
228,0,01329,Brad Faxon,20.860,375.480
229,0,06090,Jim McGovern,20.625,82.500
230,0,01361,Dan Forsman,19.531,156.250
231,0,26360,Bubba Dickerson,19.409,252.321
232,0,08835,Kris Cox,18.219,145.750
233,0,01599,Steve Jones,17.833,160.500
234,0,02010,Loren Roberts,17.583,52.750
235,0,01385,Jim Gallagher Jr.,16.375,98.250
236,0,24457,Jaco Van Zyl,16.013,224.188
237,0,20029,Notah Begay III,15.925,79.625
238,0,07013,Wes Short Jr.,15.339,184.065
239,0,01473,Todd Hamilton,14.899,357.575
240,0,07003,David Berganio Jr.,14.583,43.750
241,0,21646,David Branshaw,14.069,323.583
242,0,27702,Matt Hendrix,14.011,238.188
243,0,01685,J.L. Lewis,12.750,51.000
244,0,06809,Bob Burns,12.625,50.500
245,0,02036,Jim Rutledge,11.143,178.281
246,0,12663,Phil Tataurangi,11.100,55.500
247,0,02294,Willie Wood,10.875,43.500
248,0,06573,Brandt Jobe,10.200,51.000
249,0,01771,Blaine McCallister,8.583,51.500
250,0,23800,Bryce Molder,7.625,106.750
251,0,06214,Guy Boros,7.572,30.286
252,0,23043,Paul Sheehan,4.705,51.750
253,0,06044,Scott Gump,3.484,27.875
