RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,24502,Adam Scott,70.7,29,41,-9.00
2,0,34265,Will Wilcox,68.8,11,16,E
3,0,30852,Ryo Ishikawa,64.4,47,73,-12.00
4,0,20229,Stewart Cink,64.2,34,53,-3.00
5,0,23548,Bill Lunde,63.6,21,33,-2.00
6,0,35541,John Peterson,62.9,44,70,-8.00
7,0,22056,Cameron Percy,62.2,28,45,-4.00
7,0,25349,Tim Wilkinson,62.2,28,45,-3.00
9,0,28089,Jason Day,61.2,30,49,-8.00
10,0,24925,Jonathan Byrd,61.1,22,36,-4.00
11,0,20771,Steven Alker,60.7,17,28,-3.00
12,0,39977,Max Homa,60.0,30,50,-5.00
12,0,37454,Whee Kim,60.0,27,45,-2.00
14,0,33122,Russell Knox,59.4,41,69,-7.00
14,0,34261,Scott Langley,59.4,41,69,-10.00
16,0,25632,Jimmy Walker,59.1,39,66,-11.00
17,0,24924,Bill Haas,59.0,46,78,-2.00
18,0,12716,Charley Hoffman,58.7,44,75,-4.00
19,0,22405,Justin Rose,58.6,41,70,+3.00
20,0,29476,Kyle Reifers,58.5,38,65,-5.00
21,0,33448,Justin Thomas,58.0,47,81,-13.00
22,0,23621,Rory Sabbatini,57.9,33,57,-9.00
23,0,27095,Nick Watney,57.8,37,64,-4.00
24,0,29725,Tony Finau,57.5,42,73,-15.00
25,0,23800,Bryce Molder,57.4,31,54,-3.00
26,0,26329,Louis Oosthuizen,57.1,20,35,-7.00
26,0,34264,Hudson Swafford,57.1,32,56,-7.00
28,0,29518,Brendan Steele,56.9,33,58,-4.00
29,0,29289,S.Y. Noh,56.8,25,44,-4.00
30,0,29535,Brice Garnett,56.5,26,46,E
30,0,31193,Jim Renner,56.5,26,46,-5.00
32,0,33419,Cameron Tringale,56.4,44,78,-9.00
33,0,35532,Tom Hoge,56.3,40,71,-7.00
33,0,10860,Justin Leonard,56.3,18,32,-4.00
35,0,25834,Daniel Summerhays,56.1,37,66,-11.00
36,0,29222,Billy Hurley III,55.8,24,43,-4.00
37,0,32334,Charlie Beljan,55.6,20,36,-3.00
38,0,26758,David Hearn,55.4,31,56,-7.00
38,0,31202,William McGirt,55.4,41,74,-6.00
38,0,33418,Shawn Stefani,55.4,41,74,-4.00
38,0,27963,Chris Stroud,55.4,36,65,-7.00
42,0,29478,Kevin Kisner,54.9,39,71,-6.00
43,0,34409,David Lingmerth,54.8,34,62,-6.00
44,0,31557,Jim Herman,54.7,29,53,-6.00
45,0,25345,Carl Pettersson,54.6,53,97,-11.00
46,0,24846,Ricky Barnes,54.3,25,46,-7.00
47,0,25240,D.A. Points,54.1,33,61,-4.00
48,0,20766,Padraig Harrington,53.5,23,43,-1.00
49,0,25198,Francesco Molinari,53.3,16,30,-3.00
50,0,23983,Luke Donald,53.2,25,47,-10.00
51,0,06522,Ernie Els,53.1,26,49,-4.00
52,0,23353,J.J. Henry,53.0,35,66,-3.00
52,0,27466,Spencer Levin,53.0,35,66,-3.00
54,0,25364,Paul Casey,52.9,27,51,-1.00
54,0,33399,Adam Hadwin,52.9,27,51,-4.00
54,0,20691,Greg Owen,52.9,18,34,-6.00
57,0,30925,Dustin Johnson,52.3,23,44,-5.00
57,0,06567,Vijay Singh,52.3,34,65,-2.00
59,0,27064,Jhonattan Vegas,52.2,35,67,-11.00
60,0,35545,Blayne Barber,52.1,25,48,-4.00
60,0,34563,Chesson Hadley,52.1,50,96,-17.00
62,0,21753,Brian Davis,51.9,27,52,-3.00
