RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
103,0,25369,Jamie Donaldson,50.19,133,265
104,0,27141,J.B. Holmes,50.18,276,550
105,0,29221,Webb Simpson,50.14,177,353
106,0,34046,Jordan Spieth,50.11,229,457
107,0,24781,Hunter Mahan,50.10,252,503
108,0,25493,Nick Taylor,50.09,280,559
109,0,40026,Daniel Berger,50.00,266,532
109,0,20593,Greg Chalmers,50.00,143,286
109,0,26300,Matt Jones,50.00,248,496
112,0,27649,Brandt Snedeker,49.90,258,517
113,0,12510,Chad Campbell,49.89,231,463
114,0,33141,Keegan Bradley,49.88,206,413
114,0,33122,Russell Knox,49.88,216,433
116,0,34262,Jon Curran,49.86,178,357
117,0,27436,Graham DeLaet,49.84,157,315
118,0,28475,Jeff Overton,49.81,262,526
119,0,27466,Spencer Levin,49.64,207,417
120,0,25818,Scott Piercy,49.61,254,512
121,0,34174,John Huh,49.42,212,429
122,0,20104,Ken Duke,49.37,196,397
123,0,34098,Russell Henley,49.29,208,422
124,0,08075,Jerry Kelly,49.23,160,325
125,0,25892,Steve Wheatcroft,49.18,210,427
126,0,34099,Harris English,49.16,291,592
126,0,27770,Camilo Villegas,49.16,263,535
128,0,34360,Patrick Reed,49.14,316,643
129,0,25274,Steven Bowditch,49.02,326,665
130,0,30692,Scott Stallings,49.01,174,355
131,0,34130,Sung Joon Park,48.91,179,366
132,0,27963,Chris Stroud,48.81,205,420
133,0,33399,Adam Hadwin,48.77,218,447
134,0,29425,Andrew Svoboda,48.76,216,443
135,0,32102,Rickie Fowler,48.73,192,394
135,0,24502,Adam Scott,48.73,134,275
137,0,25686,Jason Dufner,48.63,160,329
138,0,01810,Phil Mickelson,48.62,211,434
139,0,23623,Bo Van Pelt,48.61,210,432
140,0,33419,Cameron Tringale,48.58,206,424
141,0,25349,Tim Wilkinson,48.49,177,365
142,0,34409,David Lingmerth,48.39,211,436
143,0,36801,Mark Hubbard,48.20,174,361
144,0,20157,Retief Goosen,48.19,226,469
145,0,20472,Alex Cejka,48.06,223,464
146,0,30711,Colt Knost,47.97,165,344
147,0,24024,Zach Johnson,47.88,169,353
148,0,27933,John Merrick,47.85,156,326
149,0,10809,Jim Furyk,47.84,133,278
150,0,28259,Sangmoon Bae,47.81,262,548
151,0,27936,Martin Laird,47.52,211,444
151,0,29926,Danny Lee,47.52,287,604
153,0,25720,Chad Collins,47.49,189,398
154,0,31416,Derek Fathauer,47.40,246,519
155,0,21878,Mark Wilson,47.38,199,420
156,0,30926,Chris Kirk,47.30,184,389
157,0,31560,Brian Stuard,47.24,188,398
158,0,35539,Luke Guthrie,47.12,221,469
159,0,10885,Robert Allenby,47.04,143,304
159,0,23983,Luke Donald,47.04,191,406
161,0,34563,Chesson Hadley,46.96,286,609
162,0,20771,Steven Alker,46.86,112,239
163,0,30927,Brendon Todd,46.79,182,389
164,0,24138,Ian Poulter,46.76,159,340
165,0,33461,Morgan Hoffmann,46.65,251,538
166,0,02206,David Toms,46.60,96,206
167,0,23541,Ben Crane,46.59,123,264
168,0,20766,Padraig Harrington,46.57,190,408
169,0,22371,Aaron Baddeley,46.30,238,514
170,0,28307,Matt Every,45.61,218,478
171,0,25396,Kevin Na,45.29,226,499
172,0,24846,Ricky Barnes,45.18,225,498
173,0,28679,Fabián Gómez,45.03,204,453
174,0,21753,Brian Davis,44.99,166,369
175,0,32200,Roberto Castro,44.96,107,238
176,0,32640,Troy Merritt,44.80,211,471
177,0,24494,Erik Compton,44.56,217,487
178,0,22293,Heath Slocum,44.44,100,225
179,0,24357,K.J. Choi,44.05,137,311
180,0,27895,Jonas Blixt,43.91,184,419
181,0,26596,Ryan Moore,43.90,144,328
182,0,10860,Justin Leonard,43.80,106,242
183,0,33486,Roger Sloan,42.52,125,294
184,0,34256,Andrew Putnam,41.79,168,402
