RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,63.00,9188321,14585150
2,0,01810,Phil Mickelson,29.46,4746457,16114150
3,0,06522,Ernie Els,24.14,3469405,14369150
4,0,09011,David Duval,19.35,2462845,12729150
5,0,02170,Hal Sutton,18.01,3061444,16996150
6,0,12660,Jesper Parnevik,17.24,2413345,13999150
7,0,19825,Darren Clarke,16.46,1393364,8465150
8,0,06567,Vijay Singh,14.68,2573834,17527150
9,0,01677,Tom Lehman,14.12,2068498,14647150
10,0,01706,Davis Love III,13.80,2337764,16942150
11,0,01968,Nick Price,13.63,1804432,13235150
12,0,20474,Phillip Price,13.49,493750,3659150
13,0,21959,Ted Purdy,13.33,72000,540000
14,0,10944,Thomas Bjørn,13.27,1049647,7907150
15,0,10423,Mike Weir,13.19,2547828,19310150
16,0,02010,Loren Roberts,12.15,1932279,15907150
17,0,20229,Stewart Cink,12.05,2169727,18004150
18,0,10885,Robert Allenby,11.63,1968685,16934150
18,0,10809,Jim Furyk,11.63,1940518,16690150
20,0,01042,Paul Azinger,11.57,1597139,13801150
21,0,20029,Notah Begay III,11.50,1819323,15825150
22,0,02214,Kirk Triplett,11.20,2099942,18742150
23,0,01553,John Huston,10.97,1631694,14871150
24,0,20396,Lee Westwood,10.77,911635,8465150
25,0,10860,Justin Leonard,10.70,2023464,18914150
26,0,07457,Steve Flesch,10.17,2025780,19912150
27,0,02206,David Toms,10.10,2002068,19831150
28,0,20098,Stuart Appleby,9.82,1642221,16718150
29,0,02239,Scott Verplank,9.79,1747642,17850150
30,0,06350,Bob May,9.63,1557720,16176150
31,0,12823,Carlos Franco,9.51,1550591,16313150
32,0,01161,Mark Calcavecchia,9.30,1702316,18302150
33,0,08993,Franklin Langham,9.19,1604952,17461000
34,0,06251,Chris DiMarco,9.08,1842221,20290150
35,0,02246,Duffy Waldorf,8.99,1384507,15409000
36,0,21209,Sergio Garcia,8.96,1054337,11767150
37,0,01707,Steve Lowery,8.87,1543818,17397000
38,0,02245,Grant Waite,8.39,1142788,13626000
39,0,08635,Colin Montgomerie,8.26,653043,7907150
40,0,07007,Stephen Sear,8.20,90000,1098000
41,0,01797,Rocco Mediate,8.18,1320278,16132150
42,0,19958,Miguel Angel Jiménez,8.05,716348,8897150
43,0,23621,Rory Sabbatini,7.94,1262534,15893000
44,0,01943,Chris Perry,7.77,1563115,20110150
45,0,01226,Fred Couples,7.76,990215,12756150
46,0,01527,Scott Hoch,7.72,1368887,17722000
47,0,01945,Kenny Perry,7.70,889381,11556000
48,0,20763,Pierre Fulke,7.59,133587,1759150
49,0,01796,Mark McNulty,7.42,56345,759150
50,0,20766,Padraig Harrington,7.20,491812,6827150
51,0,10881,Brian Kontak,7.03,37950,540000
52,0,12680,Shigeki Maruyama,6.89,1207103,17510150
53,0,06575,Dudley Hart,6.66,1048166,15736150
54,0,10649,Tom Scherrer,6.55,1263585,19290150
55,0,20593,Greg Chalmers,6.51,1063455,16335000
55,0,01876,Greg Norman,6.51,580510,8920000
57,0,01724,Jeff Maggert,6.28,1138749,18122150
58,0,06036,Scott Dunlap,5.94,1040244,17517150
59,0,01329,Brad Faxon,5.93,999460,16847000
59,0,01771,Blaine McCallister,5.93,963973,16263000
61,0,20400,Michael Campbell,5.89,321723,5459150
62,0,06373,José María Olazábal,5.80,552220,9527150
63,0,01024,Billy Andrade,5.73,1004826,17523000
64,0,20094,Jonathan Kaye,5.61,1096130,19529000
65,0,12388,Michael Clark II,5.57,854821,15345000
66,0,06431,Jean Van de Velde,5.54,774249,13970150
67,0,01723,Andrew Magee,5.49,867372,15804000
68,0,01175,Jim Carter,5.37,964345,17948150
69,0,08537,J.P. Hayes,5.33,838053,15713000
70,0,01927,Dennis Paulson,5.23,896098,17122150
71,0,11032,Frank Lickliter II,5.14,889153,17306000
72,0,20548,Hidemichi Tanaka,5.12,124916,2440000
73,0,01619,Skip Kendall,5.10,947118,18585000
74,0,08375,Paul Stankowski,4.94,669709,13563000
75,0,02133,Craig Stadler,4.93,631752,12806000
76,0,02256,Tom Watson,4.82,158408,3287150
77,0,06595,Kevin Sutherland,4.52,728635,16137000
78,0,01761,Len Mattiace,4.50,762979,16938000
79,0,19905,Andrew Coltart,4.43,162057,3659150
80,0,02104,Jeff Sluman,4.40,877390,19938150
81,0,01577,Lee Janzen,4.38,753709,17202150
82,0,08075,Jerry Kelly,4.34,784753,18071000
83,0,19881,Robert Damron,4.32,724579,16775000
83,0,01381,Fred Funk,4.32,827691,19146150
85,0,21805,Harrison Frazar,4.27,608534,14238000
86,0,01559,Hale Irwin,4.26,34066,800000
87,0,20095,Carl Paulson,4.25,741995,17442000
88,0,01599,Steve Jones,4.18,548069,13115150
89,0,12782,Tim Herron,4.17,731924,17562150
90,0,20127,Chris Riley,4.16,660707,15867000
91,0,06004,Stephen Ames,4.14,747311,18063000
92,0,06621,Joe Durant,4.12,612882,14877000
93,0,01307,Joel Edwards,4.07,638421,15705000
94,0,01203,Russ Cochran,4.06,583605,14373000
95,0,19904,Paul Lawrie,4.05,249735,6169150
96,0,20385,Dean Robertson,4.00,30366,759150
97,0,01185,Brandel Chamblee,3.97,493905,12437000
98,0,01320,Bob Estes,3.89,538706,13854150
99,0,21961,Charles Howell III,3.88,263532,6795000
100,0,20939,Keiichiro Fukabori,3.80,64350,1692000
101,0,12461,Paul McGinley,3.78,138216,3659150
102,0,23125,Brad Elder,3.77,700737,18593000
103,0,12645,Brent Geiberger,3.72,564918,15201000
104,0,01418,Bill Glasson,3.68,552795,15021000
105,0,01926,Steve Pate,3.64,649674,17851150
106,0,06012,Greg Kraft,3.62,597021,16479000
107,0,01685,J.L. Lewis,3.57,610432,17099000
108,0,01823,Larry Mize,3.56,425623,11960000
109,0,08931,Glen Day,3.54,617241,17415000
109,0,01920,Craig Parry,3.54,507308,14340150
111,0,06078,Esteban Toledo,3.47,673387,19413000
112,0,10201,Matt Gogel,3.45,604199,17531000
113,0,01098,Jay Don Blake,3.43,590109,17217000
114,0,01475,Donnie Hammond,3.41,96937,2844000
115,0,01157,Tom Byrum,3.39,514192,15147000
116,0,19972,José Coceres,3.38,89756,2659150
117,0,20157,Retief Goosen,3.37,337926,10031150
118,0,20043,Edward Fryatt,3.36,611209,18197000
119,0,01219,John Cook,3.30,537105,16289000
120,0,01905,Joe Ozaki,3.24,393316,12155150
121,0,02279,Mark Wiebe,3.23,511413,15831000
122,0,19932,Nic Henning,3.20,56250,1759150
122,0,01887,Mark O'Meara,3.20,424308,13261150
124,0,01666,Bernhard Langer,3.19,254454,7969150
125,0,21949,Joe Ogilvie,3.14,519739,16569000
126,0,20099,Doug Barron,3.13,461981,14742000
127,0,06617,Brian Henninger,3.07,527740,17207000
127,0,06527,Steve Stricker,3.07,418780,13647150
129,0,01938,David Peoples,3.06,459812,15021000
130,0,20848,Ángel Cabrera,3.02,159506,5287150
130,0,08545,Glen Hnatiuk,3.02,482743,16002000
132,0,01385,Jim Gallagher Jr.,3.00,240514,8019000
133,0,01132,Mark Brooks,2.96,528959,17840150
133,0,20992,Kazuhiko Hosokawa,2.96,227588,7689150
133,0,02322,Richard Zokol,2.96,169492,5732000
136,0,10585,Scott McCarron,2.90,495975,17091000
136,0,20601,Gary Orr,2.90,106206,3659150
138,0,10963,Jimmy Green,2.82,414508,14696000
138,0,06315,Pete Jordan,2.82,464480,16443000
140,0,01690,Bruce Lietzke,2.81,149195,5301000
140,0,06515,Shaun Micheel,2.81,467430,16659000
142,0,06332,Neal Lancaster,2.80,466712,16650000
142,0,06090,Jim McGovern,2.80,266647,9530000
144,0,20812,Tjaart van der Walt,2.78,27750,1000000
145,0,01326,Nick Faldo,2.77,276583,9983150
146,0,23349,Charles Warren,2.76,22056,800000
147,0,07763,Doug Dunakey,2.74,393058,14355000
148,0,01139,Olin Browne,2.71,494307,18271000
148,0,06581,David Sutherland,2.71,498748,18426150
150,0,20387,Jarmo Sandelin,2.70,66431,2459150
151,0,19846,Brian Gay,2.67,482028,18035000
152,0,21185,Takao Nogami,2.65,12856,486000
152,0,06731,Jeff Roth,2.65,12856,486000
152,0,10425,Jay Williamson,2.65,460023,17361000
155,0,21489,Nobuhito Sato,2.64,46500,1759150
156,0,07867,Woody Austin,2.63,485588,18431000
156,0,01766,Billy Mayfair,2.63,466345,17721000
156,0,02020,Eduardo Romero,2.63,70033,2659150
159,0,24925,Jonathan Byrd,2.62,14130,540000
160,0,20505,Lucas Parsons,2.61,45873,1759150
161,0,01633,Tom Kite,2.60,121604,4673150
162,0,10962,Bradley Hughes,2.53,469590,18549000
163,0,01361,Dan Forsman,2.52,379349,15075000
164,0,02076,Peter Senior,2.48,43628,1759150
165,0,06809,Bob Burns,2.47,391074,15813000
166,0,20574,Mathew Goggin,2.45,414123,16911000
166,0,08535,Gary Nicklaus,2.45,403982,16497000
168,0,23552,Hank Kuehne,2.43,85656,3528000
169,0,01331,Rick Fehr,2.40,313701,13095000
170,0,01374,Robin Freeman,2.39,415429,17361000
171,0,01196,Brian Claar,2.36,90958,3852000
172,0,06643,Paul Goydos,2.35,398393,16964000
172,0,02110,Jerry Smith,2.35,406591,17307000
174,0,02101,Joey Sindelar,2.34,388340,16569000
175,0,02223,Bob Tway,2.30,417646,18184150
176,0,01035,Tommy Armour III,2.28,397609,17405000
176,0,10821,Toshi Izawa,2.28,20500,900000
178,0,01313,Steve Elkington,2.26,232784,10318150
179,0,07749,Brett Quigley,2.25,247036,10970000
180,0,12626,Joey Gullion,2.23,84650,3798000
180,0,01996,Mike Reid,2.23,299137,13437000
182,0,06573,Brandt Jobe,2.19,402016,18369000
183,0,08553,Lee Porter,2.11,28247,1340000
184,0,12652,Cameron Beckman,2.10,291514,13913000
185,0,01941,Tom Pernice Jr.,2.09,387715,18513000
186,0,20650,Jarrod Moseley,2.07,15706,759150
186,0,22348,Nick O'Hern,2.07,15706,759150
188,0,22064,Craig Spence,2.05,346569,16901000
189,0,10912,Craig Perks,2.02,297912,14733000
190,0,01984,Sam Randolph,2.00,7200,360000
191,0,01491,Rick Hartmann,1.99,15891,800000
192,0,01717,Sandy Lyle,1.96,198990,10137150
193,0,25115,Michael Kirk,1.95,14893,765000
194,0,07753,Kevin Wentworth,1.92,332293,17325000
195,0,24357,K.J. Choi,1.89,305744,16191000
195,0,25052,Derek Gillespie,1.89,11220,594000
195,0,21878,Mark Wilson,1.89,8500,450000
198,0,01388,Robert Gamez,1.88,259305,13787000
199,0,12661,Todd Barranger,1.83,43766,2394000
