RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,30711,Colt Knost,.35,1,288
2,0,30736,Oscar Fraustro,.93,1,108
2,0,23800,Bryce Molder,.93,3,324
4,0,37454,Whee Kim,1.01,2,198
5,0,40058,Zac Blair,1.23,4,324
6,0,33461,Morgan Hoffmann,1.31,4,306
7,0,25834,Daniel Summerhays,1.32,5,378
8,0,20771,Steven Alker,1.39,2,144
8,0,32102,Rickie Fowler,1.39,4,288
8,0,25349,Tim Wilkinson,1.39,2,144
11,0,25720,Chad Collins,1.48,4,270
11,0,21878,Mark Wilson,1.48,4,270
13,0,24138,Ian Poulter,1.59,4,252
14,0,40026,Daniel Berger,1.63,5,306
14,0,30925,Dustin Johnson,1.63,5,306
16,0,06522,Ernie Els,1.67,3,180
16,0,36699,Patrick Rodgers,1.67,3,180
16,0,26951,Johnson Wagner,1.67,3,180
19,0,24024,Zach Johnson,1.75,6,342
20,0,32200,Roberto Castro,1.85,3,162
20,0,29222,Billy Hurley III,1.85,4,216
20,0,25198,Francesco Molinari,1.85,4,216
20,0,34264,Hudson Swafford,1.85,6,324
20,0,20396,Lee Westwood,1.85,4,216
25,0,31202,William McGirt,1.94,7,360
26,0,21209,Sergio Garcia,1.98,5,252
26,0,27963,Chris Stroud,1.98,5,252
28,0,34098,Russell Henley,2.05,7,342
28,0,34174,John Huh,2.05,7,342
30,0,27644,Brian Harman,2.08,6,288
30,0,30926,Chris Kirk,2.08,6,288
30,0,10860,Justin Leonard,2.08,3,144
30,0,35451,Scott Pinckney,2.08,6,288
30,0,34360,Patrick Reed,2.08,9,432
30,0,31560,Brian Stuard,2.08,6,288
36,0,29420,Billy Horschel,2.12,8,378
37,0,22371,Aaron Baddeley,2.14,5,234
37,0,26851,Marc Leishman,2.14,5,234
37,0,25892,Steve Wheatcroft,2.14,5,234
40,0,12510,Chad Campbell,2.16,7,324
40,0,20472,Alex Cejka,2.16,7,324
40,0,34261,Scott Langley,2.16,7,324
43,0,24507,Jason Bohn,2.22,8,360
43,0,31193,Jim Renner,2.22,2,90
45,0,21753,Brian Davis,2.31,5,216
46,0,27214,Kevin Streelman,2.34,8,342
47,0,23048,Eric Axley,2.38,3,126
47,0,28132,Tyrone Van Aswegen,2.38,3,126
49,0,24494,Erik Compton,2.43,7,288
49,0,28500,Martin Flores,2.43,7,288
51,0,25369,Jamie Donaldson,2.47,4,162
51,0,24358,Robert Garrigus,2.47,4,162
51,0,26758,David Hearn,2.47,8,324
51,0,36689,Brooks Koepka,2.47,8,324
51,0,27466,Spencer Levin,2.47,8,324
56,0,12716,Charley Hoffman,2.50,9,360
57,0,35545,Blayne Barber,2.53,5,198
57,0,27895,Jonas Blixt,2.53,5,198
57,0,23638,Brendon de Jonge,2.53,10,396
57,0,25396,Kevin Na,2.53,10,396
61,0,28780,Nicholas Thompson,2.56,6,234
62,0,23983,Luke Donald,2.59,7,270
62,0,10809,Jim Furyk,2.59,7,270
62,0,20157,Retief Goosen,2.59,7,270
62,0,08075,Jerry Kelly,2.59,7,270
66,0,32366,Kevin Chappell,2.61,8,306
66,0,23320,Ryan Palmer,2.61,8,306
68,0,24781,Hunter Mahan,2.63,9,342
69,0,32839,Hideki Matsuyama,2.65,10,378
69,0,27649,Brandt Snedeker,2.65,10,378
71,0,23108,Matt Kuchar,2.66,11,414
72,0,32334,Charlie Beljan,2.78,5,180
72,0,25364,Paul Casey,2.78,9,324
72,0,23541,Ben Crane,2.78,4,144
72,0,29725,Tony Finau,2.78,11,396
72,0,34563,Chesson Hadley,2.78,10,360
72,0,23353,J.J. Henry,2.78,8,288
72,0,39977,Max Homa,2.78,5,180
72,0,29926,Danny Lee,2.78,12,432
72,0,33667,Carlos Ortiz,2.78,9,324
72,0,22056,Cameron Percy,2.78,6,216
72,0,22405,Justin Rose,2.78,7,252
72,0,25493,Nick Taylor,2.78,8,288
84,0,29478,Kevin Kisner,2.91,11,378
85,0,32448,James Hahn,2.92,10,342
85,0,33413,Ben Martin,2.92,10,342
85,0,24490,George McNeill,2.92,10,342
88,0,28089,Jason Day,2.94,9,306
89,0,23621,Rory Sabbatini,2.96,8,270
90,0,35532,Tom Hoge,2.99,7,234
91,0,34262,Jon Curran,3.03,6,198
91,0,28307,Matt Every,3.03,6,198
91,0,21961,Charles Howell III,3.03,12,396
91,0,29289,S.Y. Noh,3.03,6,198
91,0,24361,Pat Perez,3.03,12,396
91,0,23623,Bo Van Pelt,3.03,6,198
91,0,34265,Will Wilcox,3.03,6,198
98,0,34046,Jordan Spieth,3.06,11,360
98,0,30927,Brendon Todd,3.06,11,360
98,0,25632,Jimmy Walker,3.06,11,360
101,0,29479,Scott Brown,3.09,10,324
101,0,25240,D.A. Points,3.09,5,162
103,0,34431,Robert Streb,3.11,14,450
104,0,27064,Jhonattan Vegas,3.13,9,288
105,0,34099,Harris English,3.14,13,414
106,0,30946,Alex Prugh,3.17,8,252
106,0,33418,Shawn Stefani,3.17,12,378
108,0,24846,Ricky Barnes,3.24,7,216
109,0,34409,David Lingmerth,3.27,10,306
109,0,35541,John Peterson,3.27,10,306
109,0,25818,Scott Piercy,3.27,10,306
112,0,28259,Sangmoon Bae,3.33,12,360
112,0,29720,Andres Gonzales,3.33,9,270
112,0,31557,Jim Herman,3.33,9,270
112,0,36801,Mark Hubbard,3.33,9,270
112,0,33122,Russell Knox,3.33,12,360
112,0,28486,Michael Putnam,3.33,9,270
112,0,29476,Kyle Reifers,3.33,9,270
112,0,22293,Heath Slocum,3.33,3,90
112,0,26289,Boo Weekley,3.33,9,270
121,0,27141,J.B. Holmes,3.40,11,324
122,0,26329,Louis Oosthuizen,3.42,8,234
123,0,30852,Ryo Ishikawa,3.47,10,288
123,0,30944,Jason Kokrak,3.47,10,288
123,0,32640,Troy Merritt,3.47,10,288
123,0,01810,Phil Mickelson,3.47,10,288
123,0,26596,Ryan Moore,3.47,10,288
123,0,06567,Vijay Singh,3.47,10,288
123,0,25804,Bubba Watson,3.47,10,288
130,0,25274,Steven Bowditch,3.51,12,342
130,0,26300,Matt Jones,3.51,12,342
132,0,27936,Martin Laird,3.57,9,252
133,0,24140,Sean O'Hair,3.59,11,306
134,0,20104,Ken Duke,3.70,10,270
134,0,28679,Fabián Gómez,3.70,10,270
134,0,25345,Carl Pettersson,3.70,14,378
134,0,33486,Roger Sloan,3.70,4,108
134,0,27770,Camilo Villegas,3.70,10,270
139,0,33141,Keegan Bradley,3.80,13,342
140,0,24357,K.J. Choi,3.85,9,234
141,0,33448,Justin Thomas,3.86,16,414
142,0,27933,John Merrick,3.89,7,180
142,0,29425,Andrew Svoboda,3.89,7,180
142,0,02206,David Toms,3.89,7,180
145,0,33399,Adam Hadwin,3.92,12,306
146,0,10885,Robert Allenby,3.97,5,126
147,0,29221,Webb Simpson,4.01,13,324
148,0,24925,Jonathan Byrd,4.04,8,198
149,0,20848,Ángel Cabrera,4.17,6,144
149,0,25900,Lucas Glover,4.17,9,216
149,0,26476,Chez Reavie,4.17,6,144
152,0,28475,Jeff Overton,4.25,13,306
152,0,27095,Nick Watney,4.25,13,306
154,0,27436,Graham DeLaet,4.27,10,234
154,0,34130,Sung Joon Park,4.27,10,234
154,0,29223,Sam Saunders,4.27,10,234
154,0,26331,Charl Schwartzel,4.27,10,234
158,0,34256,Andrew Putnam,4.32,7,162
158,0,34358,Jonathan Randolph,4.32,7,162
160,0,20645,John Senden,4.37,11,252
160,0,32150,Michael Thompson,4.37,11,252
162,0,29518,Brendan Steele,4.39,15,342
163,0,20229,Stewart Cink,4.44,12,270
163,0,21528,Henrik Stenson,4.44,12,270
165,0,25686,Jason Dufner,4.51,13,288
166,0,29535,Brice Garnett,4.55,9,198
167,0,31416,Derek Fathauer,4.63,10,216
167,0,23548,Bill Lunde,4.63,5,108
169,0,33419,Cameron Tringale,4.72,17,360
170,0,01706,Davis Love III,4.76,6,126
170,0,31323,Gary Woodland,4.76,12,252
172,0,37273,Derek Ernst,5.00,9,180
173,0,25191,Gonzalo Fernandez-Castaño,5.05,10,198
174,0,22046,Geoff Ogilvy,5.56,10,180
174,0,25562,Andres Romero,5.56,10,180
176,0,35539,Luke Guthrie,5.95,15,252
177,0,22892,Jason Gore,6.06,12,198
