RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 10'-15',TOTAL 3 PUTTS
1,0,23541,Ben Crane,6,27
1,0,27095,Nick Watney,6,57
3,0,25900,Lucas Glover,5,69
3,0,33122,Russell Knox,5,39
3,0,26851,Marc Leishman,5,27
3,0,29425,Andrew Svoboda,5,50
7,0,40058,Zac Blair,4,35
7,0,29479,Scott Brown,4,44
7,0,29926,Danny Lee,4,42
7,0,26329,Louis Oosthuizen,4,26
7,0,24361,Pat Perez,4,34
7,0,28780,Nicholas Thompson,4,49
7,0,33419,Cameron Tringale,4,45
7,0,25892,Steve Wheatcroft,4,40
15,0,28259,Sangmoon Bae,3,52
15,0,32334,Charlie Beljan,3,50
15,0,24925,Jonathan Byrd,3,30
15,0,34099,Harris English,3,30
15,0,37273,Derek Ernst,3,47
15,0,25191,Gonzalo Fernandez-Castaño,3,39
15,0,28500,Martin Flores,3,50
15,0,34563,Chesson Hadley,3,57
15,0,32448,James Hahn,3,31
15,0,27644,Brian Harman,3,26
15,0,12716,Charley Hoffman,3,32
15,0,35532,Tom Hoge,3,38
15,0,34174,John Huh,3,44
15,0,30944,Jason Kokrak,3,41
15,0,24781,Hunter Mahan,3,27
15,0,31202,William McGirt,3,47
15,0,24490,George McNeill,3,45
15,0,25345,Carl Pettersson,3,44
15,0,29476,Kyle Reifers,3,49
15,0,29223,Sam Saunders,3,33
15,0,26331,Charl Schwartzel,3,29
15,0,33418,Shawn Stefani,3,41
15,0,34431,Robert Streb,3,39
15,0,02206,David Toms,3,22
15,0,23623,Bo Van Pelt,3,34
15,0,27770,Camilo Villegas,3,54
41,0,20771,Steven Alker,2,19
41,0,22371,Aaron Baddeley,2,27
41,0,20472,Alex Cejka,2,40
41,0,32366,Kevin Chappell,2,40
41,0,24494,Erik Compton,2,27
41,0,28089,Jason Day,2,22
41,0,06522,Ernie Els,2,24
41,0,31416,Derek Fathauer,2,23
41,0,29725,Tony Finau,2,45
41,0,30736,Oscar Fraustro,2,23
41,0,35539,Luke Guthrie,2,35
41,0,31557,Jim Herman,2,44
41,0,33461,Morgan Hoffmann,2,24
41,0,24024,Zach Johnson,2,19
41,0,26300,Matt Jones,2,31
41,0,36689,Brooks Koepka,2,28
41,0,27936,Martin Laird,2,44
41,0,34409,David Lingmerth,2,34
41,0,01706,Davis Love III,2,25
41,0,32839,Hideki Matsuyama,2,35
41,0,25198,Francesco Molinari,2,14
41,0,25396,Kevin Na,2,25
41,0,29289,S.Y. Noh,2,29
41,0,20691,Greg Owen,2,22
41,0,34130,Sung Joon Park,2,41
41,0,22056,Cameron Percy,2,27
41,0,28486,Michael Putnam,2,48
41,0,31193,Jim Renner,2,37
41,0,25562,Andres Romero,2,33
41,0,22405,Justin Rose,2,23
41,0,23621,Rory Sabbatini,2,42
41,0,24502,Adam Scott,2,32
41,0,29221,Webb Simpson,2,42
41,0,27214,Kevin Streelman,2,28
41,0,25834,Daniel Summerhays,2,24
41,0,25493,Nick Taylor,2,39
41,0,33448,Justin Thomas,2,50
41,0,25632,Jimmy Walker,2,30
41,0,26289,Boo Weekley,2,40
41,0,25349,Tim Wilkinson,2,25
41,0,21878,Mark Wilson,2,43
41,0,31323,Gary Woodland,2,22
83,0,23048,Eric Axley,1,18
83,0,35545,Blayne Barber,1,38
83,0,40026,Daniel Berger,1,52
83,0,24507,Jason Bohn,1,25
83,0,33141,Keegan Bradley,1,35
83,0,25364,Paul Casey,1,33
83,0,20593,Greg Chalmers,1,18
83,0,20229,Stewart Cink,1,49
83,0,34262,Jon Curran,1,35
83,0,21753,Brian Davis,1,40
83,0,23983,Luke Donald,1,20
83,0,25686,Jason Dufner,1,40
83,0,20104,Ken Duke,1,53
83,0,24358,Robert Garrigus,1,41
83,0,29720,Andres Gonzales,1,36
83,0,24924,Bill Haas,1,40
83,0,33399,Adam Hadwin,1,40
83,0,20766,Padraig Harrington,1,34
83,0,26758,David Hearn,1,31
83,0,34098,Russell Henley,1,26
83,0,23353,J.J. Henry,1,34
83,0,27141,J.B. Holmes,1,36
83,0,21961,Charles Howell III,1,38
83,0,36801,Mark Hubbard,1,38
83,0,29222,Billy Hurley III,1,18
83,0,08075,Jerry Kelly,1,30
83,0,37454,Whee Kim,1,23
83,0,30926,Chris Kirk,1,23
83,0,29478,Kevin Kisner,1,26
83,0,30711,Colt Knost,1,24
83,0,10860,Justin Leonard,1,21
83,0,27466,Spencer Levin,1,40
83,0,23548,Bill Lunde,1,28
83,0,27933,John Merrick,1,46
83,0,32640,Troy Merritt,1,36
83,0,01810,Phil Mickelson,1,28
83,0,23800,Bryce Molder,1,27
83,0,26596,Ryan Moore,1,22
83,0,24140,Sean O'Hair,1,32
83,0,22046,Geoff Ogilvy,1,24
83,0,33667,Carlos Ortiz,1,45
83,0,28475,Jeff Overton,1,32
83,0,35541,John Peterson,1,34
83,0,25240,D.A. Points,1,38
83,0,34256,Andrew Putnam,1,27
83,0,34358,Jonathan Randolph,1,33
83,0,26476,Chez Reavie,1,30
83,0,36699,Patrick Rodgers,1,21
83,0,20645,John Senden,1,30
83,0,06567,Vijay Singh,1,41
83,0,22293,Heath Slocum,1,26
83,0,27649,Brandt Snedeker,1,35
83,0,27963,Chris Stroud,1,44
83,0,34264,Hudson Swafford,1,37
83,0,30927,Brendon Todd,1,25
83,0,26951,Johnson Wagner,1,28
