RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
110,0,24925,Jonathan Byrd,3.16,37,1170
110,0,29535,Brice Garnett,3.16,45,1422
110,0,35532,Tom Hoge,3.16,45,1422
110,0,24138,Ian Poulter,3.16,37,1170
114,0,25191,Gonzalo Fernandez-Castaño,3.17,44,1386
114,0,24924,Bill Haas,3.17,49,1548
116,0,25364,Paul Casey,3.18,47,1476
116,0,21753,Brian Davis,3.18,47,1476
118,0,34265,Will Wilcox,3.19,31,972
119,0,31557,Jim Herman,3.22,51,1584
120,0,39977,Max Homa,3.23,43,1332
120,0,27064,Jhonattan Vegas,3.23,50,1548
122,0,20848,Ángel Cabrera,3.25,31,954
122,0,36801,Mark Hubbard,3.25,45,1386
122,0,29289,S.Y. Noh,3.25,38,1170
125,0,23541,Ben Crane,3.26,34,1044
126,0,25818,Scott Piercy,3.27,53,1620
126,0,26476,Chez Reavie,3.27,33,1008
128,0,27936,Martin Laird,3.32,46,1386
128,0,29476,Kyle Reifers,3.32,55,1656
130,0,01810,Phil Mickelson,3.33,42,1260
131,0,25804,Bubba Watson,3.35,41,1224
132,0,28500,Martin Flores,3.36,55,1638
133,0,27963,Chris Stroud,3.37,51,1512
134,0,20157,Retief Goosen,3.39,47,1386
135,0,27141,J.B. Holmes,3.40,52,1530
135,0,33413,Ben Martin,3.40,55,1620
137,0,28307,Matt Every,3.41,43,1260
137,0,20645,John Senden,3.41,46,1350
139,0,32366,Kevin Chappell,3.42,53,1548
140,0,29223,Sam Saunders,3.43,50,1458
140,0,32150,Michael Thompson,3.43,50,1458
142,0,26329,Louis Oosthuizen,3.44,39,1134
143,0,26289,Boo Weekley,3.45,49,1422
143,0,31323,Gary Woodland,3.45,46,1332
145,0,34130,Sung Joon Park,3.46,48,1386
146,0,34563,Chesson Hadley,3.47,63,1818
147,0,40026,Daniel Berger,3.49,61,1746
147,0,06567,Vijay Singh,3.49,49,1404
149,0,30692,Scott Stallings,3.52,38,1080
150,0,31193,Jim Renner,3.54,42,1188
150,0,28023,Byron Smith,3.54,35,990
152,0,23621,Rory Sabbatini,3.57,52,1458
153,0,29420,Billy Horschel,3.59,62,1728
153,0,33419,Cameron Tringale,3.59,62,1728
155,0,35545,Blayne Barber,3.60,48,1332
155,0,27095,Nick Watney,3.60,59,1638
157,0,20691,Greg Owen,3.64,38,1044
158,0,28486,Michael Putnam,3.66,56,1530
159,0,22892,Jason Gore,3.70,48,1296
159,0,20766,Padraig Harrington,3.70,40,1080
159,0,29425,Andrew Svoboda,3.70,52,1404
162,0,22293,Heath Slocum,3.77,36,954
163,0,20104,Ken Duke,3.81,61,1602
163,0,28780,Nicholas Thompson,3.81,59,1548
165,0,23548,Bill Lunde,3.86,32,828
166,0,23623,Bo Van Pelt,3.87,55,1422
167,0,21528,Henrik Stenson,3.89,42,1080
168,0,33141,Keegan Bradley,3.90,59,1512
169,0,10885,Robert Allenby,3.95,42,1062
170,0,25240,D.A. Points,4.05,51,1260
171,0,26331,Charl Schwartzel,4.06,46,1134
171,0,29221,Webb Simpson,4.06,57,1404
171,0,20396,Lee Westwood,4.06,38,936
174,0,06522,Ernie Els,4.09,42,1026
175,0,24358,Robert Garrigus,4.12,49,1188
176,0,27933,John Merrick,4.13,55,1332
177,0,37273,Derek Ernst,4.15,53,1278
178,0,20229,Stewart Cink,4.18,58,1386
179,0,27770,Camilo Villegas,4.35,65,1494
180,0,25686,Jason Dufner,4.41,58,1314
181,0,32334,Charlie Beljan,4.71,61,1296
182,0,22046,Geoff Ogilvy,4.75,41,864
183,0,24502,Adam Scott,4.86,42,864
184,0,25900,Lucas Glover,5.49,78,1422
