RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,25834,Daniel Summerhays,1.65,30,1818
2,0,24507,Jason Bohn,1.70,29,1710
3,0,29222,Billy Hurley III,1.76,25,1422
4,0,31560,Brian Stuard,1.79,30,1674
5,0,29478,Kevin Kisner,1.87,35,1872
5,0,30711,Colt Knost,1.87,29,1548
7,0,24846,Ricky Barnes,1.92,27,1404
8,0,24024,Zach Johnson,1.98,31,1566
9,0,21961,Charles Howell III,2.01,38,1890
10,0,23800,Bryce Molder,2.04,32,1566
11,0,26758,David Hearn,2.06,36,1746
12,0,30925,Dustin Johnson,2.08,27,1296
13,0,27895,Jonas Blixt,2.10,28,1332
14,0,25720,Chad Collins,2.11,30,1422
15,0,23048,Eric Axley,2.12,21,990
16,0,33461,Morgan Hoffmann,2.16,33,1530
17,0,34360,Patrick Reed,2.17,39,1800
18,0,27214,Kevin Streelman,2.20,36,1638
18,0,02206,David Toms,2.20,23,1044
20,0,34099,Harris English,2.23,41,1836
20,0,28475,Jeff Overton,2.23,37,1656
22,0,22371,Aaron Baddeley,2.25,30,1332
23,0,24140,Sean O'Hair,2.26,35,1548
23,0,28132,Tyrone Van Aswegen,2.26,22,972
25,0,25349,Tim Wilkinson,2.27,29,1278
26,0,21209,Sergio Garcia,2.28,23,1008
26,0,10860,Justin Leonard,2.28,25,1098
28,0,34261,Scott Langley,2.29,38,1656
29,0,36699,Patrick Rodgers,2.31,22,954
30,0,37454,Whee Kim,2.33,29,1242
31,0,40058,Zac Blair,2.35,44,1872
31,0,23983,Luke Donald,2.35,30,1278
33,0,23638,Brendon de Jonge,2.36,45,1908
34,0,31416,Derek Fathauer,2.38,33,1386
34,0,32640,Troy Merritt,2.38,39,1638
36,0,28089,Jason Day,2.39,31,1296
37,0,34046,Jordan Spieth,2.40,38,1584
38,0,20771,Steven Alker,2.41,26,1080
38,0,25198,Francesco Molinari,2.41,23,954
40,0,26596,Ryan Moore,2.42,34,1404
41,0,29720,Andres Gonzales,2.45,38,1548
41,0,35541,John Peterson,2.45,37,1512
43,0,12510,Chad Campbell,2.46,43,1746
43,0,34264,Hudson Swafford,2.46,42,1710
45,0,32102,Rickie Fowler,2.47,32,1296
45,0,34431,Robert Streb,2.47,49,1980
47,0,33418,Shawn Stefani,2.48,42,1692
48,0,26300,Matt Jones,2.52,39,1548
48,0,27466,Spencer Levin,2.52,44,1746
50,0,27644,Brian Harman,2.53,41,1620
50,0,23353,J.J. Henry,2.53,41,1620
52,0,26851,Marc Leishman,2.54,32,1260
53,0,24361,Pat Perez,2.55,44,1728
54,0,27436,Graham DeLaet,2.56,30,1170
55,0,24494,Erik Compton,2.58,40,1548
55,0,34098,Russell Henley,2.58,39,1512
57,0,34409,David Lingmerth,2.59,42,1620
58,0,24357,K.J. Choi,2.60,29,1116
59,0,29725,Tony Finau,2.62,50,1908
59,0,22056,Cameron Percy,2.62,33,1260
61,0,25396,Kevin Na,2.63,45,1710
61,0,25493,Nick Taylor,2.63,43,1638
63,0,31202,William McGirt,2.64,49,1854
64,0,24781,Hunter Mahan,2.65,40,1512
65,0,12716,Charley Hoffman,2.66,45,1692
65,0,33122,Russell Knox,2.66,46,1728
65,0,23108,Matt Kuchar,2.66,45,1692
68,0,32200,Roberto Castro,2.67,24,900
69,0,33399,Adam Hadwin,2.69,45,1674
69,0,27649,Brandt Snedeker,2.69,46,1710
69,0,30927,Brendon Todd,2.69,45,1674
72,0,25274,Steven Bowditch,2.70,50,1854
72,0,34174,John Huh,2.70,49,1818
72,0,26951,Johnson Wagner,2.70,33,1224
75,0,30946,Alex Prugh,2.71,39,1440
76,0,20472,Alex Cejka,2.72,45,1656
76,0,32448,James Hahn,2.72,46,1692
78,0,29926,Danny Lee,2.73,59,2160
79,0,08075,Jerry Kelly,2.74,39,1422
80,0,24490,George McNeill,2.75,46,1674
81,0,33667,Carlos Ortiz,2.78,48,1728
82,0,30926,Chris Kirk,2.82,37,1314
83,0,01706,Davis Love III,2.83,26,918
83,0,25345,Carl Pettersson,2.83,54,1908
85,0,30944,Jason Kokrak,2.84,45,1584
86,0,29479,Scott Brown,2.86,50,1746
87,0,34262,Jon Curran,2.88,41,1422
87,0,30736,Oscar Fraustro,2.88,28,972
89,0,10809,Jim Furyk,2.95,34,1152
89,0,34256,Andrew Putnam,2.95,34,1152
91,0,20593,Greg Chalmers,2.98,29,972
91,0,29518,Brendan Steele,2.98,45,1512
93,0,33448,Justin Thomas,2.99,57,1908
94,0,25892,Steve Wheatcroft,3.01,45,1494
95,0,36689,Brooks Koepka,3.02,44,1458
96,0,30852,Ryo Ishikawa,3.03,48,1584
96,0,23320,Ryan Palmer,3.03,42,1386
98,0,25632,Jimmy Walker,3.04,47,1548
99,0,28259,Sangmoon Bae,3.06,54,1764
100,0,25369,Jamie Donaldson,3.07,26,846
101,0,35451,Scott Pinckney,3.09,49,1584
102,0,34358,Jonathan Randolph,3.10,39,1260
102,0,33486,Roger Sloan,3.10,29,936
104,0,32839,Hideki Matsuyama,3.11,51,1638
104,0,25562,Andres Romero,3.11,37,1188
104,0,22405,Justin Rose,3.11,37,1188
107,0,35539,Luke Guthrie,3.12,46,1476
108,0,21878,Mark Wilson,3.14,48,1530
109,0,28679,Fabián Gómez,3.15,47,1494
