RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,21209,Sergio Garcia,4.79,7,146,95.21
2,0,27214,Kevin Streelman,5.08,16,315,94.92
3,0,29222,Billy Hurley III,5.66,15,265,94.34
4,0,24024,Zach Johnson,5.70,15,263,94.30
5,0,23048,Eric Axley,5.76,11,191,94.24
6,0,25834,Daniel Summerhays,5.79,22,380,94.21
7,0,29478,Kevin Kisner,5.88,23,391,94.12
8,0,27644,Brian Harman,5.92,20,338,94.08
9,0,32102,Rickie Fowler,5.94,13,219,94.06
10,0,24507,Jason Bohn,5.95,21,353,94.05
11,0,34046,Jordan Spieth,5.98,14,234,94.02
12,0,25369,Jamie Donaldson,6.04,9,149,93.96
13,0,40058,Zac Blair,6.08,25,411,93.92
14,0,30711,Colt Knost,6.09,19,312,93.91
15,0,25198,Francesco Molinari,6.18,11,178,93.82
16,0,25396,Kevin Na,6.23,17,273,93.77
17,0,34098,Russell Henley,6.29,21,334,93.71
18,0,31416,Derek Fathauer,6.45,16,248,93.55
19,0,37454,Whee Kim,6.50,16,246,93.50
20,0,34099,Harris English,6.54,25,382,93.46
21,0,34264,Hudson Swafford,6.55,27,412,93.45
22,0,23541,Ben Crane,6.58,15,228,93.42
23,0,22371,Aaron Baddeley,6.62,19,287,93.38
23,0,34431,Robert Streb,6.62,29,438,93.38
25,0,33461,Morgan Hoffmann,6.64,18,271,93.36
26,0,30927,Brendon Todd,6.80,20,294,93.20
27,0,22405,Justin Rose,6.85,15,219,93.15
28,0,20593,Greg Chalmers,6.88,11,160,93.12
28,0,24781,Hunter Mahan,6.88,22,320,93.12
30,0,23800,Bryce Molder,6.91,23,333,93.09
31,0,31323,Gary Woodland,6.96,16,230,93.04
32,0,21961,Charles Howell III,7.14,33,462,92.86
33,0,26758,David Hearn,7.16,25,349,92.84
34,0,24361,Pat Perez,7.25,25,345,92.75
35,0,28089,Jason Day,7.26,18,248,92.74
36,0,35541,John Peterson,7.38,24,325,92.62
37,0,10860,Justin Leonard,7.44,16,215,92.56
38,0,20771,Steven Alker,7.45,14,188,92.55
39,0,24494,Erik Compton,7.59,22,290,92.41
40,0,23983,Luke Donald,7.66,17,222,92.34
40,0,26851,Marc Leishman,7.66,17,222,92.34
42,0,34360,Patrick Reed,7.72,22,285,92.28
43,0,30925,Dustin Johnson,7.77,15,193,92.23
44,0,33486,Roger Sloan,7.78,13,167,92.22
44,0,28132,Tyrone Van Aswegen,7.78,14,180,92.22
46,0,33122,Russell Knox,7.81,30,384,92.19
47,0,30926,Chris Kirk,7.83,18,230,92.17
48,0,23320,Ryan Palmer,7.85,19,242,92.15
49,0,24140,Sean O'Hair,7.87,28,356,92.13
50,0,31560,Brian Stuard,7.91,22,278,92.09
51,0,32448,James Hahn,7.92,24,303,92.08
51,0,08075,Jerry Kelly,7.92,21,265,92.08
53,0,23353,J.J. Henry,7.95,29,365,92.05
54,0,27436,Graham DeLaet,7.98,19,238,92.02
55,0,29725,Tony Finau,7.99,33,413,92.01
56,0,27895,Jonas Blixt,8.00,18,225,92.00
57,0,35451,Scott Pinckney,8.02,30,374,91.98
58,0,36689,Brooks Koepka,8.03,22,274,91.97
59,0,28475,Jeff Overton,8.06,25,310,91.94
60,0,33418,Shawn Stefani,8.18,32,391,91.82
61,0,26596,Ryan Moore,8.19,19,232,91.81
62,0,12510,Chad Campbell,8.20,35,427,91.80
63,0,24357,K.J. Choi,8.26,19,230,91.74
64,0,23623,Bo Van Pelt,8.27,23,278,91.73
65,0,20691,Greg Owen,8.28,13,157,91.72
66,0,12716,Charley Hoffman,8.30,24,289,91.70
66,0,26300,Matt Jones,8.30,23,277,91.70
68,0,33419,Cameron Tringale,8.31,28,337,91.69
69,0,25274,Steven Bowditch,8.33,27,324,91.67
69,0,23108,Matt Kuchar,8.33,25,300,91.67
69,0,26329,Louis Oosthuizen,8.33,16,192,91.67
72,0,34262,Jon Curran,8.39,26,310,91.61
73,0,02206,David Toms,8.42,17,202,91.58
74,0,25493,Nick Taylor,8.48,29,342,91.52
75,0,22056,Cameron Percy,8.50,21,247,91.50
76,0,25345,Carl Pettersson,8.54,31,363,91.46
77,0,32640,Troy Merritt,8.61,31,360,91.39
78,0,31202,William McGirt,8.76,36,411,91.24
79,0,25349,Tim Wilkinson,8.77,20,228,91.23
80,0,24846,Ricky Barnes,8.79,21,239,91.21
81,0,34261,Scott Langley,8.81,29,329,91.19
82,0,33399,Adam Hadwin,8.86,32,361,91.14
