RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
54,0,27141,J.B. Holmes,31,36
54,0,36801,Mark Hubbard,31,38
54,0,32640,Troy Merritt,31,36
54,0,34130,Sung Joon Park,31,41
54,0,25345,Carl Pettersson,31,44
62,0,22892,Jason Gore,30,34
62,0,33122,Russell Knox,30,39
62,0,35451,Scott Pinckney,30,40
62,0,31193,Jim Renner,30,37
62,0,30692,Scott Stallings,30,35
62,0,25892,Steve Wheatcroft,30,40
68,0,24358,Robert Garrigus,29,41
68,0,29720,Andres Gonzales,29,36
68,0,23353,J.J. Henry,29,34
68,0,30852,Ryo Ishikawa,29,41
68,0,34261,Scott Langley,29,31
68,0,32839,Hideki Matsuyama,29,35
68,0,34358,Jonathan Randolph,29,33
68,0,27649,Brandt Snedeker,29,35
68,0,34431,Robert Streb,29,39
68,0,25493,Nick Taylor,29,39
78,0,39977,Max Homa,28,33
78,0,24140,Sean O'Hair,28,32
78,0,33419,Cameron Tringale,28,45
81,0,25274,Steven Bowditch,27,40
81,0,33141,Keegan Bradley,27,35
81,0,25191,Gonzalo Fernandez-Castaño,27,39
81,0,35539,Luke Guthrie,27,35
81,0,20766,Padraig Harrington,27,34
81,0,25562,Andres Romero,27,33
81,0,20645,John Senden,27,30
81,0,34264,Hudson Swafford,27,37
81,0,25804,Bubba Watson,27,29
90,0,34262,Jon Curran,26,35
90,0,28307,Matt Every,26,30
90,0,25240,D.A. Points,26,38
90,0,26476,Chez Reavie,26,30
90,0,23621,Rory Sabbatini,26,42
95,0,40058,Zac Blair,25,35
95,0,25720,Chad Collins,25,26
95,0,34099,Harris English,25,30
95,0,26758,David Hearn,25,31
95,0,23108,Matt Kuchar,25,26
95,0,34409,David Lingmerth,25,34
95,0,01810,Phil Mickelson,25,28
95,0,28475,Jeff Overton,25,32
95,0,24361,Pat Perez,25,34
95,0,24502,Adam Scott,25,32
95,0,25632,Jimmy Walker,25,30
106,0,32448,James Hahn,24,31
106,0,12716,Charley Hoffman,24,32
106,0,35532,Tom Hoge,24,38
106,0,35541,John Peterson,24,34
106,0,34256,Andrew Putnam,24,27
106,0,26951,Johnson Wagner,24,28
112,0,24925,Jonathan Byrd,23,30
112,0,26300,Matt Jones,23,31
112,0,29478,Kevin Kisner,23,26
112,0,23800,Bryce Molder,23,27
112,0,29223,Sam Saunders,23,33
112,0,23623,Bo Van Pelt,23,34
118,0,24494,Erik Compton,22,27
118,0,10809,Jim Furyk,22,24
118,0,36689,Brooks Koepka,22,28
118,0,24781,Hunter Mahan,22,27
118,0,34360,Patrick Reed,22,25
118,0,21528,Henrik Stenson,22,25
118,0,31560,Brian Stuard,22,26
118,0,25834,Daniel Summerhays,22,24
126,0,24846,Ricky Barnes,21,23
126,0,24507,Jason Bohn,21,25
126,0,30736,Oscar Fraustro,21,23
126,0,34098,Russell Henley,21,26
126,0,08075,Jerry Kelly,21,30
126,0,01706,Davis Love III,21,25
126,0,23548,Bill Lunde,21,28
126,0,22056,Cameron Percy,21,27
126,0,34265,Will Wilcox,21,25
135,0,20848,Ángel Cabrera,20,23
135,0,27644,Brian Harman,20,26
135,0,29289,S.Y. Noh,20,29
135,0,26331,Charl Schwartzel,20,29
135,0,22293,Heath Slocum,20,26
135,0,30927,Brendon Todd,20,25
135,0,25349,Tim Wilkinson,20,25
142,0,22371,Aaron Baddeley,19,27
142,0,24357,K.J. Choi,19,25
142,0,27436,Graham DeLaet,19,24
142,0,30711,Colt Knost,19,24
142,0,26596,Ryan Moore,19,22
142,0,23320,Ryan Palmer,19,22
142,0,28023,Byron Smith,19,26
149,0,27895,Jonas Blixt,18,21
149,0,28089,Jason Day,18,22
149,0,33461,Morgan Hoffmann,18,24
149,0,30926,Chris Kirk,18,23
149,0,36699,Patrick Rodgers,18,21
149,0,20396,Lee Westwood,18,21
155,0,23983,Luke Donald,17,20
155,0,06522,Ernie Els,17,24
155,0,26851,Marc Leishman,17,27
155,0,25396,Kevin Na,17,25
155,0,24138,Ian Poulter,17,22
155,0,02206,David Toms,17,22
161,0,31416,Derek Fathauer,16,23
161,0,37454,Whee Kim,16,23
161,0,10860,Justin Leonard,16,21
161,0,22046,Geoff Ogilvy,16,24
161,0,26329,Louis Oosthuizen,16,26
161,0,27214,Kevin Streelman,16,28
161,0,31323,Gary Woodland,16,22
168,0,23541,Ben Crane,15,27
168,0,29222,Billy Hurley III,15,18
168,0,30925,Dustin Johnson,15,19
168,0,24024,Zach Johnson,15,19
168,0,22405,Justin Rose,15,23
173,0,20771,Steven Alker,14,19
173,0,32200,Roberto Castro,14,16
173,0,34046,Jordan Spieth,14,18
173,0,28132,Tyrone Van Aswegen,14,16
177,0,32102,Rickie Fowler,13,18
177,0,20691,Greg Owen,13,22
177,0,33486,Roger Sloan,13,21
180,0,23048,Eric Axley,11,18
180,0,20593,Greg Chalmers,11,18
180,0,25198,Francesco Molinari,11,14
183,0,25369,Jamie Donaldson,9,11
184,0,21209,Sergio Garcia,7,10
