RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,24925,Jonathan Byrd,.46,1,216
2,0,28132,Tyrone Van Aswegen,.62,1,162
3,0,24140,Sean O'Hair,.65,2,306
4,0,23048,Eric Axley,.69,1,144
5,0,33122,Russell Knox,.79,3,378
6,0,30944,Jason Kokrak,.98,3,306
7,0,20593,Greg Chalmers,1.01,2,198
8,0,27644,Brian Harman,1.04,3,288
9,0,24507,Jason Bohn,1.06,4,378
10,0,24024,Zach Johnson,1.11,4,360
10,0,25349,Tim Wilkinson,1.11,2,180
12,0,24846,Ricky Barnes,1.19,3,252
13,0,21961,Charles Howell III,1.21,5,414
14,0,27895,Jonas Blixt,1.28,3,234
15,0,28089,Jason Day,1.31,4,306
15,0,30925,Dustin Johnson,1.31,4,306
17,0,32102,Rickie Fowler,1.39,4,288
17,0,29535,Brice Garnett,1.39,3,216
17,0,01706,Davis Love III,1.39,2,144
20,0,34099,Harris English,1.45,6,414
21,0,26300,Matt Jones,1.46,5,342
22,0,34174,John Huh,1.52,6,396
23,0,20472,Alex Cejka,1.54,5,324
24,0,29720,Andres Gonzales,1.63,5,306
24,0,31560,Brian Stuard,1.63,5,306
26,0,20771,Steven Alker,1.67,3,180
26,0,25562,Andres Romero,1.67,3,180
26,0,02206,David Toms,1.67,3,180
29,0,31416,Derek Fathauer,1.71,4,234
29,0,22892,Jason Gore,1.71,4,234
29,0,29222,Billy Hurley III,1.71,4,234
29,0,26851,Marc Leishman,1.71,4,234
29,0,28780,Nicholas Thompson,1.71,4,234
34,0,24494,Erik Compton,1.74,5,288
34,0,26596,Ryan Moore,1.74,5,288
36,0,29479,Scott Brown,1.75,6,342
37,0,25345,Carl Pettersson,1.77,7,396
38,0,27933,John Merrick,1.85,4,216
38,0,35451,Scott Pinckney,1.85,6,324
38,0,27963,Chris Stroud,1.85,5,270
38,0,26951,Johnson Wagner,1.85,4,216
42,0,24490,George McNeill,1.94,7,360
42,0,27214,Kevin Streelman,1.94,7,360
