RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,19972,José Coceres,75.97,468,616,-0.07
2,0,01381,Fred Funk,74.90,555,741,-0.08
3,0,10809,Jim Furyk,74.87,715,955,-0.16
4,0,06621,Joe Durant,74.61,808,1083,-0.11
5,0,23933,Michael Boyd,74.47,595,799,-0.05
6,0,22293,Heath Slocum,73.80,997,1351,-0.13
7,0,24024,Zach Johnson,73.76,627,850,-0.17
8,0,01132,Mark Brooks,73.63,483,656,-0.10
9,0,07363,Craig Bowden,73.07,776,1062,-0.10
10,0,19846,Brian Gay,72.90,1049,1439,-0.12
11,0,22806,Doug LaBelle II,72.85,1017,1396,-0.13
12,0,10425,Jay Williamson,72.57,508,700,-0.15
13,0,01313,Steve Elkington,72.50,796,1098,-0.11
14,0,02239,Scott Verplank,72.28,657,909,-0.16
15,0,01157,Tom Byrum,72.07,462,641,-0.10
16,0,21753,Brian Davis,71.98,976,1356,-0.13
17,0,01766,Billy Mayfair,71.75,899,1253,-0.17
18,0,20127,Chris Riley,71.52,550,769,-0.19
19,0,01142,Bart Bryant,71.31,798,1119,-0.15
20,0,10860,Justin Leonard,70.95,884,1246,-0.15
21,0,08931,Glen Day,70.68,798,1129,-0.11
22,0,02214,Kirk Triplett,70.46,737,1046,-0.14
23,0,19803,Ryan Armour,70.31,1011,1438,-0.13
24,0,20623,Gavin Coles,70.27,813,1157,-0.09
25,0,08075,Jerry Kelly,70.22,816,1162,-0.13
26,0,01035,Tommy Armour III,70.17,755,1076,-0.12
27,0,27060,John Mallinger,69.99,935,1336,-0.10
28,0,22295,Darron Stiles,69.70,575,825,-0.12
29,0,01388,Robert Gamez,69.54,815,1172,-0.11
30,0,06643,Paul Goydos,69.48,510,734,-0.11
31,0,01928,Corey Pavin,69.33,746,1076,-0.11
32,0,23135,Tim Clark,69.15,520,752,-0.14
32,0,24781,Hunter Mahan,69.15,762,1102,-0.15
34,0,24457,Jaco Van Zyl,68.76,471,685,-0.08
35,0,10733,Kent Jones,68.61,929,1354,-0.17
35,0,06515,Shaun Micheel,68.61,728,1061,-0.10
37,0,23983,Luke Donald,68.46,510,745,-0.15
38,0,20104,Ken Duke,68.43,995,1454,-0.12
39,0,20472,Alex Cejka,68.17,741,1087,-0.18
40,0,01797,Rocco Mediate,68.01,674,991,-0.13
41,0,06004,Stephen Ames,67.72,600,886,-0.15
42,0,12652,Cameron Beckman,67.70,870,1285,-0.15
43,0,22621,Ben Curtis,67.67,649,959,-0.09
44,0,20574,Mathew Goggin,67.64,876,1295,-0.15
45,0,21470,Daisuke Maruyama,67.42,772,1145,-0.11
46,0,21878,Mark Wilson,67.35,757,1124,-0.11
47,0,20859,Anders Hansen,67.34,367,545,-0.13
48,0,02036,Jim Rutledge,67.27,518,770,-0.06
49,0,23349,Charles Warren,67.16,947,1410,-0.20
50,0,01941,Tom Pernice Jr.,67.03,862,1286,-0.15
51,0,20634,Peter Lonard,67.02,756,1128,-0.13
52,0,08123,Jeff Brehaut,66.85,494,739,-0.13
53,0,20160,Charlie Wi,66.83,820,1227,-0.18
54,0,27963,Chris Stroud,66.74,580,869,-0.15
55,0,25190,Jeff Quinney,66.64,867,1301,-0.15
56,0,20498,Briny Baird,66.30,1027,1549,-0.16
57,0,25892,Steve Wheatcroft,66.29,639,964,-0.13
58,0,22378,Trevor Immelman,66.27,501,756,-0.13
58,0,20645,John Senden,66.27,825,1245,-0.13
60,0,20382,Stephen Leaney,66.22,737,1113,-0.15
61,0,01320,Bob Estes,66.18,777,1174,-0.16
62,0,07547,Craig Kanada,66.13,951,1438,-0.12
62,0,10423,Mike Weir,66.13,619,936,-0.13
64,0,23108,Matt Kuchar,66.09,731,1106,-0.17
65,0,01724,Jeff Maggert,65.91,729,1106,-0.14
66,0,21646,David Branshaw,65.74,760,1156,-0.11
66,0,20105,Jeff Gove,65.74,944,1436,-0.14
68,0,11032,Frank Lickliter II,65.70,835,1271,-0.12
69,0,23788,D.J. Trahan,65.68,888,1352,-0.12
