RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,23933,Michael Boyd,18.15,145,799,+1.17
2,0,19972,José Coceres,18.34,113,616,+2.57
3,0,01132,Mark Brooks,18.60,122,656,+2.87
4,0,02036,Jim Rutledge,18.96,146,770,+1.58
5,0,22806,Doug LaBelle II,19.05,266,1396,+2.26
6,0,21753,Brian Davis,19.10,259,1356,+1.00
7,0,07363,Craig Bowden,19.11,203,1062,+0.69
8,0,01035,Tommy Armour III,19.42,209,1076,+1.39
9,0,06621,Joe Durant,19.67,213,1083,+1.41
10,0,19846,Brian Gay,20.01,288,1439,+1.63
11,0,01157,Tom Byrum,20.12,129,641,+2.25
11,0,22295,Darron Stiles,20.12,166,825,+2.05
13,0,02239,Scott Verplank,20.24,184,909,+1.58
14,0,01381,Fred Funk,20.38,151,741,+2.91
15,0,01313,Steve Elkington,20.40,224,1098,+1.34
16,0,22293,Heath Slocum,20.50,277,1351,+0.72
17,0,24457,Jaco Van Zyl,20.58,141,685,+1.99
18,0,24024,Zach Johnson,20.59,175,850,+2.11
18,0,01766,Billy Mayfair,20.59,258,1253,+1.40
20,0,08931,Glen Day,20.64,233,1129,+1.42
21,0,02214,Kirk Triplett,20.65,216,1046,+2.59
22,0,10809,Jim Furyk,20.84,199,955,+0.70
23,0,12652,Cameron Beckman,21.09,271,1285,+0.92
24,0,01142,Bart Bryant,21.18,237,1119,+1.52
25,0,20127,Chris Riley,21.33,164,769,+1.40
26,0,20623,Gavin Coles,21.35,247,1157,+1.46
27,0,27060,John Mallinger,21.41,286,1336,+1.47
28,0,08075,Jerry Kelly,21.43,249,1162,+1.20
28,0,10425,Jay Williamson,21.43,150,700,+1.33
30,0,01388,Robert Gamez,21.50,252,1172,+1.83
31,0,25892,Steve Wheatcroft,21.58,208,964,+1.35
32,0,10733,Kent Jones,21.71,294,1354,+1.97
33,0,06515,Shaun Micheel,21.77,231,1061,+1.30
33,0,23349,Charles Warren,21.77,307,1410,+1.66
35,0,01928,Corey Pavin,21.84,235,1076,+1.70
36,0,10117,Bob Heintz,21.94,247,1126,+0.97
37,0,02246,Duffy Waldorf,21.96,206,938,+1.21
38,0,19803,Ryan Armour,21.97,316,1438,+1.74
39,0,02101,Joey Sindelar,22.17,225,1015,+0.93
40,0,10860,Justin Leonard,22.23,277,1246,+1.95
41,0,20859,Anders Hansen,22.39,122,545,+2.13
42,0,21646,David Branshaw,22.49,260,1156,+1.88
43,0,01797,Rocco Mediate,22.50,223,991,+1.75
44,0,20104,Ken Duke,22.56,328,1454,-0.15
45,0,08123,Jeff Brehaut,22.60,167,739,+1.08
46,0,06643,Paul Goydos,22.62,166,734,+2.59
47,0,01677,Tom Lehman,22.64,170,751,+1.59
48,0,21806,Paul Gow,22.67,209,922,+1.39
49,0,01941,Tom Pernice Jr.,22.71,292,1286,+1.30
50,0,20498,Briny Baird,22.72,352,1549,+1.28
51,0,12195,Tom Johnson,22.75,228,1002,+1.67
52,0,24781,Hunter Mahan,22.87,252,1102,+1.83
53,0,11032,Frank Lickliter II,22.97,292,1271,+1.20
54,0,20472,Alex Cejka,23.00,250,1087,+0.76
55,0,23135,Tim Clark,23.01,173,752,+0.92
56,0,20574,Mathew Goggin,23.17,300,1295,+1.20
57,0,20634,Peter Lonard,23.23,262,1128,+1.07
58,0,22892,Jason Gore,23.25,279,1200,+1.22
58,0,27963,Chris Stroud,23.25,202,869,+1.68
60,0,23108,Matt Kuchar,23.33,258,1106,+1.51
61,0,26596,Ryan Moore,23.42,274,1170,+0.77
62,0,12714,Chris Tidland,23.47,180,767,+0.72
63,0,21878,Mark Wilson,23.58,265,1124,+1.85
64,0,10423,Mike Weir,23.61,221,936,+1.63
65,0,20691,Greg Owen,23.65,262,1108,+1.45
66,0,20160,Charlie Wi,23.72,291,1227,+1.00
67,0,25900,Lucas Glover,23.77,276,1161,+1.09
68,0,06197,Michael Allen,23.79,232,975,+1.85
69,0,21959,Ted Purdy,23.85,320,1342,+1.72
70,0,07547,Craig Kanada,23.92,344,1438,+1.54
71,0,25190,Jeff Quinney,23.98,312,1301,+2.18
72,0,21470,Daisuke Maruyama,24.02,275,1145,+2.00
73,0,20105,Jeff Gove,24.03,345,1436,+1.45
74,0,26420,Richard Johnson,24.33,308,1266,+1.85
75,0,24924,Bill Haas,24.34,302,1241,+0.96
76,0,27702,Matt Hendrix,24.44,208,851,+2.12
76,0,20382,Stephen Leaney,24.44,272,1113,+1.14
76,0,10213,Dicky Pride,24.44,229,937,+2.10
79,0,23788,D.J. Trahan,24.48,331,1352,+1.09
80,0,20645,John Senden,24.50,305,1245,+0.46
81,0,12602,Dean Wilson,24.52,281,1146,+1.25
82,0,08375,Paul Stankowski,24.55,164,668,+1.22
83,0,01161,Mark Calcavecchia,24.68,272,1102,+1.40
84,0,22621,Ben Curtis,24.71,237,959,+2.83
85,0,26951,Johnson Wagner,24.74,328,1326,+1.55
86,0,08881,Tripp Isenhour,24.80,277,1117,+1.95
87,0,01320,Bob Estes,24.87,292,1174,+1.30
88,0,24138,Ian Poulter,24.88,153,615,+0.33
89,0,26881,Jarrod Lyle,25.02,255,1019,+0.94
90,0,12660,Jesper Parnevik,25.04,293,1170,-0.07
91,0,06004,Stephen Ames,25.06,222,886,+1.44
91,0,24140,Sean O'Hair,25.06,309,1233,+0.58
93,0,21949,Joe Ogilvie,25.11,335,1334,+0.87
94,0,01724,Jeff Maggert,25.14,278,1106,+1.37
95,0,23614,Rich Beem,25.16,271,1077,+1.29
96,0,24290,D.J. Brigman,25.21,208,825,+2.31
96,0,21660,Jason Schultz,25.21,208,825,+1.44
98,0,22913,John Rollins,25.22,314,1245,+1.24
99,0,23983,Luke Donald,25.23,188,745,+1.81
100,0,20433,Mark Hensby,25.36,279,1100,+1.61
101,0,24925,Jonathan Byrd,25.51,238,933,+1.89
102,0,19824,Craig Barlow,25.52,185,725,+0.97
103,0,25396,Kevin Na,25.53,300,1175,+1.10
104,0,01577,Lee Janzen,25.66,215,838,+1.91
105,0,22212,Craig Lile,25.69,270,1051,+1.74
106,0,06595,Kevin Sutherland,25.79,277,1074,+1.12
107,0,07457,Steve Flesch,25.88,347,1341,+1.21
108,0,01945,Kenny Perry,25.89,284,1097,+0.92
109,0,22405,Justin Rose,25.96,156,601,+1.92
109,0,02206,David Toms,25.96,230,886,+1.22
111,0,23623,Bo Van Pelt,25.97,369,1421,+0.49
112,0,24507,Jason Bohn,25.98,206,793,+1.80
113,0,26289,Boo Weekley,26.05,309,1186,+1.65
114,0,01707,Steve Lowery,26.08,271,1039,+1.33
115,0,07867,Woody Austin,26.19,325,1241,+1.20
116,0,23718,Nathan Green,26.22,339,1293,+0.83
117,0,29476,Kyle Reifers,26.27,254,967,+1.61
118,0,12680,Shigeki Maruyama,26.29,305,1160,+1.80
119,0,26360,Bubba Dickerson,26.41,173,655,+1.97
120,0,27095,Nick Watney,26.45,291,1100,+1.13
121,0,24490,George McNeill,26.47,320,1209,+0.81
122,0,01473,Todd Hamilton,26.52,244,920,+1.72
123,0,07223,Brian Bateman,26.56,175,659,+1.60
123,0,23325,Vaughn Taylor,26.56,285,1073,+1.51
125,0,12782,Tim Herron,26.61,319,1199,+1.35
126,0,26679,Kevin Stadler,26.64,324,1216,+0.99
127,0,21633,Steve Allan,26.67,219,821,+0.41
128,0,23353,J.J. Henry,26.69,265,993,+1.21
128,0,20572,Rod Pampling,26.69,285,1068,+1.16
130,0,28475,Jeff Overton,26.70,216,809,-0.14
131,0,28158,Steve Marino,26.71,374,1400,+0.64
132,0,23638,Brendon de Jonge,26.77,269,1005,+1.75
133,0,25686,Jason Dufner,26.79,359,1340,+1.20
134,0,28486,Michael Putnam,26.85,323,1203,+1.42
135,0,24361,Pat Perez,26.87,262,975,+1.41
136,0,02104,Jeff Sluman,27.11,180,664,+2.17
137,0,26882,Michael Sim,27.12,198,730,+1.72
138,0,21731,Freddie Jacobson,27.13,267,984,+0.64
139,0,12510,Chad Campbell,27.17,297,1093,+2.46
139,0,01948,Tim Petrovic,27.17,394,1450,+1.19
141,0,06251,Chris DiMarco,27.18,246,905,+1.59
142,0,08537,J.P. Hayes,27.20,337,1239,+1.22
143,0,23613,Rich Barcelo,27.25,297,1090,+1.14
143,0,22378,Trevor Immelman,27.25,206,756,+1.89
145,0,23497,Tag Ridings,27.26,190,697,+0.05
146,0,27933,John Merrick,27.29,336,1231,+0.80
147,0,29718,Anthony Kim,27.35,323,1181,+0.96
148,0,24357,K.J. Choi,27.39,272,993,+1.07
149,0,02223,Bob Tway,27.43,364,1327,+0.85
150,0,27649,Brandt Snedeker,27.47,356,1296,+1.04
151,0,06034,Marco Dawson,27.55,273,991,+0.70
152,0,20098,Stuart Appleby,27.66,229,828,+1.48
153,0,20378,Mathias Grönberg,27.77,368,1325,+1.09
154,0,12705,Cliff Kresge,27.80,415,1493,+1.37
155,0,24912,Will MacKenzie,27.99,375,1340,+1.44
156,0,27120,Troy Matteson,28.03,317,1131,+1.42
157,0,22348,Nick O'Hern,28.06,220,784,+1.41
158,0,27141,J.B. Holmes,28.16,272,966,+0.70
159,0,12716,Charley Hoffman,28.23,358,1268,+0.89
160,0,01024,Billy Andrade,28.27,346,1224,+1.42
161,0,06527,Steve Stricker,28.31,261,922,+1.19
162,0,24449,Parker McLachlin,28.33,313,1105,+1.50
163,0,21805,Harrison Frazar,28.48,327,1148,+1.22
164,0,23048,Eric Axley,28.54,411,1440,+1.53
165,0,21350,Ryuji Imada,28.64,384,1341,+0.96
166,0,25345,Carl Pettersson,28.95,398,1375,+0.88
167,0,06567,Vijay Singh,29.01,349,1203,+0.49
168,0,20850,Daniel Chopra,29.13,423,1452,+0.09
169,0,24980,Scott Gutschewski,29.17,257,881,+1.40
170,0,25273,Andrew Buckle,29.33,300,1023,+1.33
171,0,01810,Phil Mickelson,29.37,242,824,+0.79
172,0,20628,Arron Oberholser,29.48,222,753,+0.59
173,0,23320,Ryan Palmer,29.49,366,1241,+1.48
