RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
174,0,23322,Brett Wetterich,29.69,312,1051,+0.90
175,0,25804,Bubba Watson,29.71,306,1030,+0.10
176,0,10885,Robert Allenby,29.78,338,1135,+1.04
177,0,23800,Bryce Molder,30.16,228,756,+1.97
178,0,23621,Rory Sabbatini,30.29,285,941,+0.28
179,0,24502,Adam Scott,30.39,231,760,+1.08
180,0,11123,Chris Couch,30.41,323,1062,+0.99
181,0,27770,Camilo Villegas,30.43,304,999,+0.86
182,0,20229,Stewart Cink,30.69,318,1036,+0.66
183,0,20766,Padraig Harrington,31.00,208,671,+0.05
184,0,24358,Robert Garrigus,31.55,419,1328,+0.21
185,0,01706,Davis Love III,31.57,244,773,+0.94
186,0,08793,Tiger Woods,31.98,197,616,-0.36
187,0,22371,Aaron Baddeley,32.25,308,955,+1.49
188,0,22046,Geoff Ogilvy,32.67,294,900,+0.58
189,0,07749,Brett Quigley,32.72,302,923,+1.39
190,0,21209,Sergio Garcia,33.08,258,780,+0.70
191,0,06522,Ernie Els,33.44,206,616,+0.29
192,0,06373,José María Olazábal,33.63,188,559,+1.22
193,0,21961,Charles Howell III,35.09,352,1003,+1.08
194,0,21528,Henrik Stenson,35.12,177,504,+1.81
195,0,20157,Retief Goosen,36.76,175,476,+1.77
196,0,01249,John Daly,38.22,284,743,+0.92
