RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,08793,Tiger Woods,3.61,352,974
2,0,21209,Sergio Garcia,3.55,190,535
3,0,01329,Brad Faxon,3.50,389,1113
4,0,01810,Phil Mickelson,3.47,323,931
5,0,01706,Davis Love III,3.43,375,1093
5,0,23621,Rory Sabbatini,3.43,323,943
7,0,10585,Scott McCarron,3.38,377,1117
7,0,12660,Jesper Parnevik,3.38,257,760
9,0,08375,Paul Stankowski,3.36,298,886
10,0,20094,Jonathan Kaye,3.30,438,1327
10,0,06613,Tommy Tolles,3.30,219,664
12,0,01042,Paul Azinger,3.29,263,800
12,0,09011,David Duval,3.29,263,799
12,0,12823,Carlos Franco,3.29,315,958
15,0,01024,Billy Andrade,3.25,315,968
16,0,01161,Mark Calcavecchia,3.24,354,1092
16,0,01968,Nick Price,3.24,238,734
18,0,20593,Greg Chalmers,3.22,367,1138
18,0,01619,Skip Kendall,3.22,438,1360
18,0,01707,Steve Lowery,3.22,410,1274
21,0,01553,John Huston,3.21,300,935
22,0,06004,Stephen Ames,3.20,372,1161
22,0,07457,Steve Flesch,3.20,477,1490
24,0,08993,Franklin Langham,3.19,353,1105
24,0,02131,Mike Springer,3.19,292,916
24,0,02245,Grant Waite,3.19,336,1054
27,0,08931,Glen Day,3.18,349,1096
27,0,10423,Mike Weir,3.18,361,1134
29,0,19881,Robert Damron,3.17,330,1042
29,0,06617,Brian Henninger,3.17,334,1055
31,0,06522,Ernie Els,3.15,241,766
32,0,01226,Fred Couples,3.14,265,845
33,0,02214,Kirk Triplett,3.12,364,1167
34,0,10885,Robert Allenby,3.11,339,1090
34,0,20098,Stuart Appleby,3.11,282,908
34,0,01249,John Daly,3.11,240,771
34,0,20127,Chris Riley,3.11,341,1095
34,0,02206,David Toms,3.11,412,1326
39,0,21007,Gabriel Hjertstedt,3.10,296,955
39,0,11032,Frank Lickliter II,3.10,387,1249
41,0,01098,Jay Don Blake,3.09,333,1077
41,0,01945,Kenny Perry,3.09,304,983
41,0,06567,Vijay Singh,3.09,348,1126
41,0,10425,Jay Williamson,3.09,372,1202
45,0,06643,Paul Goydos,3.08,342,1112
45,0,01527,Scott Hoch,3.08,397,1289
47,0,06062,Charles Raulerson,3.07,337,1097
48,0,01191,Barry Cheesman,3.06,333,1088
48,0,02104,Jeff Sluman,3.06,400,1306
48,0,02170,Hal Sutton,3.06,334,1092
51,0,06809,Bob Burns,3.05,318,1041
51,0,01577,Lee Janzen,3.05,328,1075
51,0,01941,Tom Pernice Jr.,3.05,336,1100
54,0,12782,Tim Herron,3.04,337,1107
54,0,01887,Mark O'Meara,3.04,163,536
54,0,02010,Loren Roberts,3.04,297,977
54,0,02239,Scott Verplank,3.04,396,1303
58,0,01685,J.L. Lewis,3.03,380,1254
58,0,07753,Kevin Wentworth,3.03,264,870
60,0,08537,J.P. Hayes,3.02,315,1044
60,0,06090,Jim McGovern,3.02,187,620
60,0,02133,Craig Stadler,3.02,235,779
63,0,06251,Chris DiMarco,3.01,420,1396
63,0,21949,Joe Ogilvie,3.01,319,1060
65,0,06036,Scott Dunlap,3.00,389,1298
65,0,12645,Brent Geiberger,3.00,273,909
65,0,20095,Carl Paulson,3.00,376,1253
65,0,06431,Jean Van de Velde,3.00,220,734
69,0,01072,Chip Beck,2.99,156,521
69,0,10809,Jim Furyk,2.99,333,1114
69,0,19846,Brian Gay,2.99,345,1154
72,0,20229,Stewart Cink,2.98,337,1132
72,0,01323,Brad Fabel,2.98,289,969
72,0,21805,Harrison Frazar,2.98,248,831
72,0,06088,Steve Gotsche,2.98,312,1046
72,0,01599,Steve Jones,2.98,222,746
77,0,07867,Woody Austin,2.97,359,1207
77,0,23125,Brad Elder,2.97,389,1311
77,0,01320,Bob Estes,2.97,197,663
80,0,01175,Jim Carter,2.96,308,1039
80,0,01185,Brandel Chamblee,2.96,258,873
80,0,10860,Justin Leonard,2.96,321,1086
80,0,01928,Corey Pavin,2.96,223,754
80,0,06581,David Sutherland,2.96,375,1269
85,0,01132,Mark Brooks,2.95,291,986
85,0,12388,Michael Clark II,2.95,275,932
85,0,12680,Shigeki Maruyama,2.95,277,938
85,0,01823,Larry Mize,2.95,236,800
