RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
56,0,01201,Lennie Clements,16.10,255,1584
56,0,01823,Larry Mize,16.10,200,1242
58,0,01920,Craig Parry,16.12,206,1278
59,0,01943,Chris Perry,16.14,308,1908
60,0,02170,Hal Sutton,16.15,279,1728
61,0,01487,Jeff Hart,16.17,230,1422
62,0,20099,Doug Barron,16.18,300,1854
62,0,02245,Grant Waite,16.18,297,1836
64,0,01334,Keith Fergus,16.19,169,1044
65,0,01633,Tom Kite,16.22,216,1332
66,0,10585,Scott McCarron,16.26,237,1458
67,0,01761,Len Mattiace,16.30,314,1926
68,0,01035,Tommy Armour III,16.31,276,1692
68,0,06522,Ernie Els,16.31,182,1116
68,0,02159,Curtis Strange,16.31,185,1134
71,0,06621,Joe Durant,16.33,288,1764
72,0,06044,Scott Gump,16.36,318,1944
73,0,06332,Neal Lancaster,16.39,298,1818
74,0,01975,Tom Purtzer,16.41,195,1188
74,0,02294,Willie Wood,16.41,254,1548
76,0,01682,Wayne Levi,16.42,198,1206
77,0,01006,John Adams,16.46,240,1458
78,0,02246,Duffy Waldorf,16.48,264,1602
79,0,02242,Lanny Wadkins,16.51,211,1278
80,0,01329,Brad Faxon,16.59,224,1350
81,0,01771,Blaine McCallister,16.60,254,1530
82,0,01093,Ronnie Black,16.67,252,1512
82,0,19881,Robert Damron,16.67,294,1764
82,0,06613,Tommy Tolles,16.67,267,1602
85,0,01014,Fulton Allem,16.76,187,1116
85,0,01313,Steve Elkington,16.76,187,1116
85,0,02239,Scott Verplank,16.76,187,1116
88,0,01475,Donnie Hammond,16.83,206,1224
89,0,01905,Joe Ozaki,16.84,200,1188
90,0,01510,Nolan Henke,16.87,249,1476
91,0,01599,Steve Jones,16.88,237,1404
91,0,02049,Gene Sauers,16.88,161,954
93,0,12663,Phil Tataurangi,16.89,231,1368
94,0,01408,Kelly Gibson,16.90,368,2178
95,0,01724,Jeff Maggert,16.91,283,1674
96,0,02206,David Toms,16.92,268,1584
97,0,10569,Mike Brisky,16.94,305,1800
98,0,01116,Michael Bradley,16.98,269,1584
99,0,01941,Tom Pernice Jr.,16.99,260,1530
100,0,11032,Frank Lickliter II,17.06,261,1530
101,0,02099,Scott Simpson,17.08,246,1440
102,0,01139,Olin Browne,17.11,311,1818
102,0,12782,Tim Herron,17.11,311,1818
102,0,08375,Paul Stankowski,17.11,311,1818
105,0,07003,David Berganio Jr.,17.14,256,1494
105,0,06567,Vijay Singh,17.14,256,1494
107,0,20098,Stuart Appleby,17.17,241,1404
108,0,10207,Jimmy Johnston,17.19,263,1530
108,0,10457,Frank Nobilo,17.19,198,1152
110,0,02101,Joey Sindelar,17.21,316,1836
111,0,12826,Paul Claxton,17.26,205,1188
112,0,01096,Phil Blackmar,17.27,286,1656
113,0,01945,Kenny Perry,17.28,252,1458
114,0,02007,Larry Rinker,17.29,305,1764
115,0,02135,Mike Standly,17.31,268,1548
116,0,01549,Mike Hulbert,17.35,306,1764
117,0,06575,Dudley Hart,17.37,247,1422
118,0,08385,Omar Uresti,17.38,316,1818
119,0,01766,Billy Mayfair,17.41,282,1620
120,0,01533,P.H. Horgan III,17.42,279,1602
121,0,08537,J.P. Hayes,17.49,299,1710
122,0,06315,Pete Jordan,17.55,319,1818
123,0,02023,Clarence Rose,17.57,291,1656
124,0,06124,Patrick Burke,17.61,206,1170
124,0,06132,Sonny Skinner,17.61,225,1278
126,0,01887,Mark O'Meara,17.68,245,1386
127,0,05466,Jack O'Keefe,17.70,239,1350
128,0,02008,Lee Rinker,17.72,303,1710
129,0,07749,Brett Quigley,17.77,355,1998
130,0,01132,Mark Brooks,17.85,286,1602
130,0,02218,Ted Tryba,17.85,331,1854
132,0,01307,Joel Edwards,17.87,296,1656
133,0,08339,Spike McRoy,17.89,219,1224
133,0,06577,John Wilson,17.89,293,1638
135,0,02256,Tom Watson,17.95,168,936
136,0,01185,Brandel Chamblee,18.00,256,1422
137,0,02267,D.A. Weibring,18.01,201,1116
138,0,01226,Fred Couples,18.03,185,1026
139,0,01261,Jay Delsing,18.06,273,1512
140,0,08265,Eric Johnson,18.14,271,1494
141,0,02321,Fuzzy Zoeller,18.16,170,936
142,0,07363,Craig Bowden,18.18,180,990
142,0,08075,Jerry Kelly,18.18,301,1656
144,0,01378,David Frost,18.20,226,1242
145,0,02292,Bob Wolcott,18.23,233,1278
146,0,01042,Paul Azinger,18.28,204,1116
147,0,10963,Jimmy Green,18.36,271,1476
148,0,01385,Jim Gallagher Jr.,18.39,288,1566
149,0,07101,Dave Stockton Jr.,18.46,329,1782
150,0,08931,Glen Day,18.50,273,1476
151,0,10962,Bradley Hughes,18.66,262,1404
152,0,01928,Corey Pavin,18.69,212,1134
152,0,02131,Mike Springer,18.69,222,1188
154,0,06012,Greg Kraft,18.70,350,1872
155,0,01011,Rafael Alarcon,18.71,266,1422
156,0,12387,Michael Christie,18.77,321,1710
157,0,01553,John Huston,18.81,254,1350
158,0,01326,Nick Faldo,18.82,166,882
159,0,02279,Mark Wiebe,18.83,261,1386
160,0,06090,Jim McGovern,18.85,302,1602
161,0,10213,Dicky Pride,18.93,259,1368
162,0,21007,Gabriel Hjertstedt,18.98,246,1296
163,0,10505,Shane Bertsch,19.01,284,1494
164,0,02226,Tray Tyner,19.07,254,1332
165,0,01388,Robert Gamez,19.17,283,1476
166,0,01133,Billy Ray Brown,19.21,242,1260
166,0,06527,Steve Stricker,19.21,204,1062
168,0,06036,Scott Dunlap,19.50,323,1656
169,0,01040,Emlyn Aubrey,19.52,253,1296
170,0,08547,John Maginnes,19.64,357,1818
171,0,02100,Tim Simpson,19.75,224,1134
172,0,01489,Steve Hart,19.81,246,1242
173,0,10875,Todd Demsey,19.82,264,1332
174,0,06034,Marco Dawson,19.87,304,1530
175,0,01444,Ken Green,20.02,191,954
176,0,01346,Ed Fiori,20.11,181,900
177,0,07465,Hideki Kase,20.26,310,1530
178,0,10837,Kevin Burton,20.27,270,1332
179,0,07087,Hugh Royer III,20.28,303,1494
180,0,07867,Woody Austin,20.37,319,1566
180,0,07547,Craig Kanada,20.37,198,972
182,0,06214,Guy Boros,20.53,292,1422
183,0,02225,Howard Twitty,20.60,178,864
184,0,01249,John Daly,20.78,187,900
184,0,02115,Taylor Smith,20.78,303,1458
186,0,08553,Lee Porter,20.85,304,1458
187,0,01864,Larry Nelson,20.88,203,972
188,0,01717,Sandy Lyle,20.90,237,1134
189,0,02166,Chip Sullivan,21.07,292,1386
190,0,01288,Ed Dougherty,21.28,249,1170
191,0,06144,John Dowdall,21.77,239,1098
192,0,20158,Anthony Rodriguez,22.50,247,1098
193,0,06515,Shaun Micheel,22.96,219,954
194,0,01072,Chip Beck,23.00,294,1278
195,0,02095,Larry Silveira,23.07,245,1062
