RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
62,0,23638,Brendon de Jonge,52.71,68,129,+37.00
63,0,25818,Scott Piercy,52.63,80,152,+41.00
64,0,24494,Erik Compton,52.59,61,116,+38.00
65,0,24781,Hunter Mahan,52.58,51,97,+35.00
66,0,32150,Michael Thompson,52.44,43,82,+27.00
67,0,25720,Chad Collins,52.42,65,124,+51.00
68,0,24846,Ricky Barnes,52.38,77,147,+43.00
69,0,29461,Jamie Lovemark,52.23,82,157,+43.00
69,0,33448,Justin Thomas,52.23,82,157,+48.00
71,0,32102,Rickie Fowler,52.03,64,123,+35.00
72,0,36689,Brooks Koepka,51.75,59,114,+39.00
73,0,33418,Shawn Stefani,51.49,69,134,+40.00
74,0,35545,Blayne Barber,51.46,53,103,+38.00
75,0,33461,Morgan Hoffmann,51.43,54,105,+39.00
76,0,27974,Sung Kang,51.41,73,142,+38.00
77,0,34466,Peter Malnati,51.39,74,144,+54.00
78,0,26331,Charl Schwartzel,51.16,66,129,+36.00
79,0,30711,Colt Knost,51.06,72,141,+66.00
80,0,24502,Adam Scott,50.94,54,106,+29.00
81,0,27936,Martin Laird,50.91,56,110,+27.00
82,0,26596,Ryan Moore,50.83,61,120,+44.00
83,0,37455,Si Woo Kim,50.79,96,189,+49.00
84,0,26300,Matt Jones,50.75,68,134,+37.00
85,0,32200,Roberto Castro,50.67,76,150,+44.00
86,0,35539,Luke Guthrie,50.65,39,77,+24.00
87,0,25364,Paul Casey,50.44,57,113,+33.00
88,0,23325,Vaughn Taylor,50.42,60,119,+44.00
89,0,21961,Charles Howell III,50.41,62,123,+42.00
90,0,24924,Bill Haas,50.35,72,143,+44.00
91,0,29479,Scott Brown,50.00,83,166,+66.00
91,0,35532,Tom Hoge,50.00,53,106,+35.00
91,0,33122,Russell Knox,50.00,66,132,+44.00
91,0,30163,Henrik Norlander,50.00,47,94,+34.00
95,0,28158,Steve Marino,49.56,56,113,+36.00
96,0,29420,Billy Horschel,49.55,55,111,+30.00
97,0,24490,George McNeill,49.47,47,95,+39.00
98,0,29974,Branden Grace,49.45,45,91,+35.00
99,0,34099,Harris English,49.32,73,148,+59.00
100,0,34264,Hudson Swafford,49.09,81,165,+55.00
101,0,25572,Graeme McDowell,49.04,51,104,+35.00
102,0,20572,Rod Pampling,48.91,45,92,+29.00
103,0,31323,Gary Woodland,48.85,64,131,+41.00
104,0,30944,Jason Kokrak,48.70,56,115,+39.00
105,0,29720,Andres Gonzales,48.65,54,111,+49.00
106,0,23621,Rory Sabbatini,48.60,52,107,+47.00
107,0,33419,Cameron Tringale,48.57,68,140,+46.00
108,0,37273,Derek Ernst,48.42,46,95,+33.00
109,0,40058,Zac Blair,48.37,89,184,+74.00
109,0,31557,Jim Herman,48.37,74,153,+60.00
111,0,20645,John Senden,48.15,65,135,+55.00
112,0,12716,Charley Hoffman,47.97,71,148,+44.00
113,0,29223,Sam Saunders,47.93,58,121,+32.00
114,0,35879,Kelly Kraft,47.92,46,96,+26.00
115,0,31202,William McGirt,47.85,89,186,+55.00
116,0,31646,Emiliano Grillo,47.74,74,155,+46.00
117,0,23353,J.J. Henry,47.73,42,88,+28.00
118,0,29268,Bronson Burgoon,47.71,52,109,+32.00
119,0,28237,Rory McIlroy,47.52,48,101,+34.00
120,0,25804,Bubba Watson,47.32,53,112,+39.00
121,0,33204,Shane Lowry,47.19,42,89,+33.00
122,0,34563,Chesson Hadley,47.14,66,140,+54.00
123,0,32618,Rhein Gibson,46.97,31,66,+25.00
124,0,29222,Billy Hurley III,46.88,45,96,+40.00
125,0,25632,Jimmy Walker,46.76,65,139,+44.00
126,0,45526,Abraham Ancer,46.75,36,77,+37.00
127,0,29725,Tony Finau,46.43,78,168,+52.00
127,0,27064,Jhonattan Vegas,46.43,65,140,+31.00
129,0,24912,Will MacKenzie,46.40,58,125,+46.00
130,0,27466,Spencer Levin,46.36,70,151,+51.00
131,0,31416,Derek Fathauer,46.07,82,178,+73.00
132,0,23320,Ryan Palmer,45.98,80,174,+47.00
133,0,34409,David Lingmerth,45.97,57,124,+57.00
133,0,26951,Johnson Wagner,45.97,57,124,+47.00
135,0,10809,Jim Furyk,45.95,34,74,+31.00
136,0,34431,Robert Streb,45.93,62,135,+51.00
137,0,40026,Daniel Berger,45.86,72,157,+36.00
137,0,25396,Kevin Na,45.86,72,157,+66.00
139,0,27942,Rob Oppenheim,45.61,52,114,+49.00
140,0,22046,Geoff Ogilvy,45.54,46,101,+43.00
141,0,27770,Camilo Villegas,45.32,63,139,+59.00
142,0,35300,Andrew Loupe,45.30,53,117,+37.00
143,0,25686,Jason Dufner,45.28,72,159,+66.00
144,0,30925,Dustin Johnson,45.24,57,126,+46.00
145,0,25493,Nick Taylor,45.19,61,135,+46.00
146,0,32757,Patton Kizzire,44.96,58,129,+48.00
147,0,32366,Kevin Chappell,44.94,71,158,+47.00
148,0,20104,Ken Duke,44.72,55,123,+46.00
149,0,25198,Francesco Molinari,44.68,42,94,+35.00
150,0,25834,Daniel Summerhays,44.51,81,182,+68.00
151,0,33410,Andrew Landry,44.44,36,81,+34.00
152,0,29478,Kevin Kisner,44.30,66,149,+55.00
153,0,27436,Graham DeLaet,44.26,54,122,+46.00
154,0,24461,Thomas Aiken,44.05,37,84,+30.00
155,0,20229,Stewart Cink,43.82,39,89,+33.00
156,0,28475,Jeff Overton,43.70,52,119,+48.00
157,0,35732,Wes Roach,43.68,38,87,+45.00
158,0,31420,Anirban Lahiri,43.55,54,124,+45.00
159,0,25892,Steve Wheatcroft,43.38,59,136,+64.00
160,0,37189,Harold Varner III,43.08,56,130,+48.00
161,0,25240,D.A. Points,43.04,34,79,+28.00
162,0,06567,Vijay Singh,42.97,55,128,+51.00
163,0,20848,Ángel Cabrera,42.86,42,98,+48.00
163,0,34265,Will Wilcox,42.86,54,126,+56.00
165,0,22892,Jason Gore,42.61,49,115,+53.00
166,0,25900,Lucas Glover,42.59,46,108,+43.00
167,0,26289,Boo Weekley,42.52,54,127,+50.00
168,0,28092,D.H. Lee,42.42,42,99,+49.00
169,0,24507,Jason Bohn,42.15,51,121,+57.00
169,0,36699,Patrick Rodgers,42.15,51,121,+46.00
171,0,37454,Whee Kim,41.98,55,131,+49.00
172,0,06522,Ernie Els,41.86,54,129,+43.00
173,0,30110,Kyle Stanley,41.73,58,139,+46.00
174,0,33413,Ben Martin,41.67,55,132,+59.00
175,0,29485,Brett Stegmaier,41.18,42,102,+46.00
176,0,33141,Keegan Bradley,40.98,50,122,+44.00
177,0,32448,James Hahn,40.97,59,144,+69.00
178,0,27963,Chris Stroud,40.94,61,149,+64.00
179,0,20691,Greg Owen,40.48,51,126,+47.00
180,0,27214,Kevin Streelman,40.27,60,149,+66.00
181,0,35451,Scott Pinckney,39.84,49,123,+55.00
182,0,24358,Robert Garrigus,39.53,34,86,+44.00
183,0,33667,Carlos Ortiz,38.53,42,109,+50.00
184,0,30692,Scott Stallings,38.52,47,122,+50.00
185,0,28114,Dawie van der Walt,38.20,34,89,+42.00
