RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23325,Vaughn Taylor,35.71,220,616,-0.009
2,0,40058,Zac Blair,34.86,244,700,-0.053
3,0,19803,Ryan Armour,34.60,218,630,+0.005
4,0,26758,David Hearn,34.33,173,504,-0.133
5,0,31560,Brian Stuard,34.26,307,896,-0.059
6,0,30927,Brendon Todd,33.59,354,1054,-0.056
7,1,22371,Aaron Baddeley,32.05,166,518,E
8,1,25572,Graeme McDowell,31.61,165,522,+0.042
9,1,25349,Tim Wilkinson,31.47,141,448,-0.078
10,1,24138,Ian Poulter,31.02,165,532,-0.018
11,2,10809,Jim Furyk,30.36,153,504,-0.052
12,2,24024,Zach Johnson,29.89,226,756,-0.040
13,3,27963,Chris Stroud,29.56,149,504,-0.007
14,3,30110,Kyle Stanley,29.24,176,602,E
15,3,34256,Andrew Putnam,29.02,130,448,-0.008
16,3,36801,Mark Hubbard,28.86,295,1022,-0.034
17,3,33413,Ben Martin,28.57,88,308,-0.023
18,3,27649,Brandt Snedeker,28.43,199,700,+0.015
19,3,35732,Wes Roach,28.25,87,308,+0.069
20,3,23108,Matt Kuchar,28.12,194,690,-0.057
21,3,45609,Tyler Duncan,28.05,276,984,-0.018
22,3,25686,Jason Dufner,27.81,218,784,+0.009
22,3,32150,Michael Thompson,27.81,218,784,-0.037
24,3,19846,Brian Gay,27.57,193,700,+0.088
25,3,26476,Chez Reavie,27.56,221,802,-0.018
26,3,31557,Jim Herman,27.19,199,732,+0.020
27,3,27942,Rob Oppenheim,27.14,171,630,+0.053
28,3,34098,Russell Henley,26.97,219,812,E
29,3,23621,Rory Sabbatini,26.86,188,700,+0.011
30,3,33404,Chris Baker,26.62,123,462,+0.089
31,3,28679,Fabián Gómez,26.56,145,546,+0.041
32,3,29908,C.T. Pan,26.25,158,602,-0.051
33,3,47993,Denny McCarthy,26.15,238,910,+0.059
34,3,33410,Andrew Landry,25.77,202,784,-0.089
35,3,26596,Ryan Moore,25.63,122,476,-0.082
36,3,23788,D.J. Trahan,25.54,118,462,+0.076
37,5,21407,Arjun Atwal,25.36,71,280,E
38,5,29479,Scott Brown,25.29,177,700,+0.011
39,5,34021,Bud Cauley,25.25,205,812,+0.088
40,5,49298,Kramer Hickok,25.20,127,504,+0.055
41,5,23623,Bo Van Pelt,25.12,109,434,+0.174
42,5,35532,Tom Hoge,25.00,231,924,-0.004
43,5,29535,Brice Garnett,24.92,157,630,-0.019
44,-4,29221,Webb Simpson,24.65,176,714,-0.148
45,4,30163,Henrik Norlander,24.62,193,784,-0.083
46,4,27556,Ted Potter Jr.,24.58,117,476,+0.051
47,4,40009,Dominic Bozzelli,24.11,81,336,+0.333
47,4,34431,Robert Streb,24.11,108,448,+0.167
49,4,52375,Doug Ghim,23.98,94,392,+0.043
50,4,39953,Chase Seiffert,23.61,119,504,+0.134
51,4,27330,Josh Teater,23.54,89,378,+0.034
52,4,34466,Peter Malnati,23.40,154,658,+0.013
53,4,35449,Adam Long,23.35,233,998,-0.021
54,4,36871,Matthew NeSmith,23.28,176,756,+0.068
55,4,32640,Troy Merritt,23.12,178,770,-0.028
56,4,32757,Patton Kizzire,23.10,152,658,+0.079
57,21,25396,Kevin Na,22.89,190,830,-0.026
58,3,53165,Doc Redman,22.76,223,980,-0.090
59,3,27214,Kevin Streelman,22.31,178,798,+0.129
60,3,33490,Bo Hoag,22.30,153,686,+0.033
61,3,28775,Nate Lashley,22.24,141,634,-0.021
62,3,32618,Rhein Gibson,22.06,105,476,E
63,5,48119,Ben Taylor,21.94,86,392,-0.023
64,5,22056,Cameron Percy,21.86,101,462,-0.079
65,1,29478,Kevin Kisner,21.83,172,788,-0.047
66,4,26499,Rafa Cabrera Bello,21.79,119,546,+0.042
67,4,49766,Hank Lebioda,21.78,125,574,+0.080
68,4,34563,Chesson Hadley,21.74,140,644,-0.057
69,4,33120,Mark Anderson,21.62,112,518,+0.125
70,4,24924,Bill Haas,21.43,102,476,E
70,4,31420,Anirban Lahiri,21.43,69,322,+0.058
72,4,48045,Michael Gellerman,21.19,89,420,+0.067
73,4,46435,Austin Cook,21.13,142,672,-0.007
74,5,33486,Roger Sloan,21.05,112,532,+0.018
75,5,33122,Russell Knox,20.99,144,686,+0.104
75,5,49771,J.T. Poston,20.99,186,886,-0.070
77,5,27644,Brian Harman,20.93,208,994,+0.029
78,5,29970,Dylan Frittelli,20.92,200,956,-0.040
79,5,34076,Joel Dahmen,20.86,184,882,E
80,5,50525,Collin Morikawa,20.64,206,998,-0.102
81,5,20229,Stewart Cink,20.63,130,630,+0.008
82,6,34255,Joseph Bramlett,20.51,112,546,+0.116
83,6,28252,Seamus Power,20.41,60,294,-0.050
84,6,29420,Billy Horschel,20.22,167,826,+0.072
85,2,35506,Mackenzie Hughes,20.16,175,868,+0.029
86,9,26851,Marc Leishman,20.05,146,728,+0.123
87,4,40098,Matt Fitzpatrick,19.97,123,616,+0.049
87,4,47128,Richy Werenski,19.97,137,686,+0.088
89,5,46402,Talor Gooch,19.81,208,1050,+0.014
90,15,45526,Abraham Ancer,19.52,153,784,+0.078
91,5,25632,Jimmy Walker,19.51,112,574,+0.080
92,5,27095,Nick Watney,19.44,98,504,+0.061
93,5,33399,Adam Hadwin,19.31,146,756,-0.075
94,5,24361,Pat Perez,19.29,108,560,+0.093
95,6,46442,Maverick McNealy,19.21,156,812,+0.115
96,6,32366,Kevin Chappell,19.20,86,448,+0.047
97,6,37275,Sam Ryder,19.01,149,784,-0.013
98,6,25900,Lucas Glover,19.00,133,700,+0.075
99,1,34360,Patrick Reed,18.82,172,914,-0.023
100,6,30692,Scott Stallings,18.73,139,742,E
101,6,32791,K.H. Lee,18.65,141,756,+0.085
101,6,33204,Shane Lowry,18.65,94,504,-0.117
103,6,28307,Matt Every,18.64,107,574,+0.103
