RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25572,Graeme McDowell,15.12,13,86,-0.46
2,0,33413,Ben Martin,13.89,10,72,E
3,0,31560,Brian Stuard,12.99,20,154,+0.05
4,0,30927,Brendon Todd,12.21,21,172,+0.19
5,0,26758,David Hearn,11.76,12,102,-0.25
6,0,19803,Ryan Armour,11.21,13,116,-0.23
7,1,25349,Tim Wilkinson,10.87,10,92,-0.10
8,1,26476,Chez Reavie,10.77,14,130,-0.71
9,1,40058,Zac Blair,10.61,14,132,+0.07
10,1,23621,Rory Sabbatini,10.34,12,116,-0.25
11,-4,25396,Kevin Na,10.32,13,126,+0.08
12,0,34256,Andrew Putnam,10.29,7,68,+0.14
13,0,10809,Jim Furyk,10.26,8,78,-0.50
14,0,27942,Rob Oppenheim,9.84,12,122,-0.42
15,1,23108,Matt Kuchar,8.93,10,112,E
16,2,28775,Nate Lashley,8.51,8,94,+0.13
17,2,30110,Kyle Stanley,8.49,9,106,-0.44
17,2,23325,Vaughn Taylor,8.49,9,106,-0.33
19,2,39953,Chase Seiffert,8.33,9,108,-0.56
20,2,34431,Robert Streb,8.00,8,100,-0.25
21,2,29479,Scott Brown,7.81,10,128,-0.20
22,2,52375,Doug Ghim,7.50,6,80,+0.33
23,2,22371,Aaron Baddeley,7.45,7,94,-0.57
23,2,24361,Pat Perez,7.45,7,94,-0.29
25,3,29908,C.T. Pan,7.29,7,96,E
26,3,49298,Kramer Hickok,7.14,7,98,E
27,3,32448,James Hahn,6.94,5,72,+0.20
28,3,30163,Henrik Norlander,6.76,10,148,+0.10
29,3,24024,Zach Johnson,6.56,8,122,E
30,4,21407,Arjun Atwal,6.45,4,62,+0.50
30,4,32150,Michael Thompson,6.45,8,124,E
32,5,28679,Fabián Gómez,6.36,7,110,E
33,5,33410,Andrew Landry,6.35,8,126,+0.50
34,5,46441,Robby Shelton,6.34,9,142,E
