RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,01633,Tom Kite,23
2,0,01418,Bill Glasson,14
3,0,01701,Bob Lohr,13
3,0,02133,Craig Stadler,13
5,0,01326,Nick Faldo,12
6,0,01876,Greg Norman,11
6,0,02159,Curtis Strange,11
8,0,01599,Steve Jones,10
9,0,01666,Bernhard Langer,9
10,0,01435,Wayne Grady,8
10,0,01869,Jack Nicklaus,8
10,0,02100,Tim Simpson,8
10,0,02104,Jeff Sluman,8
10,0,02146,Payne Stewart,8
15,0,01823,Larry Mize,7
15,0,02241,Bobby Wadkins,7
17,0,01051,Seve Ballesteros,6
17,0,01129,Bill Britton,6
17,0,01203,Russ Cochran,6
17,0,01475,Donnie Hammond,6
17,0,01928,Corey Pavin,6
17,0,01941,Tom Pernice Jr.,6
17,0,01945,Kenny Perry,6
17,0,02010,Loren Roberts,6
25,0,01072,Chip Beck,5
25,0,01133,Billy Ray Brown,5
25,0,01284,Mike Donald,5
25,0,01320,Bob Estes,5
25,0,01355,Raymond Floyd,5
25,0,01559,Hale Irwin,5
25,0,01639,Kenny Knox,5
25,0,01943,Chris Perry,5
25,0,02101,Joey Sindelar,5
25,0,02300,Ian Woosnam,5
35,0,01030,Isao Aoki,4
35,0,01331,Rick Fehr,4
35,0,01457,Jay Haas,4
35,0,01887,Mark O'Meara,4
35,0,01992,Don Reese,4
35,0,01996,Mike Reid,4
35,0,02033,Dave Rummells,4
35,0,02180,Harry Taylor,4
35,0,02196,Robert Thompson,4
35,0,02271,Wayne Westner,4
45,0,01014,Fulton Allem,3
45,0,01042,Paul Azinger,3
45,0,01098,Jay Don Blake,3
45,0,01143,Brad Bryant,3
45,0,01261,Jay Delsing,3
45,0,01390,Buddy Gardner,3
45,0,01414,Bob Gilder,3
45,0,01569,Peter Jacobsen,3
45,0,01682,Wayne Levi,3
45,0,01706,Davis Love III,3
45,0,02049,Gene Sauers,3
45,0,02090,Tom Sieckmann,3
45,0,02094,Tony Sills,3
45,0,02223,Bob Tway,3
45,0,02242,Lanny Wadkins,3
45,0,02256,Tom Watson,3
45,0,02321,Fuzzy Zoeller,3
62,0,01024,Billy Andrade,2
62,0,01060,Dave Barr,2
62,0,01161,Mark Calcavecchia,2
62,0,01179,Antonio Cerda,2
62,0,01192,T.C. Chen,2
62,0,01196,Brian Claar,2
62,0,01198,Howard Clark,2
62,0,01226,Fred Couples,2
62,0,01249,John Daly,2
62,0,01378,David Frost,2
62,0,01381,Fred Funk,2
62,0,01443,Hubert Green,2
62,0,06284,Jim Hallet,2
62,0,01495,Morris Hatalsky,2
62,0,01522,Lon Hinkle,2
62,0,01549,Mike Hulbert,2
62,0,01725,John Mahaffey,2
62,0,01771,Blaine McCallister,2
62,0,01783,Mark McCumber,2
62,0,01790,Pat McGowan,2
62,0,01837,Gil Morgan,2
62,0,01926,Steve Pate,2
62,0,02067,Ted Schulz,2
62,0,02087,Don Shirey Jr.,2
62,0,02246,Duffy Waldorf,2
62,0,02279,Mark Wiebe,2
62,0,02303,Robert Wrenn,2
