RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,38.95,6673412,17132720
2,0,06567,Vijay Singh,30.58,7573907,24768720
3,0,01706,Davis Love III,28.26,6081896,21524720
4,0,10423,Mike Weir,24.78,4918909,19850720
5,0,06522,Ernie Els,20.57,3371237,16386720
6,0,10809,Jim Furyk,20.50,5182864,25278720
7,0,01945,Kenny Perry,18.35,4400122,23972720
8,0,20157,Retief Goosen,17.50,3166373,18096720
9,0,12510,Chad Campbell,16.12,3912063,24272720
10,0,02206,David Toms,15.46,3710904,24008720
11,0,01968,Nick Price,13.65,2271110,16638720
12,0,19825,Darren Clarke,12.98,2013931,15512720
13,0,24502,Adam Scott,12.69,1744236,13748720
14,0,02223,Bob Tway,11.83,2601600,21984000
15,0,10860,Justin Leonard,11.35,2450525,21582720
16,0,20766,Padraig Harrington,11.16,1239235,11102720
17,0,01457,Jay Haas,11.15,2563544,23000720
18,0,01329,Brad Faxon,10.87,2718445,24998720
19,0,01226,Fred Couples,10.82,1820494,16820720
20,0,21731,Freddie Jacobson,10.81,853592,7892720
21,0,20098,Stuart Appleby,10.74,2662537,24800720
22,0,20094,Jonathan Kaye,10.22,2474837,24218720
23,0,10944,Thomas Bjørn,10.13,650733,6422720
24,0,10885,Robert Allenby,9.81,2176452,22190720
25,0,02239,Scott Verplank,9.78,2306714,23576720
26,0,06251,Chris DiMarco,9.50,2350630,24738720
27,0,02214,Kirk Triplett,9.39,2001560,21318000
28,0,20382,Stephen Leaney,9.20,842360,9152720
29,0,21961,Charles Howell III,9.18,2568954,27978720
30,0,12782,Tim Herron,9.01,2176389,24162000
31,0,01797,Rocco Mediate,8.57,1832656,21394000
32,0,20127,Chris Riley,8.35,2178133,26070720
33,0,01553,John Huston,8.15,1565118,19194000
34,0,20498,Briny Baird,8.10,2202518,27198000
35,0,01320,Bob Estes,8.05,1824414,22650720
36,0,08075,Jerry Kelly,7.93,2158341,27222720
37,0,07457,Steve Flesch,7.89,2269629,28754720
38,0,22621,Ben Curtis,7.87,1434910,18224720
38,0,01810,Phil Mickelson,7.87,1623137,20624720
40,0,06515,Shaun Micheel,7.69,1827000,23772000
41,0,01685,J.L. Lewis,7.63,2039259,26714720
42,0,01527,Scott Hoch,7.47,1198249,16038000
43,0,20229,Stewart Cink,7.45,1781885,23924720
44,0,01381,Fred Funk,7.30,2144652,29390720
45,0,02133,Craig Stadler,6.97,584830,8388000
46,0,24357,K.J. Choi,6.92,1999663,28878720
47,0,12680,Shigeki Maruyama,6.88,1669291,24258720
47,0,23621,Rory Sabbatini,6.88,1604700,23312720
49,0,22046,Geoff Ogilvy,6.71,1477246,22014000
50,0,22913,John Rollins,6.62,1612314,24348720
51,0,22405,Justin Rose,6.60,744528,11282720
52,0,01948,Tim Petrovic,6.52,1739348,26676000
53,0,01569,Peter Jacobsen,6.35,1162726,18312000
54,0,21753,Brian Davis,6.25,270111,4322720
55,0,23541,Ben Crane,6.21,1419069,22844720
56,0,22371,Aaron Baddeley,6.17,989168,16020000
57,0,07867,Woody Austin,6.14,1518706,24732000
58,0,24427,Chris Downes,6.09,32910,540000
59,0,02010,Loren Roberts,6.04,1297739,21496000
60,0,01388,Robert Gamez,5.99,1519803,25380000
61,0,02104,Jeff Sluman,5.86,1609748,27450720
62,0,02246,Duffy Waldorf,5.77,1206004,20912720
63,0,23135,Tim Clark,5.66,1253690,22152000
64,0,24925,Jonathan Byrd,5.62,1430538,25450000
65,0,20634,Peter Lonard,5.60,1323593,23648720
66,0,19906,Gary Evans,5.54,121412,2192720
67,0,11032,Frank Lickliter II,5.50,1340435,24390000
68,0,01677,Tom Lehman,5.46,1173237,21476720
69,0,01161,Mark Calcavecchia,5.40,1121069,20774720
70,0,10585,Scott McCarron,5.36,1250849,23348720
71,0,01035,Tommy Armour III,5.23,932984,17838000
72,0,01577,Lee Janzen,5.11,1132000,22172720
73,0,01361,Dan Forsman,5.08,1140209,22462000
74,0,22400,Hennie Otto,5.06,162592,3212720
74,0,20663,Brenden Pappas,5.06,1307808,25830000
76,0,01761,Len Mattiace,4.98,1221476,24540720
77,0,25364,Paul Casey,4.96,363450,7322720
78,0,10821,Toshi Izawa,4.84,296000,6120000
79,0,06621,Joe Durant,4.80,1119001,23324720
80,0,20585,Niclas Fasth,4.79,639982,13352720
81,0,06595,Kevin Sutherland,4.77,1092918,22912000
82,0,01364,Peter Fowler,4.70,52324,1112720
83,0,02170,Hal Sutton,4.68,939719,20090720
84,0,01941,Tom Pernice Jr.,4.66,1210541,25956000
85,0,20472,Alex Cejka,4.65,1182882,25416000
85,0,20572,Rod Pampling,4.65,1064974,22896000
87,0,23552,Hank Kuehne,4.57,872139,19080000
88,0,21633,Steve Allan,4.56,616325,13506000
89,0,25345,Carl Pettersson,4.55,977075,21480000
90,0,06004,Stephen Ames,4.47,1005959,22518000
91,0,10201,Matt Gogel,4.38,897410,20494000
92,0,12645,Brent Geiberger,4.32,588532,13626000
92,0,20548,Hidemichi Tanaka,4.32,1024678,23742000
94,0,01927,Dennis Paulson,4.28,452648,10566000
95,0,08375,Paul Stankowski,4.27,719435,16866000
96,0,23614,Rich Beem,4.23,1013950,23982720
97,0,01619,Skip Kendall,4.11,1022244,24854720
98,0,01203,Russ Cochran,3.96,103400,2610000
99,0,01326,Nick Faldo,3.93,283383,7202720
100,0,01707,Steve Lowery,3.87,932293,24090000
101,0,06573,Brandt Jobe,3.82,691603,18090000
102,0,01724,Jeff Maggert,3.76,747165,19890000
103,0,25732,S.K. Ho,3.71,41329,1112720
103,0,19983,Andy Oldcorn,3.71,41329,1112720
105,0,06643,Paul Goydos,3.70,734283,19872000
106,0,21805,Harrison Frazar,3.67,776876,21168000
107,0,19904,Paul Lawrie,3.64,255973,7022720
108,0,07749,Brett Quigley,3.60,786293,21816000
109,0,21209,Sergio Garcia,3.55,666386,18780720
110,0,23338,David Gossett,3.51,769839,21906000
111,0,20378,Mathias Grönberg,3.44,128013,3722720
112,0,12663,Phil Tataurangi,3.39,354083,10438000
113,0,20474,Phillip Price,3.29,280551,8522720
114,0,01766,Billy Mayfair,3.27,842185,25740000
115,0,22293,Heath Slocum,3.24,815811,25182000
116,0,06373,José María Olazábal,3.22,479155,14862720
117,0,20628,Arron Oberholser,3.19,619865,19422000
118,0,20763,Pierre Fulke,3.18,103045,3242720
119,0,08931,Glen Day,3.16,788557,24966000
120,0,22379,Mark Foster,3.15,68204,2162720
121,0,10733,Kent Jones,3.13,539737,17226000
122,0,23983,Luke Donald,3.12,705121,22632720
123,0,21407,Arjun Atwal,3.10,32500,1050000
124,0,01378,David Frost,2.98,583177,19584000
125,0,01666,Bernhard Langer,2.97,555981,18746720
126,0,20773,Taichi Teshima,2.96,31083,1050000
127,0,02101,Joey Sindelar,2.94,691328,23508000
128,0,12602,Dean Wilson,2.93,654345,22356000
129,0,12652,Cameron Beckman,2.91,608981,20898000
130,0,01938,David Peoples,2.89,674222,23292000
131,0,10213,Dicky Pride,2.84,483923,17010000
132,0,12454,Mario Tiziani,2.82,17780,630000
133,0,12705,Cliff Kresge,2.79,734667,26312720
134,0,20848,Ángel Cabrera,2.78,372252,13382720
135,0,08537,J.P. Hayes,2.77,585330,21106000
136,0,19824,Craig Barlow,2.76,638721,23166000
136,0,12823,Carlos Franco,2.76,672022,24336000
138,0,01723,Andrew Magee,2.73,578558,21222000
139,0,01024,Billy Andrade,2.71,659693,24336000
139,0,20473,Ignacio Garrido,2.71,133250,4922720
141,0,20719,Adam Mednick,2.68,29849,1112720
141,0,21592,Gary Murphy,2.68,29849,1112720
141,0,20480,Marco Ruiz,2.68,29849,1112720
144,0,01261,Jay Delsing,2.65,159653,6030000
145,0,23353,J.J. Henry,2.64,660341,25056000
146,0,24511,Thongchai Jaidee,2.61,27375,1050000
147,0,08123,Jeff Brehaut,2.58,650019,25236000
148,0,22378,Trevor Immelman,2.57,307150,11930720
149,0,26420,Richard Johnson,2.55,559021,21888000
149,0,02020,Eduardo Romero,2.55,308098,12092720
151,0,02002,John Riegger,2.54,318102,12546000
152,0,20121,Todd Fischer,2.48,621398,25056000
152,0,22548,Patrick Sheehan,2.48,618019,24876000
152,0,02256,Tom Watson,2.48,108017,4352720
152,0,10425,Jay Williamson,2.48,627131,25326000
156,0,01191,Barry Cheesman,2.44,32910,1350000
157,0,20029,Notah Begay III,2.42,565572,23328000
157,0,24138,Ian Poulter,2.42,103692,4292720
159,0,06034,Marco Dawson,2.39,601728,25146000
160,0,06581,David Sutherland,2.37,451441,19080000
161,0,06350,Bob May,2.36,134308,5688000
162,0,01157,Tom Byrum,2.31,590719,25538720
163,0,20645,John Senden,2.29,601670,26226000
164,0,19881,Robert Damron,2.24,580086,25866000
165,0,08725,Tom Gillis,2.23,432100,19368000
166,0,06064,Jeff Gallagher,2.22,163899,7380000
167,0,01418,Bill Glasson,2.21,193578,8766000
167,0,12662,Thomas Levet,2.21,470021,21272720
169,0,06214,Guy Boros,2.19,95612,4356000
170,0,24361,Pat Perez,2.16,578141,26766000
171,0,20608,David Howell,2.13,46071,2162720
172,0,08545,Glen Hnatiuk,2.12,488429,22986000
172,0,06332,Neal Lancaster,2.12,590627,27846000
174,0,12461,Paul McGinley,2.11,68329,3242720
174,0,12660,Jesper Parnevik,2.11,570586,27038720
176,0,20832,Raphael Jacquelin,2.07,44838,2162720
177,0,21878,Mark Wilson,2.06,482502,23436000
178,0,01142,Bart Bryant,1.99,78966,3960000
178,0,06575,Dudley Hart,1.99,381735,19148720
180,0,19972,José Coceres,1.95,337682,17294720
181,0,01473,Todd Hamilton,1.93,62600,3242720
181,0,08337,Mike Heinen,1.93,432417,22410000
181,0,08633,Per-Ulrik Johansson,1.93,484577,25146000
184,0,02106,Chris Smith,1.92,479523,24972720
185,0,12394,Tom Carter,1.90,105142,5526000
185,0,26950,John Morgan,1.90,422916,22248000
187,0,20218,Shingo Katayama,1.88,91499,4862720
188,0,20436,Garrett Willis,1.86,467212,25056000
189,0,06498,Matt Peterson,1.85,29961,1620000
190,0,01116,Michael Bradley,1.81,49500,2736000
191,0,07721,Pat Bates,1.78,496978,27900000
191,0,07707,Mike Small,1.78,14430,810000
193,0,01876,Greg Norman,1.76,119799,6800720
193,0,01887,Mark O'Meara,1.76,388348,22028720
195,0,06078,Esteban Toledo,1.75,487495,27846000
195,0,20396,Lee Westwood,1.75,136590,7802720
197,0,01139,Olin Browne,1.74,479591,27576000
197,0,21806,Paul Gow,1.74,264926,15246000
199,0,21739,Aaron Barber,1.72,425277,24768000
200,0,07941,Mike Grob,1.71,348976,20358000
200,0,08339,Spike McRoy,1.71,480772,28180000
202,0,20945,Markus Brier,1.69,18859,1112720
202,0,01928,Corey Pavin,1.69,358910,21218720
202,0,22540,Anthony Wall,1.69,18859,1112720
205,0,01926,Steve Pate,1.68,192518,11430000
206,0,19970,Robert Karlsson,1.64,52000,3180000
206,0,01920,Craig Parry,1.64,257281,15720720
208,0,01127,Danny Briggs,1.63,11712,720000
209,0,19846,Brian Gay,1.62,447647,27576000
210,0,24184,Alastair Forsyth,1.59,51430,3242720
210,0,02294,Willie Wood,1.59,118280,7416000
212,0,20593,Greg Chalmers,1.56,403254,25776000
212,0,21691,Robert-Jan Derksen,1.56,33750,2162720
214,0,10912,Craig Perks,1.54,368163,23892720
215,0,20573,Scott Laycock,1.51,300342,19872000
215,0,22295,Darron Stiles,1.51,346693,22986000
217,0,06090,Jim McGovern,1.50,115148,7686000
218,0,01886,Peter O'Malley,1.48,45300,3062720
219,0,11011,Mike Sposa,1.47,276447,18846000
