RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,20766,Padraig Harrington,$961235,1239235
2,0,23552,Hank Kuehne,$872139,872139
3,0,21731,Freddie Jacobson,$786771,853592
4,0,20382,Stephen Leaney,$723986,842361
5,0,22405,Justin Rose,$599874,744528
6,0,10944,Thomas Bjørn,$548412,650733
7,0,20585,Niclas Fasth,$481982,639982
8,0,01326,Nick Faldo,$262258,283383
9,0,21753,Brian Davis,$228611,270111
10,0,19904,Paul Lawrie,$225974,255974
11,0,20474,Phillip Price,$225926,280551
12,0,06064,Jeff Gallagher,$163900,163900
13,0,02020,Eduardo Romero,$156515,308098
14,0,25364,Paul Casey,$136700,363450
15,0,20378,Mathias Grönberg,$128013,128013
16,0,22378,Trevor Immelman,$126150,307150
17,0,19906,Gary Evans,$121413,121413
18,0,22400,Hennie Otto,$108093,162593
19,0,24781,Hunter Mahan,$106300,106300
20,0,20763,Pierre Fulke,$78420,103045
21,0,27095,Nick Watney,$73255,73255
22,0,10821,Toshi Izawa,$73000,296000
23,0,20396,Lee Westwood,$63590,136590
24,0,20218,Shingo Katayama,$61499,91499
25,0,01364,Peter Fowler,$52324,52324
26,0,08635,Colin Montgomerie,$50523,159606
27,0,22379,Mark Foster,$41330,68205
27,0,25732,S.K. Ho,$41330,41330
27,0,12461,Paul McGinley,$41330,68330
27,0,19983,Andy Oldcorn,$41330,41330
31,0,01473,Todd Hamilton,$36600,62600
32,0,19817,Michael Muehr,$35376,35376
33,0,01191,Barry Cheesman,$32910,32910
33,0,24427,Chris Downes,$32910,32910
35,0,08535,Gary Nicklaus,$32300,32300
36,0,22034,Yasuharu Imano,$31275,31275
37,0,24138,Ian Poulter,$30859,103692
38,0,06498,Matt Peterson,$29962,29962
39,0,20719,Adam Mednick,$29849,29849
39,0,21592,Gary Murphy,$29849,29849
39,0,20480,Marco Ruiz,$29849,29849
42,0,19795,Kelly Mitchum,$20795,20795
43,0,20945,Markus Brier,$18859,18859
43,0,22540,Anthony Wall,$18859,18859
45,0,27120,Troy Matteson,$18135,18135
46,0,12454,Mario Tiziani,$17780,17780
47,0,20832,Raphael Jacquelin,$16214,44839
47,0,21099,David Lynn,$16214,16214
47,0,01796,Mark McNulty,$16214,16214
50,0,24184,Alastair Forsyth,$15181,51431
51,0,25190,Jeff Quinney,$14550,14550
52,0,07707,Mike Small,$14430,14430
53,0,11155,Katsuyoshi Tomori,$13988,13988
54,0,02300,Ian Woosnam,$13432,13432
55,0,23739,Ryan Dillon,$13334,13334
56,0,21836,Michael Flynn,$12600,12600
57,0,23349,Charles Warren,$11984,11984
58,0,01127,Danny Briggs,$11712,11712
59,0,25005,Mark Walker,$11536,11536
60,0,25041,Todd Rose,$11100,11100
61,0,01886,Peter O'Malley,$11050,45300
62,0,23091,Alan Morin,$10150,10150
63,0,25349,Tim Wilkinson,$9900,9900
64,0,20051,Joe Acosta Jr.,$9765,9765
65,0,02166,Chip Sullivan,$9675,9675
66,0,25572,Graeme McDowell,$9620,9620
67,0,24847,Michael Harris,$9450,9450
68,0,25052,Derek Gillespie,$8988,8988
68,0,25842,Jon Mills,$8988,8988
70,0,20433,Mark Hensby,$8880,8880
71,0,23821,Yusaku Miyazato,$8775,8775
72,0,12753,David Morland IV,$8022,8022
73,0,23788,D.J. Trahan,$7880,7880
74,0,06036,Scott Dunlap,$7600,7600
74,0,21350,Ryuji Imada,$7600,7600
76,0,20043,Edward Fryatt,$7280,7280
77,0,06315,Pete Jordan,$6720,6720
