RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,10,01935,Calvin Peete,82.63,585,708
2,14,01996,Mike Reid,78.86,828,1050
3,21,01306,David Edwards,78.24,985,1259
4,23,01690,Bruce Lietzke,76.23,789,1035
5,26,01326,Nick Faldo,76.11,650,854
6,26,02159,Curtis Strange,76.10,847,1113
7,26,01864,Larry Nelson,75.62,614,812
8,26,01014,Fulton Allem,75.50,906,1200
9,26,01877,Tim Norris,75.22,923,1227
10,26,01559,Hale Irwin,75.17,663,882
11,44,01633,Tom Kite,74.70,930,1245
12,47,01168,David Canipe,74.32,952,1281
13,47,01823,Larry Mize,74.19,986,1329
14,48,01725,John Mahaffey,74.08,1092,1474
15,48,02190,Doug Tewell,73.75,812,1101
16,48,02267,D.A. Weibring,73.35,790,1077
17,50,01157,Tom Byrum,73.18,1034,1413
18,51,02170,Hal Sutton,73.05,1022,1399
19,52,01928,Corey Pavin,72.35,1002,1385
20,52,01346,Ed Fiori,72.27,1011,1399
21,52,01435,Wayne Grady,71.95,826,1148
22,53,06284,Jim Hallet,71.47,1107,1549
23,83,02100,Tim Simpson,71.41,1084,1518
24,84,01049,Ian Baker-Finch,71.29,596,836
25,85,01701,Bob Lohr,71.26,962,1350
26,85,01569,Peter Jacobsen,71.07,855,1203
27,85,01876,Greg Norman,70.85,615,868
28,85,01378,David Frost,70.80,902,1274
29,85,01443,Hubert Green,70.72,732,1035
30,85,01766,Billy Mayfair,70.59,977,1384
31,85,02225,Howard Twitty,70.54,814,1154
32,85,01527,Scott Hoch,70.53,967,1371
33,85,02099,Scott Simpson,70.48,709,1006
34,85,01960,Don Pooley,70.46,749,1063
35,85,01042,Paul Azinger,70.41,916,1301
36,86,02010,Loren Roberts,70.32,1109,1577
37,87,02242,Lanny Wadkins,70.08,801,1143
38,87,01891,David Ogrin,70.07,941,1343
39,87,01133,Billy Ray Brown,69.91,897,1283
40,87,02133,Craig Stadler,69.79,781,1119
41,87,01736,Roger Maltbie,69.64,750,1077
41,87,02322,Richard Zokol,69.64,741,1064
43,91,01072,Chip Beck,69.57,759,1091
44,91,01390,Buddy Gardner,69.46,1076,1549
45,92,01682,Wayne Levi,69.39,832,1199
46,92,01355,Raymond Floyd,69.35,534,770
47,96,02186,Brian Tennyson,69.11,982,1421
48,97,02146,Payne Stewart,69.04,814,1179
49,97,01639,Kenny Knox,69.01,1051,1523
50,97,01783,Mark McCumber,68.91,656,952
51,98,01837,Gil Morgan,68.77,817,1188
