RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,12510,Chad Campbell,100.00,1,1
1,0,23135,Tim Clark,100.00,4,4
1,0,28500,Martin Flores,100.00,2,2
1,0,29740,Brad Fritsch,100.00,3,3
1,0,29222,Billy Hurley III,100.00,2,2
1,0,08075,Jerry Kelly,100.00,3,3
1,0,36689,Brooks Koepka,100.00,4,4
1,0,26956,Bronson La'Cassie,100.00,1,1
1,0,23320,Ryan Palmer,100.00,6,6
1,0,20645,John Senden,100.00,7,7
1,0,34264,Hudson Swafford,100.00,1,1
1,0,28132,Tyrone Van Aswegen,100.00,5,5
13,0,34046,Jordan Spieth,91.67,11,12
14,0,20157,Retief Goosen,90.00,9,10
15,0,28259,Sangmoon Bae,88.89,8,9
15,0,20593,Greg Chalmers,88.89,8,9
15,0,28780,Nicholas Thompson,88.89,8,9
18,0,25396,Kevin Na,85.71,6,7
19,0,30926,Chris Kirk,84.62,11,13
20,0,29479,Scott Brown,83.33,5,6
20,0,23800,Bryce Molder,83.33,5,6
20,0,26331,Charl Schwartzel,83.33,5,6
20,0,20160,Charlie Wi,83.33,5,6
24,0,22371,Aaron Baddeley,80.00,8,10
24,0,24507,Jason Bohn,80.00,4,5
24,0,32200,Roberto Castro,80.00,4,5
24,0,20229,Stewart Cink,80.00,4,5
24,0,27141,J.B. Holmes,80.00,4,5
24,0,33413,Ben Martin,80.00,4,5
24,0,22405,Justin Rose,80.00,4,5
24,0,06567,Vijay Singh,80.00,8,10
24,0,32150,Michael Thompson,80.00,4,5
33,0,26758,David Hearn,77.78,7,9
33,0,24024,Zach Johnson,77.78,7,9
33,0,34409,David Lingmerth,77.78,7,9
33,0,28486,Michael Putnam,77.78,7,9
37,0,29461,Jamie Lovemark,75.00,3,4
37,0,25572,Graeme McDowell,75.00,3,4
37,0,32640,Troy Merritt,75.00,3,4
37,0,27963,Chris Stroud,75.00,3,4
41,0,21961,Charles Howell III,72.73,8,11
41,0,29289,S.Y. Noh,72.73,8,11
43,0,30925,Dustin Johnson,71.43,5,7
43,0,27330,Josh Teater,71.43,5,7
45,0,25364,Paul Casey,70.00,7,10
45,0,23409,James Driscoll,70.00,7,10
45,0,30944,Jason Kokrak,70.00,7,10
48,0,32366,Kevin Chappell,69.23,9,13
48,0,24490,George McNeill,69.23,9,13
48,0,30110,Kyle Stanley,69.23,9,13
51,0,20498,Briny Baird,66.67,4,6
51,0,33141,Keegan Bradley,66.67,2,3
51,0,24357,K.J. Choi,66.67,6,9
51,0,24494,Erik Compton,66.67,4,6
51,0,23983,Luke Donald,66.67,6,9
51,0,25686,Jason Dufner,66.67,6,9
51,0,06522,Ernie Els,66.67,6,9
51,0,10809,Jim Furyk,66.67,6,9
51,0,32448,James Hahn,66.67,4,6
