RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,01235,Ben Crenshaw,14,1,1,1
2,0,01378,David Frost,12,3
3,0,01633,Tom Kite,11,1,2
3,0,02159,Curtis Strange,11,3,1,1
5,0,02099,Scott Simpson,10,2,1
6,0,01042,Paul Azinger,9,3,1
6,0,01161,Mark Calcavecchia,9,1,2,3
6,0,01226,Fred Couples,9,1
6,0,01823,Larry Mize,9,1,2
6,0,01876,Greg Norman,9,2,2
6,0,01958,Dan Pohl,9,1,2
12,0,01527,Scott Hoch,8,4
12,0,01960,Don Pooley,8,1,1
14,0,01072,Chip Beck,7,2,3
14,0,01666,Bernhard Langer,7,2,1
14,0,01864,Larry Nelson,7,2,1
14,0,01887,Mark O'Meara,7,2,1
14,0,01928,Corey Pavin,7,2
14,0,01968,Nick Price,7,1
14,0,02146,Payne Stewart,7,1,2,2
14,0,02223,Bob Tway,7,1
14,0,02241,Bobby Wadkins,7,1
23,0,01051,Seve Ballesteros,6,3,1
23,0,01135,Ken Brown,6,1
23,0,01219,John Cook,6,1
23,0,01549,Mike Hulbert,6,1,1
23,0,01725,John Mahaffey,6
23,0,01926,Steve Pate,6,1
23,0,01996,Mike Reid,6,1
23,0,02104,Jeff Sluman,6,2
23,0,02133,Craig Stadler,6,1
23,0,02170,Hal Sutton,6,3
23,0,02242,Lanny Wadkins,6,1,1,2
34,0,01156,Curt Byrum,5,1
34,0,01157,Tom Byrum,5,1
34,0,01457,Jay Haas,5,1
34,0,01475,Donnie Hammond,5
34,0,01682,Wayne Levi,5,2
34,0,01783,Mark McCumber,5,1,1
34,0,02049,Gene Sauers,5,1,1
34,0,02255,Denis Watson,5,1,1
34,0,02256,Tom Watson,5,1,1
34,0,02267,D.A. Weibring,5,1,1
34,0,02321,Fuzzy Zoeller,5,1,1
45,0,01418,Bill Glasson,4,2,1
45,0,01444,Ken Green,4,1
45,0,01468,Gary Hallberg,4,1
45,0,01706,Davis Love III,4,1,1
45,0,01717,Sandy Lyle,4,1
45,0,01846,Jodie Mudd,4,1
45,0,01884,Mac O'Grady,4,1,1
45,0,01943,Chris Perry,4,1
45,0,02023,Clarence Rose,4,1
45,0,02041,Bill Sander,4
45,0,02101,Joey Sindelar,4,1,1
45,0,02190,Doug Tewell,4,1
57,0,01093,Ronnie Black,3,1
57,0,01150,George Burns,3,1
57,0,01200,Keith Clearwater,3,2
57,0,01201,Lennie Clements,3
57,0,01203,Russ Cochran,3,1
57,0,01305,Danny Edwards,3,1,1
57,0,01306,David Edwards,3,1
57,0,01331,Rick Fehr,3,1
57,0,01390,Buddy Gardner,3,1
57,0,01495,Morris Hatalsky,3,1
57,0,01501,Vance Heafner,3
57,0,01557,John Inman,3,1
57,0,01701,Bob Lohr,3,1,1
57,0,01736,Roger Maltbie,3,1
57,0,01790,Pat McGowan,3
57,0,01837,Gil Morgan,3,1
57,0,01892,Aki Ohmachi,3
57,0,01964,Greg Powers,3
