RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,20098,Stuart Appleby,2.000,2,1
1,0,24399,Scott Gardiner,2.000,2,1
1,0,34261,Scott Langley,2.000,2,1
1,0,10860,Justin Leonard,2.000,2,1
1,0,21099,David Lynn,2.000,2,1
1,0,02206,David Toms,2.000,2,1
7,0,24846,Ricky Barnes,3.000,3,1
7,0,24227,Justin Bolli,3.000,3,1
7,0,29479,Scott Brown,3.000,3,1
7,0,12510,Chad Campbell,3.000,3,1
7,0,32200,Roberto Castro,3.000,3,1
7,0,34021,Bud Cauley,3.000,3,1
7,0,32366,Kevin Chappell,3.000,3,1
7,0,24357,K.J. Choi,3.000,3,1
7,0,28455,Will Claxton,3.000,3,1
7,0,23638,Brendon de Jonge,3.000,3,1
7,0,23409,James Driscoll,3.000,3,1
7,0,20104,Ken Duke,3.000,3,1
7,0,34099,Harris English,3.000,3,1
7,0,37273,Derek Ernst,3.000,3,1
7,0,01320,Bob Estes,3.000,3,1
7,0,28307,Matt Every,3.000,3,1
7,0,29740,Brad Fritsch,3.000,3,1
7,0,10809,Jim Furyk,3.000,3,1
7,0,32698,Bobby Gates,3.000,3,1
7,0,19846,Brian Gay,3.000,3,1
7,0,08725,Tom Gillis,3.000,3,1
7,0,32448,James Hahn,3.000,3,1
7,0,22792,Peter Hanson,3.000,3,1
7,0,27644,Brian Harman,3.000,3,1
7,0,23353,J.J. Henry,3.000,3,1
7,0,31557,Jim Herman,3.000,3,1
7,0,12782,Tim Herron,3.000,3,1
7,0,25444,Justin Hicks,3.000,3,1
7,0,12716,Charley Hoffman,3.000,3,1
7,0,33461,Morgan Hoffmann,3.000,3,1
7,0,29420,Billy Horschel,3.000,3,1
7,0,34174,John Huh,3.000,3,1
7,0,06573,Brandt Jobe,3.000,3,1
7,0,19970,Robert Karlsson,3.000,3,1
7,0,30711,Colt Knost,3.000,3,1
7,0,23108,Matt Kuchar,3.000,3,1
7,0,27936,Martin Laird,3.000,3,1
7,0,27503,Steve LeBrun,3.000,3,1
7,0,28092,D.H. Lee,3.000,3,1
7,0,35139,Richard Lee,3.000,3,1
7,0,27120,Troy Matteson,3.000,3,1
7,0,31202,William McGirt,3.000,3,1
7,0,28237,Rory McIlroy,3.000,3,1
7,0,27933,John Merrick,3.000,3,1
7,0,23800,Bryce Molder,3.000,3,1
7,0,29289,S.Y. Noh,3.000,3,1
7,0,30163,Henrik Norlander,3.000,3,1
7,0,28475,Jeff Overton,3.000,3,1
7,0,20572,Rod Pampling,3.000,3,1
7,0,20443,Jin Park,3.000,3,1
7,0,22056,Cameron Percy,3.000,3,1
7,0,25240,D.A. Points,3.000,3,1
7,0,24138,Ian Poulter,3.000,3,1
7,0,25336,Alistair Presnell,3.000,3,1
7,0,26476,Chez Reavie,3.000,3,1
7,0,34360,Patrick Reed,3.000,3,1
7,0,23497,Tag Ridings,3.000,3,1
7,0,34046,Jordan Spieth,3.000,3,1
7,0,30692,Scott Stallings,3.000,3,1
7,0,30110,Kyle Stanley,3.000,3,1
7,0,29518,Brendan Steele,3.000,3,1
7,0,22295,Darron Stiles,3.000,3,1
7,0,34431,Robert Streb,3.000,3,1
7,0,27963,Chris Stroud,3.000,3,1
7,0,25834,Daniel Summerhays,3.000,3,1
7,0,28780,Nicholas Thompson,3.000,3,1
7,0,23788,D.J. Trahan,3.000,3,1
7,0,33419,Cameron Tringale,3.000,3,1
7,0,26951,Johnson Wagner,3.000,3,1
7,0,25632,Jimmy Walker,3.000,3,1
7,0,28135,Aaron Watkins,3.000,3,1
7,0,20160,Charlie Wi,3.000,3,1
7,0,31323,Gary Woodland,3.000,3,1
80,0,10885,Robert Allenby,4.000,4,1
80,0,22371,Aaron Baddeley,4.000,4,1
80,0,32334,Charlie Beljan,4.000,4,1
80,0,24507,Jason Bohn,4.000,4,1
80,0,25274,Steven Bowditch,4.000,4,1
80,0,20593,Greg Chalmers,4.000,4,1
80,0,22621,Ben Curtis,4.000,4,1
80,0,21753,Brian Davis,4.000,4,1
80,0,28500,Martin Flores,4.000,4,1
80,0,30750,Tommy Gainey,4.000,4,1
80,0,20766,Padraig Harrington,4.000,4,1
80,0,21731,Freddie Jacobson,4.000,4,1
80,0,08075,Jerry Kelly,4.000,4,1
80,0,36884,Ben Kohles,4.000,4,1
80,0,30944,Jason Kokrak,4.000,4,1
80,0,34409,David Lingmerth,4.000,4,1
80,0,27129,Luke List,4.000,4,1
80,0,22961,David Mathis,4.000,4,1
80,0,33869,Eric Meierdierks,4.000,4,1
80,0,23320,Ryan Palmer,4.000,4,1
80,0,10213,Dicky Pride,4.000,4,1
80,0,25562,Andres Romero,4.000,4,1
80,0,33418,Shawn Stefani,4.000,4,1
80,0,23325,Vaughn Taylor,4.000,4,1
80,0,28310,Lee Williams,4.000,4,1
105,0,26331,Charl Schwartzel,5.000,5,1
