RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
80,0,34255,Joseph Bramlett,36' 6",36405.917,998,Under
80,0,32757,Patton Kizzire,36' 6",59012.417,1617,2 Under
80,0,33204,Shane Lowry,36' 6",40767.083,1118,1 Under
80,0,36871,Matthew NeSmith,36' 6",51969.583,1424,1 Under
84,0,29535,Brice Garnett,36' 7",44848.750,1225,1 Under
84,0,35310,Lanto Griffin,36' 7",52264.500,1428,1 Under
84,0,27644,Brian Harman,36' 7",55435.833,1516,1 Under
84,0,32839,Hideki Matsuyama,36' 7",54669.250,1493,1 Under
84,0,47347,Adam Schenk,36' 7",52382.917,1431,1 Under
84,0,30692,Scott Stallings,36' 7",44588.500,1218,1 Under
90,0,28679,Fabián Gómez,36' 8",22305.000,608,Over
90,0,36801,Mark Hubbard,36' 8",58213.750,1589,1 Under
90,0,29478,Kevin Kisner,36' 8",45056.083,1230,1 Under
90,0,36689,Brooks Koepka,36' 8",34052.333,929,1 Under
90,0,35230,Nelson Ledesma,36' 8",22865.417,624,Under
90,0,26329,Louis Oosthuizen,36' 8",39157.500,1068,1 Under
90,0,29908,C.T. Pan,36' 8",42579.917,1160,Under
97,0,35450,Patrick Cantlay,36' 9",44678.000,1216,2 Under
97,0,33597,Harry Higgs,36' 9",48748.583,1327,1 Under
97,0,48822,Sebastián Muñoz,36' 9",58416.833,1589,1 Under
100,0,32102,Rickie Fowler,36' 10",42215.917,1146,Under
100,0,35891,Cameron Smith,36' 10",45316.417,1231,1 Under
100,0,27064,Jhonattan Vegas,36' 10",44151.333,1198,1 Under
103,0,29479,Scott Brown,36' 11",42084.250,1139,Under
103,0,24024,Zach Johnson,36' 11",50096.167,1357,1 Under
103,0,32816,Satoshi Kodaira,36' 11",40830.917,1106,1 Under
103,0,30944,Jason Kokrak,36' 11",50064.250,1356,1 Under
103,0,48119,Ben Taylor,36' 11",20521.083,556,Under
108,0,45157,Cam Davis,37' 0",59316.417,1603,1 Under
108,0,29974,Branden Grace,37' 0",41442.583,1121,Under
108,0,37455,Si Woo Kim,37' 0",54521.333,1472,1 Under
108,0,25396,Kevin Na,37' 0",51416.333,1389,1 Under
108,0,24502,Adam Scott,37' 0",38912.333,1052,Under
108,0,25493,Nick Taylor,37' 0",54718.833,1480,1 Under
108,0,56278,Matthew Wolff,37' 0",33711.333,911,Under
115,0,27129,Luke List,37' 1",49578.250,1338,1 Under
115,0,27649,Brandt Snedeker,37' 1",47511.083,1282,1 Under
115,0,34264,Hudson Swafford,37' 1",43482.000,1172,Under
118,0,34174,John Huh,37' 2",33712.667,907,Under
118,0,46046,Scottie Scheffler,37' 2",55577.083,1497,2 Under
120,0,39971,Sungjae Im,37' 3",75061.833,2013,2 Under
120,0,35449,Adam Long,37' 3",47040.833,1262,Under
122,0,45609,Tyler Duncan,37' 4",50561.917,1354,Over
122,0,48081,Xander Schauffele,37' 4",41708.000,1118,1 Under
124,0,39975,Michael Kim,37' 5",36029.000,963,Over
124,0,26851,Marc Leishman,37' 5",41721.667,1116,1 Under
124,0,35104,Tom Lewis,37' 5",46532.750,1245,Under
124,0,28237,Rory McIlroy,37' 5",42122.250,1127,1 Under
124,0,31323,Gary Woodland,37' 5",38793.250,1036,Even
129,0,21209,Sergio Garcia,37' 6",45487.333,1214,1 Under
129,0,25818,Scott Piercy,37' 6",45363.500,1211,1 Under
129,0,34256,Andrew Putnam,37' 6",49531.250,1320,1 Under
129,0,49960,Sepp Straka,37' 6",51556.667,1374,1 Under
129,0,32254,Xinjun Zhang,37' 6",33395.417,890,Over
134,0,33948,Byeong Hun An,37' 7",46788.083,1245,Over
134,0,46402,Talor Gooch,37' 7",55572.917,1479,1 Under
134,0,32791,K.H. Lee,37' 7",62455.250,1660,1 Under
134,0,40042,Tyler McCumber,37' 7",36110.583,961,Over
138,0,56762,Will Gordon,37' 8",45304.083,1203,Under
138,0,30925,Dustin Johnson,37' 8",41575.417,1103,1 Under
138,0,23108,Matt Kuchar,37' 8",39740.250,1054,Under
138,0,45486,Joaquin Niemann,37' 8",59940.833,1591,2 Under
138,0,30927,Brendon Todd,37' 8",47541.667,1261,1 Under
143,0,34314,Sebastian Cappelen,37' 10",25518.417,675,Over
143,0,23621,Rory Sabbatini,37' 10",45141.000,1193,Under
145,0,32618,Rhein Gibson,37' 11",25589.750,675,Over
145,0,49298,Kramer Hickok,37' 11",37942.417,1000,Under
145,0,46441,Robby Shelton,37' 11",47628.833,1256,Under
145,0,47128,Richy Werenski,37' 11",55984.417,1478,Under
149,0,52372,Cameron Champ,38' 0",43927.917,1155,Under
149,0,34431,Robert Streb,38' 0",47372.833,1247,Under
149,0,32333,Kevin Tway,38' 0",34569.083,909,Under
152,0,24140,Sean O'Hair,38' 2",29815.167,782,Under
153,0,27554,Scott Harrington,38' 3",42998.333,1123,Under
154,0,19846,Brian Gay,38' 4",42113.500,1098,Over
154,0,49964,Aaron Wise,38' 4",47966.917,1250,1 Under
156,0,26499,Rafa Cabrera Bello,38' 5",41236.250,1074,Under
156,0,47959,Bryson DeChambeau,38' 5",46434.833,1210,2 Under
156,0,34099,Harris English,38' 5",53388.583,1390,1 Under
156,0,29970,Dylan Frittelli,38' 5",40921.583,1066,Under
156,0,33399,Adam Hadwin,38' 5",54201.250,1412,Under
161,0,26300,Matt Jones,38' 6",57372.333,1489,1 Under
161,0,47993,Denny McCarthy,38' 6",54925.333,1426,Under
163,0,32662,Michael Gligic,38' 7",41335.667,1071,Under
163,0,25804,Bubba Watson,38' 7",41260.583,1069,Under
165,0,46550,Brandon Hagy,38' 8",39925.750,1032,Under
165,0,35461,Beau Hossler,38' 8",48166.583,1246,1 Under
167,0,32070,Rafael Campos,38' 10",28287.750,729,Under
167,0,34360,Patrick Reed,38' 10",45546.083,1174,1 Under
167,0,26331,Charl Schwartzel,38' 10",52089.083,1340,1 Under
167,0,34046,Jordan Spieth,38' 10",51140.417,1316,1 Under
171,0,01810,Phil Mickelson,38' 11",41857.083,1076,Under
172,0,27141,J.B. Holmes,39' 1",30426.417,779,Over
172,0,39546,Keith Mitchell,39' 1",46726.833,1196,Under
174,0,27974,Sung Kang,39' 2",52334.333,1336,1 Over
174,0,23788,D.J. Trahan,39' 2",32198.000,822,Under
176,0,35506,Mackenzie Hughes,39' 3",53198.750,1355,Under
177,0,21961,Charles Howell III,39' 4",37201.667,945,1 Under
177,0,24138,Ian Poulter,39' 4",38606.167,981,Under
179,0,29420,Billy Horschel,39' 5",48486.250,1229,1 Under
180,0,35658,Kris Ventura,39' 6",36427.000,922,Over
180,0,20396,Lee Westwood,39' 6",35982.583,910,Under
182,0,32139,Danny Willett,39' 8",19831.917,500,Over
183,0,48887,Matt Wallace,39' 9",27043.750,680,Under
184,0,40098,Matt Fitzpatrick,39' 10",37456.417,941,1 Under
184,0,49771,J.T. Poston,39' 10",55774.500,1399,Under
186,0,28089,Jason Day,39' 11",39938.000,1001,1 Under
187,0,36699,Patrick Rodgers,40' 1",55664.333,1388,Under
188,0,27349,Alex Noren,40' 2",53055.917,1321,1 Under
188,0,51894,Vince Whaley,40' 2",41486.417,1032,Under
190,0,24924,Bill Haas,40' 3",22360.750,555,Under
191,0,28420,Ryan Brehm,40' 4",25273.583,626,Over
191,0,51766,Wyndham Clark,40' 4",50896.417,1262,Under
193,0,30911,Tommy Fleetwood,40' 7",34031.667,838,Under
193,0,25632,Jimmy Walker,40' 7",45515.833,1121,Over
195,0,24781,Hunter Mahan,41' 0",29711.917,724,Over
196,0,35617,Martin Trainer,42' 2",35750.833,848,Over
