RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,31646,Emiliano Grillo,32' 9",40347.667,1232,1 Under
1,0,23325,Vaughn Taylor,32' 9",35951.250,1099,1 Under
3,0,30110,Kyle Stanley,33' 1",43722.167,1322,1 Under
4,0,34098,Russell Henley,33' 5",46695.417,1396,1 Under
4,0,26476,Chez Reavie,33' 5",42247.167,1264,1 Under
6,0,48045,Michael Gellerman,33' 8",18620.667,553,Under
7,0,24357,K.J. Choi,33' 9",25893.250,768,Over
7,0,52375,Doug Ghim,33' 9",43329.000,1285,1 Under
7,0,50525,Collin Morikawa,33' 9",39755.333,1177,1 Under
7,0,22056,Cameron Percy,33' 9",36239.000,1074,1 Under
11,0,25364,Paul Casey,34' 0",35040.833,1030,1 Under
12,0,25686,Jason Dufner,34' 1",44942.000,1319,Under
13,0,33122,Russell Knox,34' 2",48813.250,1430,1 Under
13,0,31560,Brian Stuard,34' 2",53729.167,1571,1 Under
15,0,34076,Joel Dahmen,34' 5",40345.250,1171,1 Under
16,0,30926,Chris Kirk,34' 6",46147.167,1336,1 Under
17,0,33120,Mark Anderson,34' 7",20942.750,606,Under
18,0,19803,Ryan Armour,34' 8",41297.833,1191,1 Under
19,0,49766,Hank Lebioda,34' 10",33692.417,968,1 Under
20,0,45526,Abraham Ancer,34' 11",50590.750,1448,2 Under
20,0,39997,Corey Conners,34' 11",52334.833,1499,1 Under
20,0,12716,Charley Hoffman,34' 11",48987.500,1404,1 Under
20,0,27942,Rob Oppenheim,34' 11",34976.417,1001,1 Under
20,0,23320,Ryan Palmer,34' 11",41738.917,1194,1 Under
25,0,26758,David Hearn,35' 0",28612.000,817,Under
26,0,22371,Aaron Baddeley,35' 2",22602.083,642,Under
26,0,35532,Tom Hoge,35' 2",55149.583,1569,1 Under
26,0,27330,Josh Teater,35' 2",20665.167,587,Under
26,0,40006,Erik van Rooyen,35' 2",42414.333,1207,1 Under
30,0,40026,Daniel Berger,35' 3",46191.500,1309,2 Under
30,0,33410,Andrew Landry,35' 3",38424.500,1090,Under
30,0,33448,Justin Thomas,35' 3",42651.917,1210,1 Under
33,0,34363,Tyrrell Hatton,35' 4",29450.500,833,1 Under
33,0,27556,Ted Potter Jr.,35' 4",36328.583,1028,Over
35,0,33141,Keegan Bradley,35' 5",49318.000,1391,1 Under
35,0,29725,Tony Finau,35' 5",45225.500,1276,1 Under
35,0,32448,James Hahn,35' 5",38985.333,1101,1 Under
35,0,31557,Jim Herman,35' 5",37245.583,1052,Under
35,0,46717,Viktor Hovland,35' 5",43936.917,1242,1 Under
35,0,33667,Carlos Ortiz,35' 5",51979.583,1469,1 Under
35,0,29518,Brendan Steele,35' 5",42147.000,1190,Under
35,0,27214,Kevin Streelman,35' 5",53101.750,1498,1 Under
35,0,27095,Nick Watney,35' 5",26650.417,752,Over
44,0,27770,Camilo Villegas,35' 6",41136.083,1158,1 Under
45,0,37275,Sam Ryder,35' 7",43161.583,1212,Under
46,0,20229,Stewart Cink,35' 8",49666.417,1392,1 Under
46,0,31420,Anirban Lahiri,35' 8",34344.250,964,1 Under
46,0,33413,Ben Martin,35' 8",21557.250,604,Under
46,0,28252,Seamus Power,35' 8",26875.667,753,1 Under
46,0,37189,Harold Varner III,35' 8",50113.667,1405,1 Under
51,0,34466,Peter Malnati,35' 9",42002.500,1175,Under
51,0,22405,Justin Rose,35' 9",25966.667,726,Under
51,0,29221,Webb Simpson,35' 9",38732.917,1084,1 Under
54,0,33404,Chris Baker,35' 10",24417.917,681,Under
54,0,47504,Sam Burns,35' 10",46611.917,1302,1 Under
54,0,34563,Chesson Hadley,35' 10",37200.583,1039,Under
54,0,39953,Chase Seiffert,35' 10",35764.667,999,Under
58,0,39977,Max Homa,35' 11",42621.083,1187,1 Under
58,0,27936,Martin Laird,35' 11",44181.167,1230,1 Under
58,0,34213,Grayson Murray,35' 11",22963.333,639,Over
58,0,30163,Henrik Norlander,35' 11",47944.750,1334,1 Under
58,0,39324,J.J. Spaun,35' 11",33373.917,929,Under
63,0,23983,Luke Donald,36' 0",28755.833,799,Under
63,0,25900,Lucas Glover,36' 0",51610.250,1435,1 Under
63,0,33490,Bo Hoag,36' 0",48189.250,1340,1 Under
66,0,32640,Troy Merritt,36' 1",51557.667,1430,Under
66,0,53165,Doc Redman,36' 1",44482.167,1232,Under
68,0,46435,Austin Cook,36' 2",42020.417,1161,Under
68,0,33486,Roger Sloan,36' 2",39890.667,1104,1 Under
68,0,32150,Michael Thompson,36' 2",43670.083,1207,1 Under
68,0,33419,Cameron Tringale,36' 2",52771.000,1459,1 Under
68,0,23623,Bo Van Pelt,36' 2",35584.083,983,Under
73,0,47483,Will Zalatoris,36' 3",44134.000,1218,1 Under
74,0,29268,Bronson Burgoon,36' 4",36253.833,998,Under
74,0,28775,Nate Lashley,36' 4",38093.917,1048,Under
74,0,29926,Danny Lee,36' 4",36774.583,1012,Over
74,0,24361,Pat Perez,36' 4",50701.083,1395,1 Under
74,0,46970,Jon Rahm,36' 4",41587.083,1145,2 Under
79,0,46442,Maverick McNealy,36' 5",42373.917,1163,1 Under
