RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,02010,Loren Roberts,436.500
2,0,01928,Corey Pavin,404.167
3,0,01677,Tom Lehman,372.500
4,0,01810,Phil Mickelson,329.863
5,0,01783,Mark McCumber,264.166
6,0,01633,Tom Kite,248.250
7,0,01724,Jeff Maggert,231.893
8,0,01320,Bob Estes,231.667
9,0,01219,John Cook,228.500
10,0,02321,Fuzzy Zoeller,225.000
11,0,02131,Mike Springer,216.363
12,0,01527,Scott Hoch,199.125
13,0,01559,Hale Irwin,198.500
14,0,01707,Steve Lowery,190.000
15,0,01143,Brad Bryant,186.786
16,0,01418,Bill Glasson,186.309
17,0,01457,Jay Haas,180.000
18,0,01226,Fred Couples,177.500
19,0,01553,John Huston,175.529
20,0,02159,Curtis Strange,175.167
21,0,01823,Larry Mize,170.000
22,0,01945,Kenny Perry,165.000
23,0,01329,Brad Faxon,162.500
24,0,02133,Craig Stadler,150.000
25,0,02256,Tom Watson,144.000
26,0,01331,Rick Fehr,143.863
27,0,01235,Ben Crenshaw,133.286
28,0,01306,David Edwards,130.000
29,0,01161,Mark Calcavecchia,129.750
30,0,01690,Bruce Lietzke,126.667
31,0,06527,Steve Stricker,122.500
32,0,02170,Hal Sutton,120.500
33,0,01706,Davis Love III,120.000
33,0,02167,Mike Sullivan,120.000
35,0,01249,John Daly,117.500
35,0,06617,Brian Henninger,117.500
37,0,01388,Robert Gamez,113.125
38,0,01577,Lee Janzen,107.500
39,0,01024,Billy Andrade,105.000
40,0,01201,Lennie Clements,103.750
41,0,01132,Mark Brooks,103.500
41,0,01926,Steve Pate,103.500
43,0,06251,Chris DiMarco,100.000
44,0,08337,Mike Heinen,96.667
45,0,01771,Blaine McCallister,96.429
46,0,02214,Kirk Triplett,92.988
47,0,02104,Jeff Sluman,91.250
48,0,01203,Russ Cochran,90.000
49,0,01723,Andrew Magee,88.333
50,0,10213,Dicky Pride,85.000
51,0,06012,Greg Kraft,81.666
52,0,01510,Nolan Henke,76.250
53,0,06332,Neal Lancaster,75.000
53,0,06090,Jim McGovern,75.000
53,0,01815,Johnny Miller,75.000
53,0,07101,Dave Stockton Jr.,75.000
57,0,02267,D.A. Weibring,74.166
58,0,02049,Gene Sauers,72.500
58,0,02099,Scott Simpson,72.500
60,0,01098,Jay Don Blake,70.000
60,0,01475,Donnie Hammond,70.000
62,0,01266,Clark Dennis,67.500
63,0,07569,Mark Carnevale,65.000
64,0,02246,Duffy Waldorf,62.250
65,0,08931,Glen Day,61.666
66,0,01837,Gil Morgan,61.000
67,0,10860,Justin Leonard,60.000
68,0,06214,Guy Boros,59.643
69,0,08375,Paul Stankowski,57.500
70,0,02241,Bobby Wadkins,55.000
70,0,06577,John Wilson,55.000
72,0,01200,Keith Clearwater,52.500
73,0,01385,Jim Gallagher Jr.,47.333
74,0,01035,Tommy Armour III,45.000
74,0,01156,Curt Byrum,45.000
74,0,10809,Jim Furyk,45.000
74,0,01701,Bob Lohr,45.000
78,0,01072,Chip Beck,40.000
78,0,01185,Brandel Chamblee,40.000
78,0,01346,Ed Fiori,40.000
78,0,01550,Ed Humenik,40.000
78,0,01569,Peter Jacobsen,40.000
78,0,01891,David Ogrin,40.000
78,0,01960,Don Pooley,40.000
85,0,01549,Mike Hulbert,39.166
86,0,01196,Brian Claar,38.500
87,0,01381,Fred Funk,37.667
88,0,01284,Mike Donald,37.500
89,0,01975,Tom Purtzer,35.834
90,0,01157,Tom Byrum,35.000
90,0,06315,Pete Jordan,35.000
92,0,02201,Jim Thorpe,34.697
93,0,01607,Brian Kamm,33.125
94,0,01307,Joel Edwards,32.500
94,0,01414,Bob Gilder,32.500
94,0,01938,David Peoples,32.500
94,0,02101,Joey Sindelar,32.500
94,0,02218,Ted Tryba,32.500
99,0,02146,Payne Stewart,31.667
100,0,01116,Michael Bradley,31.625
101,0,06809,Bob Burns,30.648
102,0,01390,Buddy Gardner,30.000
102,0,06088,Steve Gotsche,30.000
102,0,01927,Dennis Paulson,30.000
102,0,02239,Scott Verplank,30.000
106,0,01468,Gary Hallberg,28.750
107,0,01374,Robin Freeman,27.667
108,0,06086,Russell Beiersdorf,27.500
109,0,01139,Olin Browne,25.000
110,0,06643,Paul Goydos,23.750
111,0,01408,Kelly Gibson,23.125
112,0,01006,John Adams,22.500
112,0,01197,Bobby Clampett,22.500
112,0,07235,John Morse,22.500
115,0,01887,Mark O'Meara,21.786
116,0,01682,Wayne Levi,21.268
117,0,06034,Marco Dawson,17.500
117,0,01261,Jay Delsing,17.500
117,0,06575,Dudley Hart,17.500
117,0,02303,Robert Wrenn,17.500
121,0,02190,Doug Tewell,16.833
122,0,01715,Mark Lye,15.000
123,0,06020,Steve Brodie,12.500
123,0,01755,Dick Mast,12.500
123,0,02225,Howard Twitty,12.500
126,0,02230,Stan Utley,10.000
127,0,06140,Sean Murphy,7.500
127,0,02111,Mike Smith,7.500
129,0,01971,Dillard Pruitt,5.649
130,0,01093,Ronnie Black,5.000
130,0,01355,Raymond Floyd,5.000
130,0,01560,David Ishii,5.000
130,0,01996,Mike Reid,5.000
134,0,01444,Ken Green,4.643
135,0,06006,JC Anderson,4.285
136,0,01748,Doug Martin,3.750
137,0,09011,David Duval,3.333
137,0,02095,Larry Silveira,3.333
137,0,06791,Mark Wurtz,3.333
140,0,01353,Bruce Fleisher,3.000
141,0,01533,P.H. Horgan III,1.666
141,0,01864,Larry Nelson,1.666
143,0,01766,Billy Mayfair,1.363
143,0,01797,Rocco Mediate,1.363
145,0,02100,Tim Simpson,.625
