RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,46970,Jon Rahm,75.98,155,49,-97,-5
2,0,35450,Patrick Cantlay,75.39,144,47,-98,-10
3,0,39546,Keith Mitchell,74.05,194,68,-108,-8
4,0,36689,Brooks Koepka,73.68,112,40,-65,+3
5,0,28237,Rory McIlroy,72.04,134,52,-94,-2
6,0,29725,Tony Finau,71.86,189,74,-113,-7
7,0,27064,Jhonattan Vegas,71.55,166,66,-98,-4
8,0,46601,Trey Mullinax,71.43,180,72,-118,+10
9,0,46717,Viktor Hovland,71.22,146,59,-75,+1
10,0,34255,Joseph Bramlett,70.77,184,76,-90,+11
11,0,26300,Matt Jones,70.24,144,61,-92,-4
12,0,29926,Danny Lee,69.86,102,44,-53,-1
13,0,39971,Sungjae Im,69.82,192,83,-123,-13
14,0,52372,Cameron Champ,69.79,134,58,-89,-4
15,0,57366,Cameron Young,69.67,170,74,-108,+5
16,0,32839,Hideki Matsuyama,69.33,156,69,-86,-9
16,0,34046,Jordan Spieth,69.33,165,73,-105,-11
18,0,46046,Scottie Scheffler,69.26,169,75,-113,-8
18,0,33448,Justin Thomas,69.26,160,71,-106,-13
20,0,48081,Xander Schauffele,68.95,151,68,-96,-6
21,0,39977,Max Homa,68.75,176,80,-116,-16
22,0,32448,James Hahn,68.72,156,71,-77,+2
23,0,54421,Garrick Higgo,68.12,94,44,-45,+9
24,0,27129,Luke List,67.89,167,79,-81,+2
25,0,30944,Jason Kokrak,67.48,139,67,-76,-12
26,0,40098,Matt Fitzpatrick,67.30,107,52,-77,-1
27,0,51634,Sahith Theegala,66.85,246,122,-141,-12
28,0,32791,K.H. Lee,66.77,209,104,-133,+9
29,0,37212,Paul Barjon,66.53,161,81,-93,+7
29,0,35461,Beau Hossler,66.53,159,80,-81,+8
31,0,45486,Joaquin Niemann,66.51,141,71,-96,-5
32,0,46550,Brandon Hagy,66.39,158,80,-88,+1
33,0,40250,Taylor Pendrith,66.36,142,72,-86,-3
34,0,47856,Seth Reeves,66.33,132,67,-66,+5
35,0,37455,Si Woo Kim,66.25,210,107,-126,+1
36,0,48699,Callum Tarren,65.66,130,68,-74,-10
37,0,12716,Charley Hoffman,65.37,151,80,-83,-1
38,0,39997,Corey Conners,65.32,162,86,-79,-15
39,0,39058,Lucas Herbert,65.28,94,50,-43,+7
40,0,33667,Carlos Ortiz,65.14,142,76,-69,+1
41,0,55708,Hayden Buckley,64.85,190,103,-103,+4
42,0,23320,Ryan Palmer,64.80,116,63,-62,+5
43,0,45157,Cam Davis,64.36,186,103,-118,-2
44,0,46442,Maverick McNealy,64.31,182,101,-125,-3
45,0,47995,Davis Riley,64.19,190,106,-104,-4
46,0,45526,Abraham Ancer,64.17,120,67,-54,-8
47,0,37189,Harold Varner III,64.11,134,75,-73,-2
48,0,32662,Michael Gligic,64.09,141,79,-94,-2
49,0,34264,Hudson Swafford,63.78,125,71,-68,-6
50,0,49964,Aaron Wise,63.45,184,106,-109,-10
51,0,47504,Sam Burns,63.32,164,95,-107,-17
52,0,48117,Kurt Kitayama,63.31,107,62,-57,+4
53,0,48822,Sebastián Muñoz,62.98,165,97,-92,-1
54,0,32757,Patton Kizzire,62.96,204,120,-111,-2
55,0,27139,David Skinns,62.87,127,75,-81,+11
56,0,49771,J.T. Poston,62.77,172,102,-111,-3
57,0,47483,Will Zalatoris,62.74,133,79,-76,-20
58,0,50095,Austin Smotherman,62.70,153,91,-83,E
59,0,45540,Jared Wolfe,62.64,114,68,-54,-2
60,0,28252,Seamus Power,62.56,142,85,-81,-12
61,0,49960,Sepp Straka,62.40,161,97,-89,+4
62,0,36699,Patrick Rodgers,62.36,164,99,-109,+2
62,0,35891,Cameron Smith,62.36,111,67,-87,-15
64,0,29518,Brendan Steele,62.34,144,87,-74,-5
65,0,29970,Dylan Frittelli,62.32,172,104,-85,+5
66,0,40006,Erik van Rooyen,62.26,99,60,-53,-15
67,0,46402,Talor Gooch,62.21,135,82,-93,-5
68,0,36801,Mark Hubbard,62.00,124,76,-86,-11
69,0,49947,Taylor Moore,61.95,184,113,-97,-5
70,0,26851,Marc Leishman,61.48,150,94,-98,-14
71,0,21961,Charles Howell III,61.26,117,74,-62,-9
72,0,32102,Rickie Fowler,61.03,119,76,-71,-1
73,0,24502,Adam Scott,60.94,142,91,-85,-20
74,0,47988,Nick Hardy,60.84,101,65,-63,+2
75,0,50525,Collin Morikawa,60.59,103,67,-63,-5
76,0,32333,Kevin Tway,60.32,149,98,-89,-5
77,0,31323,Gary Woodland,60.29,126,83,-79,+3
78,0,51766,Wyndham Clark,60.27,176,116,-100,+3
79,0,35617,Martin Trainer,60.17,139,92,-70,-3
80,0,33490,Bo Hoag,60.14,83,55,-48,-6
81,0,30911,Tommy Fleetwood,60.00,93,62,-54,-6
81,0,27349,Alex Noren,60.00,111,74,-61,-18
83,0,31646,Emiliano Grillo,59.93,166,111,-105,-10
83,0,36871,Matthew NeSmith,59.93,172,115,-88,-22
85,0,54628,Lee Hodges,59.68,185,125,-101,E
86,0,27974,Sung Kang,59.45,151,103,-73,+3
87,0,51997,Andrew Novak,59.35,127,87,-59,-2
88,0,29420,Billy Horschel,59.22,106,73,-73,-12
89,0,48887,Matt Wallace,59.09,117,81,-63,-6
90,0,52374,Brandon Wu,58.55,113,80,-70,-7
91,0,25198,Francesco Molinari,58.39,94,67,-47,+8
91,0,33419,Cameron Tringale,58.39,167,119,-102,-2
93,0,34431,Robert Streb,58.24,159,114,-87,-20
93,0,51894,Vince Whaley,58.24,152,109,-89,-10
95,0,56278,Matthew Wolff,58.22,85,61,-56,+20
96,0,35310,Lanto Griffin,58.18,160,115,-87,+3
97,0,29535,Brice Garnett,57.72,142,104,-83,+2
98,0,47347,Adam Schenk,57.69,165,121,-72,-6
99,0,30926,Chris Kirk,57.63,136,100,-81,-20
100,0,33597,Harry Higgs,57.60,144,106,-61,-7
101,0,25818,Scott Piercy,57.48,146,108,-84,-10
102,0,51890,Greyson Sigg,57.41,155,115,-81,-25
103,0,37275,Sam Ryder,57.34,164,122,-94,-12
104,0,47128,Richy Werenski,57.29,114,85,-52,+5
