RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
105,0,49298,Kramer Hickok,57.25,154,115,-84,-2
106,0,47529,Mito Pereira,57.19,159,119,-87,-19
107,0,30978,Kiradech Aphibarnrat,57.14,80,60,-37,-1
107,0,24925,Jonathan Byrd,57.14,92,69,-45,-3
109,0,53165,Doc Redman,57.09,141,106,-64,-12
110,0,36799,Stephan Jaeger,56.46,153,118,-100,-10
111,0,40115,Adam Svensson,56.23,176,137,-104,-11
112,0,30692,Scott Stallings,56.15,178,139,-97,-18
113,0,33141,Keegan Bradley,56.13,142,111,-80,-16
114,0,35532,Tom Hoge,56.07,157,123,-82,-14
115,0,34098,Russell Henley,55.90,128,101,-82,-11
116,0,28089,Jason Day,55.61,114,91,-73,-2
117,0,45609,Tyler Duncan,55.56,140,112,-78,-9
117,0,29221,Webb Simpson,55.56,105,84,-66,-12
119,0,10381,Curtis Thompson,55.36,93,75,-48,-1
120,0,46340,Alex Smalley,55.19,149,121,-81,-9
121,0,32816,Satoshi Kodaira,55.03,82,67,-45,-8
122,0,35506,Mackenzie Hughes,55.00,132,108,-74,+2
123,0,36852,Jim Knous,54.89,73,60,-45,+4
124,0,54783,Dylan Wu,54.79,103,85,-57,-4
125,0,25900,Lucas Glover,54.67,164,136,-73,-21
125,0,31420,Anirban Lahiri,54.67,123,102,-64,-8
127,0,34360,Patrick Reed,54.46,110,92,-43,-7
128,0,32139,Danny Willett,54.43,86,72,-50,-6
129,0,33486,Roger Sloan,54.39,130,109,-68,-11
130,0,32366,Kevin Chappell,54.17,91,77,-51,+2
131,0,27936,Martin Laird,54.15,124,105,-66,-8
132,0,27895,Jonas Blixt,53.94,89,76,-45,+5
133,0,28114,Dawie van der Walt,53.76,100,86,-49,+7
134,0,20229,Stewart Cink,53.75,129,111,-60,-3
135,0,40162,Justin Lower,53.69,109,94,-61,-12
136,0,24361,Pat Perez,53.49,115,100,-72,-11
137,0,25493,Nick Taylor,53.39,134,117,-67,-8
138,0,34563,Chesson Hadley,52.78,133,119,-68,-7
139,0,34466,Peter Malnati,52.77,181,162,-98,-17
140,0,39324,J.J. Spaun,52.75,144,129,-92,-12
140,0,27214,Kevin Streelman,52.75,163,146,-84,-22
142,0,49766,Hank Lebioda,52.67,138,124,-70,-18
143,0,34076,Joel Dahmen,52.55,144,130,-81,-14
144,0,51950,Max McGreevy,52.45,107,97,-42,+1
145,0,36326,David Lipsky,52.24,140,128,-85,-22
146,0,23621,Rory Sabbatini,52.20,95,87,-57,-14
147,0,33204,Shane Lowry,52.17,84,77,-62,-9
148,0,22056,Cameron Percy,52.14,61,56,-38,-10
149,0,29974,Branden Grace,51.63,95,89,-49,-5
150,0,46414,Aaron Rai,51.56,132,124,-81,-16
151,0,22405,Justin Rose,51.52,68,64,-37,+2
152,0,52375,Doug Ghim,51.35,133,126,-78,-16
153,0,28775,Nate Lashley,51.20,128,122,-75,-4
154,0,34174,John Huh,50.67,114,111,-75,E
155,0,29908,C.T. Pan,50.57,134,131,-72,-1
156,0,27644,Brian Harman,50.20,128,127,-80,-11
157,0,32150,Michael Thompson,50.18,141,140,-86,-16
158,0,33399,Adam Hadwin,49.83,149,150,-95,-30
159,0,48084,Wesley Bryan,49.67,76,77,-49,+3
160,0,34363,Tyrrell Hatton,49.39,81,83,-61,-6
161,0,30163,Henrik Norlander,49.35,114,117,-65,-13
162,0,24138,Ian Poulter,48.95,70,73,-36,-10
163,0,36884,Ben Kohles,48.50,81,86,-51,+7
164,0,27770,Camilo Villegas,48.44,93,99,-53,-9
165,0,27095,Nick Watney,48.26,111,119,-53,+2
166,0,23108,Matt Kuchar,48.03,110,119,-68,-21
167,0,35110,Brett Drewitt,48.00,72,78,-32,-1
168,0,34256,Andrew Putnam,47.65,142,156,-78,-18
169,0,29478,Kevin Kisner,47.60,99,109,-62,-23
170,0,27649,Brandt Snedeker,47.40,91,101,-51,-3
171,0,32640,Troy Merritt,47.25,129,144,-83,-21
172,0,35879,Kelly Kraft,47.22,102,114,-59,-11
173,0,24924,Bill Haas,47.13,123,138,-62,-19
174,0,35449,Adam Long,47.12,139,156,-71,-20
175,0,33122,Russell Knox,47.01,126,142,-71,-18
176,0,25686,Jason Dufner,46.67,63,72,-31,-5
177,0,24980,Scott Gutschewski,46.31,69,80,-44,-10
178,0,45522,Christiaan Bezuidenhout,45.65,84,100,-55,-10
179,0,23325,Vaughn Taylor,45.14,65,79,-36,-12
180,0,29289,S.Y. Noh,45.03,86,105,-40,-7
181,0,34610,Matthias Schwab,44.06,89,113,-59,-17
182,0,47983,Chad Ramey,44.00,88,112,-55,-8
183,0,39953,Chase Seiffert,43.51,57,74,-27,-9
184,0,46435,Austin Cook,43.14,88,116,-52,-7
185,0,26476,Chez Reavie,40.79,113,164,-59,-20
186,0,39436,Joshua Creel,40.44,55,81,-32,+4
187,0,47993,Denny McCarthy,39.94,123,185,-61,-33
188,0,19803,Ryan Armour,39.53,51,78,-19,-2
189,0,30927,Brendon Todd,39.37,100,154,-47,-32
190,0,23983,Luke Donald,38.54,74,118,-37,-3
191,0,24024,Zach Johnson,38.38,76,122,-37,-12
192,0,31557,Jim Herman,34.78,56,105,-32,-13
193,0,31560,Brian Stuard,33.07,85,172,-38,-16
