RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,40250,Taylor Pendrith,246.0,1292721.000,146
2,0,22056,Cameron Percy,246.6,541458.000,61
3,0,27095,Nick Watney,248.1,991236.000,111
4,0,33204,Shane Lowry,249.2,753616.000,84
5,0,47483,Will Zalatoris,249.8,1214077.000,135
6,0,19803,Ryan Armour,251.5,461814.000,51
6,0,45522,Christiaan Bezuidenhout,251.5,760655.000,84
8,0,24980,Scott Gutschewski,252.0,626021.000,69
9,0,57366,Cameron Young,252.2,1561826.000,172
10,0,46970,Jon Rahm,252.8,1446918.000,159
11,0,39058,Lucas Herbert,253.1,856511.000,94
12,0,23325,Vaughn Taylor,253.3,592643.000,65
13,0,46550,Brandon Hagy,253.6,1488389.000,163
14,0,46340,Alex Smalley,253.7,1361107.000,149
14,0,29518,Brendan Steele,253.7,1315424.000,144
16,0,36884,Ben Kohles,254.0,740690.000,81
17,0,25686,Jason Dufner,254.2,576587.000,63
18,0,46601,Trey Mullinax,254.5,1676541.000,183
19,0,29289,S.Y. Noh,254.9,789198.000,86
20,0,24138,Ian Poulter,255.1,642786.000,70
21,0,22405,Justin Rose,255.2,624612.000,68
22,0,52372,Cameron Champ,255.4,1268751.000,138
23,0,39953,Chase Seiffert,255.5,524239.000,57
24,0,40162,Justin Lower,255.8,1003675.000,109
25,0,32757,Patton Kizzire,255.9,1879001.000,204
26,0,47988,Nick Hardy,256.1,949495.000,103
27,0,40115,Adam Svensson,256.2,1623155.000,176
28,0,32662,Michael Gligic,256.3,1319416.000,143
28,0,12716,Charley Hoffman,256.3,1402370.000,152
30,0,46435,Austin Cook,256.4,812310.000,88
30,0,49960,Sepp Straka,256.4,1486256.000,161
32,0,51894,Vince Whaley,256.7,1423389.000,154
33,0,35110,Brett Drewitt,256.8,665572.000,72
33,0,39324,J.J. Spaun,256.8,1331491.000,144
35,0,32102,Rickie Fowler,256.9,1137587.000,123
35,0,46414,Aaron Rai,256.9,1220594.000,132
37,0,35879,Kelly Kraft,257.0,943564.000,102
37,0,10381,Curtis Thompson,257.0,888074.000,96
39,0,20229,Stewart Cink,257.1,1212527.000,131
40,0,32333,Kevin Tway,257.2,1398364.000,151
41,0,46402,Talor Gooch,257.3,1250322.000,135
42,0,56278,Matthew Wolff,257.4,796958.000,86
43,0,31646,Emiliano Grillo,257.5,1538745.000,166
43,0,54628,Lee Hodges,257.5,1723897.000,186
43,0,24502,Adam Scott,257.5,1343984.000,145
43,0,27139,David Skinns,257.5,1186443.000,128
47,0,39977,Max Homa,257.6,1632187.000,176
47,0,36852,Jim Knous,257.6,686167.000,74
47,0,36326,David Lipsky,257.6,1298125.000,140
50,0,32448,James Hahn,257.7,1447053.000,156
50,0,24024,Zach Johnson,257.7,705137.000,76
52,0,35461,Beau Hossler,257.8,1484681.000,160
52,0,30944,Jason Kokrak,257.8,1290034.000,139
52,0,28114,Dawie van der Walt,257.8,928219.000,100
52,0,54783,Dylan Wu,257.8,955960.000,103
56,0,34098,Russell Henley,257.9,1188266.000,128
56,0,50095,Austin Smotherman,257.9,1420690.000,153
58,0,34563,Chesson Hadley,258.0,1235257.000,133
59,0,49298,Kramer Hickok,258.1,1430766.000,154
59,0,28237,Rory McIlroy,258.1,1328807.000,143
61,0,50525,Collin Morikawa,258.3,957921.000,103
61,0,30163,Henrik Norlander,258.3,1060086.000,114
61,0,37275,Sam Ryder,258.3,1525290.000,164
64,0,40098,Matt Fitzpatrick,258.4,1004536.000,108
64,0,40006,Erik van Rooyen,258.4,920979.000,99
66,0,31557,Jim Herman,258.6,521244.000,56
67,0,24925,Jonathan Byrd,258.8,857008.000,92
67,0,32640,Troy Merritt,258.8,1201716.000,129
67,0,36699,Patrick Rodgers,258.8,1546394.000,166
70,0,33141,Keegan Bradley,259.0,1323911.000,142
70,0,24924,Bill Haas,259.0,1147018.000,123
70,0,33490,Bo Hoag,259.0,773843.000,83
73,0,34255,Joseph Bramlett,259.1,1772462.000,190
73,0,32791,K.H. Lee,259.1,1949811.000,209
75,0,39436,Joshua Creel,259.2,513215.000,55
76,0,47504,Sam Burns,259.3,1549306.000,166
76,0,25900,Lucas Glover,259.3,1531004.000,164
78,0,45609,Tyler Duncan,259.4,1307221.000,140
78,0,34363,Tyrrell Hatton,259.4,765811.000,82
78,0,47347,Adam Schenk,259.4,1540602.000,165
81,0,48084,Wesley Bryan,259.5,709903.000,76
81,0,39997,Corey Conners,259.5,1513438.000,162
81,0,31323,Gary Woodland,259.5,1195678.000,128
