RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,21528,Henrik Stenson,4031
2,0,19970,Robert Karlsson,3079
3,0,19958,Miguel Angel Jiménez,1858
4,0,20686,Jeev Milkha Singh,1011
5,0,20585,Niclas Fasth,885
6,0,24184,Alastair Forsyth,774
7,0,25572,Graeme McDowell,699
8,0,20608,David Howell,692
9,0,24748,WC Liang,578
10,0,24459,Richard Sterne,532
11,0,25240,D.A. Points,517
12,0,22080,Prayad Marksaeng,440
13,0,06078,Esteban Toledo,413
14,0,20859,Anders Hansen,394
15,0,20569,Richard Green,329
16,0,22896,Grégory Havret,259
16,0,27349,Alex Noren,259
16,0,06431,Jean Van de Velde,259
16,0,23162,Simon Wakefield,259
16,0,31113,Paul Waring,259
21,0,25972,Pablo Martin Benavides,253
22,0,32262,Mark Brown,228
23,0,23624,Soren Hansen,207
24,0,24236,Nick Dougherty,206
25,0,32495,Rob Grube,200
26,0,27958,Ryan Blaum,194
27,0,02166,Chip Sullivan,181
28,0,27072,Alvaro Quiros,161
29,0,20400,Michael Campbell,161
30,0,29221,Webb Simpson,160
31,0,30926,Chris Kirk,156
32,0,22792,Peter Hanson,125
33,0,08725,Tom Gillis,123
34,0,32329,Stephen Poole,118
35,0,27408,Martin Kaymer,113
36,0,29954,Robert Dinwiddie,110
36,0,27506,Oliver Wilson,110
38,0,23821,Yusaku Miyazato,98
39,0,02300,Ian Woosnam,96
40,0,24461,Thomas Aiken,94
40,0,26525,Grégory Bourdy,94
40,0,20418,Ariel Cañete,94
40,0,27896,Ross Fisher,94
40,0,24957,Simon Khan,94
40,0,23969,Graeme Storm,94
46,0,27940,Diego Vanegas,81
47,0,27466,Spencer Levin,73
48,0,26881,Jarrod Lyle,70
49,0,20935,Toru Taniguchi,65
50,0,26331,Charl Schwartzel,65
51,0,22540,Anthony Wall,64
52,0,12695,Robert Floyd,64
53,0,20669,James Kingston,63
54,0,24725,Richard Finch,60
54,0,08635,Colin Montgomerie,60
56,0,24610,Stuart Deane,59
57,0,19903,Jonathan Lomas,58
58,0,30711,Colt Knost,58
59,0,25478,Kiyoshi Miyazato,56
60,0,26527,Jean Baptiste Gonnet,56
60,0,30909,David Horsey,56
62,0,21284,Hiroyuki Fujita,56
63,0,29422,Jonathan Moore,56
64,0,26360,Bubba Dickerson,55
64,0,26758,David Hearn,55
66,0,24238,Mitsuhiro Tateyama,54
67,0,29819,Andrew Dresser,54
67,0,29425,Andrew Svoboda,54
69,0,26329,Louis Oosthuizen,53
70,0,23725,Brendan Jones,53
70,0,29670,Pablo Larrazabal,53
70,0,28155,Jose-Filipe Lima,53
70,0,27381,Martin Wiegele,53
74,0,20038,Bryan DeCorso,53
75,0,25444,Justin Hicks,52
76,0,30004,Ross McGowan,51
77,0,27797,Derek Lamely,50
78,0,27577,Peter Karmis,49
79,0,24537,Philip Archer,49
80,0,06315,Pete Jordan,49
81,0,25768,Chih-Bing Lam,48
82,0,23091,Alan Morin,48
83,0,21449,Reid Edstrom,47
83,0,27576,Anton Haig,47
85,0,20939,Keiichiro Fukabori,46
86,0,27386,Dustin Risdon,45
87,0,10107,Deane Pappas,30
88,0,25818,Scott Piercy,27
89,0,18874,Miguel Suarez,26
90,0,26675,Jon Turcott,26
91,0,22261,Wilfredo Morales,23
