RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
81,0,01941,Tom Pernice Jr.,215.400,4954.193
82,0,01666,Bernhard Langer,213.125,426.250
83,0,28780,Nicholas Thompson,210.944,5695.487
84,0,12705,Cliff Kresge,203.943,4486.737
85,0,21878,Mark Wilson,191.465,4212.227
86,0,02239,Scott Verplank,189.537,3411.662
87,0,23108,Matt Kuchar,185.646,4084.202
88,0,22913,John Rollins,185.191,4074.208
89,0,21961,Charles Howell III,184.209,4236.812
90,0,24925,Jonathan Byrd,182.312,4010.866
91,0,12602,Dean Wilson,180.315,4688.198
92,0,23778,Brad Adamonis,176.541,3707.360
93,0,26695,Michael Letzig,176.301,3878.625
94,0,25396,Kevin Na,176.190,4052.368
95,0,07457,Steve Flesch,175.918,4046.110
96,0,02223,Bob Tway,174.322,2614.833
97,0,27060,John Mallinger,172.432,3793.493
98,0,26420,Richard Johnson,167.333,2509.988
99,0,20472,Alex Cejka,165.288,3801.631
100,0,21753,Brian Davis,163.158,3915.794
101,0,23718,Nathan Green,160.771,3697.722
102,0,20848,Ángel Cabrera,160.201,2242.813
103,0,25900,Lucas Glover,157.246,3616.664
104,0,07749,Brett Quigley,156.649,2663.036
105,0,24490,George McNeill,154.966,3409.251
106,0,27120,Troy Matteson,153.200,3523.608
107,0,27095,Nick Watney,151.813,3036.262
108,0,10425,Jay Williamson,151.434,3482.985
109,0,01677,Tom Lehman,151.247,2419.956
110,0,01161,Mark Calcavecchia,150.190,3304.189
111,0,24024,Zach Johnson,148.414,2968.274
112,0,02206,David Toms,148.219,2519.722
113,0,23320,Ryan Palmer,143.869,2158.038
114,0,10505,Shane Bertsch,143.313,3152.880
115,0,12716,Charley Hoffman,142.446,3276.264
116,0,26300,Matt Jones,142.315,3273.249
117,0,27214,Kevin Streelman,141.763,3402.320
118,0,23614,Rich Beem,141.635,2832.703
119,0,25349,Tim Wilkinson,140.268,3085.888
120,0,23048,Eric Axley,139.131,3478.264
121,0,21949,Joe Ogilvie,134.523,3094.023
122,0,24924,Bill Haas,132.174,3172.187
123,0,20623,Gavin Coles,130.671,1698.722
124,0,23349,Charles Warren,125.875,2769.250
125,0,08931,Glen Day,123.377,1727.273
126,0,28089,Jason Day,122.493,2327.364
127,0,27936,Martin Laird,121.218,2303.146
128,0,23325,Vaughn Taylor,120.881,2901.152
129,0,23623,Bo Van Pelt,119.839,2756.300
130,0,26287,Roland Thatcher,118.458,1776.875
131,0,23409,James Driscoll,116.996,2456.923
132,0,01320,Bob Estes,115.375,2422.866
133,0,06350,Bob May,112.548,450.190
134,0,30925,Dustin Johnson,111.613,2678.702
135,0,06621,Joe Durant,107.795,2263.687
136,0,06197,Michael Allen,106.598,2131.951
137,0,01553,John Huston,106.279,1487.904
138,0,01948,Tim Petrovic,104.360,2400.290
139,0,21470,Daisuke Maruyama,104.250,417.000
140,0,12782,Tim Herron,102.746,2157.672
141,0,20127,Chris Riley,98.217,1276.824
142,0,22548,Patrick Sheehan,97.706,2540.343
143,0,10117,Bob Heintz,97.041,1164.488
144,0,20628,Arron Oberholser,96.863,774.901
145,0,06034,Marco Dawson,95.429,1622.294
146,0,07547,Craig Kanada,94.361,1604.143
147,0,20105,Jeff Gove,93.397,1307.560
148,0,12660,Jesper Parnevik,90.881,1817.622
149,0,22892,Jason Gore,90.308,2257.696
150,0,25686,Jason Dufner,90.165,1081.975
151,0,01706,Davis Love III,88.947,1512.098
152,0,24227,Justin Bolli,88.458,1769.153
153,0,11032,Frank Lickliter II,86.340,1985.815
154,0,01577,Lee Janzen,86.070,1721.405
155,0,23797,Brett Rumford,85.495,1624.403
156,0,06251,Chris DiMarco,85.043,1870.937
157,0,25842,Jon Mills,81.814,1963.536
158,0,23353,J.J. Henry,81.036,2025.896
159,0,24912,Will MacKenzie,80.576,1289.208
160,0,01381,Fred Funk,79.882,1038.464
161,0,19972,José Coceres,77.552,1008.181
162,0,24663,Y.E. Yang,77.323,1701.106
163,0,20436,Garrett Willis,76.622,766.219
164,0,23497,Tag Ridings,76.300,1678.605
165,0,28475,Jeff Overton,73.094,1754.251
166,0,12823,Carlos Franco,72.223,1372.243
167,0,01473,Todd Hamilton,71.638,1647.671
168,0,26679,Kevin Stadler,70.518,1621.906
169,0,08845,Scott Sterling,69.872,1467.322
170,0,08385,Omar Uresti,67.871,1153.814
171,0,24358,Robert Garrigus,66.729,1468.039
172,0,20433,Mark Hensby,66.365,1260.926
173,0,22806,Doug LaBelle II,64.848,1102.419
174,0,08537,J.P. Hayes,63.757,1275.139
175,0,12645,Brent Geiberger,63.045,693.500
176,0,01361,Dan Forsman,62.338,623.375
177,0,12309,Bob Sowards,61.359,920.392
178,0,21805,Harrison Frazar,61.349,1042.938
179,0,01724,Jeff Maggert,61.265,1286.558
180,0,27561,Nick Flanagan,59.798,1315.554
181,0,10733,Kent Jones,59.782,956.519
182,0,06373,José María Olazábal,58.838,235.350
183,0,02002,John Riegger,58.398,992.760
184,0,25273,Andrew Buckle,57.778,693.332
185,0,12652,Cameron Beckman,57.384,1262.456
186,0,19803,Ryan Armour,57.063,1426.576
187,0,20663,Brenden Pappas,56.611,962.392
188,0,06573,Brandt Jobe,55.303,940.143
189,0,10565,Ian Leggatt,53.763,268.813
190,0,21461,Kenneth Ferrie,52.631,999.993
191,0,01527,Scott Hoch,51.750,51.750
192,0,26882,Michael Sim,51.108,255.542
193,0,26668,Marc Turnesa,51.055,1174.264
194,0,21959,Ted Purdy,50.631,961.988
195,0,07223,Brian Bateman,48.913,831.529
196,0,01024,Billy Andrade,47.445,948.893
197,0,01014,Fulton Allem,47.000,47.000
198,0,01823,Larry Mize,46.907,703.605
199,0,19881,Robert Damron,45.683,365.464
200,0,20443,Jin Park,45.523,1047.032
201,0,01717,Sandy Lyle,45.375,90.750
202,0,26500,Alejandro Cañizares,45.227,497.493
203,0,01968,Nick Price,42.500,42.500
204,0,25632,Jimmy Walker,41.376,703.391
205,0,08375,Paul Stankowski,40.686,488.232
206,0,06515,Shaun Micheel,40.053,640.843
207,0,12680,Shigeki Maruyama,40.045,720.812
208,0,20382,Stephen Leaney,39.888,678.097
209,0,23322,Brett Wetterich,37.923,417.152
210,0,01920,Craig Parry,37.878,151.513
211,0,19824,Craig Barlow,37.796,566.938
212,0,01388,Robert Gamez,37.438,748.764
213,0,25720,Chad Collins,37.202,632.440
214,0,21633,Steve Allan,37.194,595.109
215,0,01116,Michael Bradley,35.627,320.643
216,0,27613,David Lutterus,35.397,566.359
217,0,01157,Tom Byrum,31.162,342.779
218,0,20378,Mathias Grönberg,31.087,715.005
219,0,10875,Todd Demsey,30.638,551.478
220,0,10213,Dicky Pride,29.295,322.250
221,0,01261,Jay Delsing,28.571,200.000
222,0,06332,Neal Lancaster,28.395,227.156
223,0,01927,Dennis Paulson,26.750,26.750
223,0,02067,Ted Schulz,26.750,26.750
225,0,12826,Paul Claxton,26.263,420.214
226,0,06090,Jim McGovern,25.687,488.050
227,0,01132,Mark Brooks,25.596,409.536
228,0,01331,Rick Fehr,24.750,24.750
229,0,23157,Richard Johnson,24.720,543.849
230,0,22582,Kyle Thompson,24.284,461.404
231,0,01042,Paul Azinger,23.781,190.250
232,0,27963,Chris Stroud,22.670,498.732
233,0,01139,Olin Browne,22.407,515.372
234,0,20094,Jonathan Kaye,22.106,176.850
235,0,01093,Ronnie Black,21.955,43.909
236,0,02214,Kirk Triplett,21.764,87.054
237,0,01378,David Frost,21.450,64.350
238,0,02101,Joey Sindelar,19.902,79.609
239,0,10649,Tom Scherrer,19.095,267.333
240,0,23540,Jason Allred,17.880,286.081
241,0,21007,Gabriel Hjertstedt,17.417,52.250
241,0,01723,Andrew Magee,17.417,52.250
243,0,07235,John Morse,17.167,103.000
244,0,02106,Chris Smith,16.268,81.339
245,0,20029,Notah Begay III,13.722,82.333
246,0,23125,Brad Elder,13.275,212.393
247,0,01249,John Daly,12.133,182.000
248,0,01761,Len Mattiace,11.606,116.063
249,0,06214,Guy Boros,11.350,56.750
250,0,26631,Cody Freeman,11.241,213.571
251,0,02245,Grant Waite,10.450,52.250
252,0,01887,Mark O'Meara,10.400,52.000
253,0,09011,David Duval,9.905,148.575
254,0,25594,Travis Perkins,8.951,152.159
255,0,19913,Ron Whittaker,8.757,140.104
256,0,08339,Spike McRoy,8.542,25.625
257,0,01685,J.L. Lewis,8.139,113.950
258,0,30750,Tommy Gainey,6.613,119.034
259,0,02246,Duffy Waldorf,6.563,26.250
260,0,01619,Skip Kendall,4.708,28.250
261,0,06809,Bob Burns,3.958,23.750
262,0,01385,Jim Gallagher Jr.,3.917,23.500
