RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,08793,Tiger Woods,3782.500,22695.000
2,0,20766,Padraig Harrington,1296.257,15555.081
3,0,01810,Phil Mickelson,1073.021,18241.351
4,0,01945,Kenny Perry,949.015,20878.323
5,0,29718,Anthony Kim,843.212,15177.821
6,0,20229,Stewart Cink,840.318,15125.722
7,0,06567,Vijay Singh,791.240,15033.562
8,0,21209,Sergio Garcia,686.731,10300.963
9,0,22046,Geoff Ogilvy,639.184,10866.123
10,0,10860,Justin Leonard,636.696,12733.910
11,0,24502,Adam Scott,629.813,7557.752
12,0,06522,Ernie Els,585.244,7022.932
13,0,21350,Ryuji Imada,573.856,10903.271
14,0,20396,Lee Westwood,562.567,5625.671
15,0,23983,Luke Donald,545.546,6001.008
16,0,24357,K.J. Choi,520.152,8842.581
17,0,10885,Robert Allenby,502.581,10554.198
18,0,26289,Boo Weekley,482.734,9654.670
19,0,22378,Trevor Immelman,456.038,8208.686
20,0,24140,Sean O'Hair,451.466,9029.325
21,0,06527,Steve Stricker,449.011,8082.197
22,0,25562,Andres Romero,447.242,7155.873
23,0,25345,Carl Pettersson,446.388,9820.540
24,0,20098,Stuart Appleby,442.246,8402.674
25,0,10809,Jim Furyk,429.002,9438.040
26,0,01876,Greg Norman,398.750,1595.000
27,0,22621,Ben Curtis,394.711,7104.793
28,0,24138,Ian Poulter,390.234,5073.043
29,0,06004,Stephen Ames,384.065,6913.164
30,0,27141,J.B. Holmes,373.055,7834.163
31,0,23788,D.J. Trahan,369.418,8496.607
32,0,01142,Bart Bryant,363.190,6900.606
33,0,01707,Steve Lowery,362.563,6163.571
34,0,12510,Chad Campbell,344.279,7574.147
35,0,23621,Rory Sabbatini,343.011,5488.169
36,0,27770,Camilo Villegas,341.175,6141.142
37,0,20157,Retief Goosen,335.726,5371.620
38,0,22371,Aaron Baddeley,328.044,5904.786
39,0,25190,Jeff Quinney,318.660,7329.179
40,0,01035,Tommy Armour III,315.035,5670.638
41,0,24781,Hunter Mahan,313.787,6903.305
42,0,20572,Rod Pampling,311.650,6856.310
43,0,07867,Woody Austin,307.381,6762.374
44,0,20850,Daniel Chopra,303.551,6374.573
45,0,20498,Briny Baird,302.436,6956.019
46,0,10423,Mike Weir,301.290,6025.793
47,0,19846,Brian Gay,291.484,6412.658
48,0,21731,Freddie Jacobson,290.689,5813.778
49,0,22405,Justin Rose,285.167,4277.500
50,0,06575,Dudley Hart,282.261,4798.430
51,0,08075,Jerry Kelly,281.330,6470.593
52,0,01766,Billy Mayfair,281.094,6465.157
53,0,24507,Jason Bohn,275.513,3581.664
54,0,01226,Fred Couples,274.091,3837.274
55,0,25364,Paul Casey,271.715,3804.016
56,0,06595,Kevin Sutherland,270.721,5414.416
57,0,26476,Chez Reavie,270.566,6493.583
58,0,28158,Steve Marino,268.583,6445.993
59,0,23541,Ben Crane,266.219,5058.168
60,0,22293,Heath Slocum,262.029,5502.619
61,0,24449,Parker McLachlin,261.979,5501.549
62,0,10585,Scott McCarron,258.054,4386.917
63,0,23135,Tim Clark,257.929,5158.575
64,0,01313,Steve Elkington,257.319,4631.748
65,0,26596,Ryan Moore,253.318,4559.717
66,0,26951,Johnson Wagner,252.391,5552.606
67,0,27649,Brandt Snedeker,245.592,5648.623
68,0,24361,Pat Perez,243.389,5111.169
69,0,20634,Peter Lonard,238.561,5248.340
70,0,20160,Charlie Wi,237.370,4984.767
71,0,06012,Greg Kraft,237.096,3319.350
72,0,25804,Bubba Watson,236.406,5437.331
73,0,20645,John Senden,230.196,5064.320
74,0,06643,Paul Goydos,228.366,4567.327
75,0,27933,John Merrick,227.952,4786.984
76,0,22348,Nick O'Hern,226.012,4520.232
77,0,01797,Rocco Mediate,223.978,5151.495
78,0,20104,Ken Duke,223.778,5594.438
79,0,20574,Mathew Goggin,222.868,4457.360
80,0,01928,Corey Pavin,216.861,3903.494
