RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,28237,Rory McIlroy,11.70,596.60,-262.71,540.87
2,0,24502,Adam Scott,8.84,362.45,-241.99,211.01
3,0,21209,Sergio Garcia,7.66,367.60,-178.70,281.00
4,0,10809,Jim Furyk,7.52,345.92,-152.45,280.17
5,0,21528,Henrik Stenson,7.33,381.41,-250.17,156.06
6,0,22405,Justin Rose,7.12,355.78,-242.37,225.65
7,0,25804,Bubba Watson,6.98,327.83,-156.21,321.71
8,0,28089,Jason Day,6.72,275.70,-147.28,190.33
9,0,23108,Matt Kuchar,6.28,326.65,-217.24,224.33
10,0,32102,Rickie Fowler,5.78,300.38,-100.63,267.89
11,0,01810,Phil Mickelson,5.59,262.79,-220.34,137.21
12,0,27408,Martin Kaymer,5.06,262.88,-104.37,231.51
13,1,29420,Billy Horschel,4.99,259.33,-85.94,209.42
14,-1,34046,Jordan Spieth,4.98,258.77,-112.05,204.77
15,2,30925,Dustin Johnson,4.68,205.73,-162.07,137.25
16,-1,24024,Zach Johnson,4.66,242.12,-179.32,138.21
17,-1,08793,Tiger Woods,4.57,182.88,-303.17,6.57
18,0,25572,Graeme McDowell,4.46,213.96,-174.09,127.73
19,0,25632,Jimmy Walker,4.22,219.49,-107.07,197.19
20,0,32839,Hideki Matsuyama,4.07,199.45,-94.00,138.43
21,1,30926,Chris Kirk,4.03,209.80,-77.70,180.16
22,-1,24781,Hunter Mahan,4.03,209.55,-118.66,160.42
23,0,28339,Victor Dubuisson,3.95,165.83,-78.08,111.71
24,0,26331,Charl Schwartzel,3.79,196.83,-160.12,110.04
25,0,25369,Jamie Donaldson,3.70,188.53,-115.08,124.27
26,1,34360,Patrick Reed,3.62,188.49,-70.30,183.43
27,-1,33141,Keegan Bradley,3.62,188.09,-161.58,126.86
28,0,06527,Steve Stricker,3.57,142.64,-143.53,57.24
29,0,24924,Bill Haas,3.46,179.75,-117.29,124.70
30,0,10944,Thomas Bjørn,3.39,176.06,-103.09,87.21
31,0,25686,Jason Dufner,3.35,160.68,-174.44,76.29
32,0,23983,Luke Donald,3.31,162.03,-171.05,99.60
33,0,29221,Webb Simpson,3.27,170.19,-144.61,95.69
34,1,25396,Kevin Na,3.25,129.90,-42.08,139.34
35,-1,20376,Stephen Gallacher,3.21,166.76,-83.39,151.45
36,1,19958,Miguel Angel Jiménez,3.12,137.24,-84.71,91.00
37,-1,28300,Joost Luiten,3.09,160.49,-75.62,116.02
38,2,27436,Graham DeLaet,3.01,150.30,-95.23,96.89
39,2,23320,Ryan Palmer,2.99,146.36,-60.89,142.35
40,-2,24138,Ian Poulter,2.96,142.13,-160.53,45.99
41,-2,27649,Brandt Snedeker,2.95,147.50,-185.26,78.87
42,1,26596,Ryan Moore,2.91,136.75,-104.25,80.04
43,-1,24511,Thongchai Jaidee,2.90,150.65,-90.23,108.14
44,1,26851,Marc Leishman,2.84,147.60,-72.85,125.82
45,-1,20396,Lee Westwood,2.82,146.52,-141.34,95.80
46,0,30927,Brendon Todd,2.76,143.55,-36.65,131.77
47,0,31323,Gary Woodland,2.67,138.84,-65.45,91.07
48,0,27214,Kevin Streelman,2.60,135.43,-87.82,88.64
49,0,25198,Francesco Molinari,2.59,134.61,-100.66,91.31
50,0,20645,John Senden,2.57,133.60,-67.37,122.87
51,0,06522,Ernie Els,2.56,132.91,-136.83,85.25
52,0,24956,Mikko Ilonen,2.50,114.90,-55.00,95.80
53,2,33204,Shane Lowry,2.49,126.91,-64.01,101.27
54,-1,34098,Russell Henley,2.43,126.41,-74.71,125.19
55,-1,26679,Kevin Stadler,2.41,125.37,-64.95,116.19
56,0,20848,Ángel Cabrera,2.37,118.72,-57.80,81.78
57,0,27895,Jonas Blixt,2.31,119.92,-91.72,76.12
58,4,26329,Louis Oosthuizen,2.30,110.20,-143.00,99.13
59,-1,28307,Matt Every,2.26,117.30,-60.25,110.74
60,1,27141,J.B. Holmes,2.25,90.02,-22.98,99.83
61,-2,34099,Harris English,2.24,116.65,-77.18,76.29
62,-2,26300,Matt Jones,2.24,116.51,-55.24,92.69
63,10,30911,Tommy Fleetwood,2.22,115.28,-44.59,88.60
64,2,36689,Brooks Koepka,2.17,104.15,-43.42,82.88
65,-1,25841,Marc Warren,2.11,109.74,-46.36,82.60
66,-3,25364,Paul Casey,2.09,108.88,-50.38,79.97
67,0,29454,Bernd Wiesberger,2.08,108.15,-77.69,67.01
68,-3,27119,Koumei Oda,2.06,99.08,-55.59,56.24
69,0,29670,Pablo Larrazabal,1.98,103.12,-65.63,89.55
70,-2,27644,Brian Harman,1.97,102.54,-42.94,93.01
71,5,24459,Richard Sterne,1.96,90.35,-75.52,48.91
72,-2,33419,Cameron Tringale,1.96,101.91,-39.49,95.80
73,-1,12716,Charley Hoffman,1.93,92.53,-56.42,70.36
74,-3,25191,Gonzalo Fernandez-Castaño,1.91,99.50,-93.73,42.70
75,-1,21731,Freddie Jacobson,1.88,86.45,-47.81,70.30
76,-1,22046,Geoff Ogilvy,1.83,93.34,-47.66,78.66
77,0,24494,Erik Compton,1.80,93.71,-24.79,93.36
78,0,23135,Tim Clark,1.78,83.53,-57.85,56.87
79,0,24490,George McNeill,1.74,80.08,-28.04,76.04
80,11,37092,Hyung-Sung Kim,1.71,89.07,-62.73,46.06
81,0,24357,K.J. Choi,1.70,86.94,-53.67,74.62
82,-2,27963,Chris Stroud,1.70,88.16,-51.90,50.32
83,0,30852,Ryo Ishikawa,1.66,86.49,-62.39,56.83
84,2,33413,Ben Martin,1.66,84.82,-35.54,64.89
85,-3,26499,Rafa Cabrera Bello,1.66,86.06,-56.40,75.53
86,-2,31420,Anirban Lahiri,1.65,72.42,-37.75,47.78
87,2,28937,George Coetzee,1.64,83.67,-72.07,77.65
88,-3,27095,Nick Watney,1.63,84.59,-121.80,36.34
89,-2,32366,Kevin Chappell,1.62,84.17,-48.84,57.16
90,-2,34563,Chesson Hadley,1.62,83.99,-37.29,60.92
91,-1,33199,Matteo Manassero,1.58,82.04,-95.68,45.21
92,0,23814,Edoardo Molinari,1.57,70.52,-21.02,66.55
93,57,29531,Richie Ramsay,1.56,68.42,-47.59,58.32
94,-1,29289,S.Y. Noh,1.54,80.20,-46.01,74.81
95,-1,29939,Fabrizio Zanotti,1.54,77.08,-15.19,77.47
96,-1,32139,Danny Willett,1.53,74.86,-51.28,58.34
97,1,33461,Morgan Hoffmann,1.51,78.37,-32.74,68.70
98,-2,23638,Brendon de Jonge,1.50,78.25,-74.21,46.96
99,1,24512,Simon Dyson,1.50,78.09,-37.69,62.37
100,-3,21961,Charles Howell III,1.50,77.97,-64.65,57.70
101,-2,25834,Daniel Summerhays,1.50,77.82,-45.36,57.52
102,-1,33122,Russell Knox,1.48,76.79,-32.75,72.89
103,13,22000,Chris Wood,1.46,71.74,-63.07,44.70
104,9,20608,David Howell,1.45,75.25,-48.42,42.70
105,-1,08075,Jerry Kelly,1.44,69.32,-34.15,60.24
106,2,21498,Hideto Tanihara,1.43,68.87,-44.14,35.44
107,-4,20098,Stuart Appleby,1.43,74.60,-25.13,66.28
108,9,19970,Robert Karlsson,1.43,69.99,-23.44,61.44
109,-7,23541,Ben Crane,1.43,68.50,-30.96,63.32
110,4,34579,Alexander Levy,1.41,73.21,-23.09,58.96
111,-6,26758,David Hearn,1.40,73.01,-44.67,52.53
112,-6,22400,Hennie Otto,1.40,71.48,-38.11,41.78
113,-2,27770,Camilo Villegas,1.39,72.16,-22.04,62.11
114,-4,32421,Romain Wattel,1.38,67.73,-38.27,54.44
115,-6,30692,Scott Stallings,1.38,71.59,-64.99,62.67
116,-4,26289,Boo Weekley,1.36,70.91,-70.07,23.65
117,4,29974,Branden Grace,1.36,70.46,-95.97,43.86
118,2,30944,Jason Kokrak,1.35,63.61,-40.58,47.12
119,3,24912,Will MacKenzie,1.35,67.61,-26.12,66.35
120,-2,33418,Shawn Stefani,1.34,62.82,-26.55,58.19
121,-6,27896,Ross Fisher,1.34,69.49,-60.26,36.00
122,-3,29518,Brendan Steele,1.33,69.18,-36.30,56.69
123,0,25274,Steven Bowditch,1.31,68.23,-22.76,64.64
124,-17,33968,Thorbjørn Olesen,1.30,67.64,-85.45,51.06
125,-1,34242,Andrew Johnston,1.30,51.95,-5.89,49.27
126,-1,33448,Justin Thomas,1.27,50.90,-5.83,54.78
127,-1,34174,John Huh,1.25,64.86,-56.52,39.46
128,-1,21284,Hiroyuki Fujita,1.25,63.56,-54.51,51.73
129,0,30909,David Horsey,1.24,61.91,-25.71,48.43
130,0,33667,Carlos Ortiz,1.24,49.45,-6.70,56.15
131,1,27747,Hiroshi Iwata,1.23,51.75,-10.95,47.99
131,5,29484,Peter Uihlein,1.23,64.07,-54.72,15.97
133,-2,31202,William McGirt,1.23,64.03,-37.60,52.93
134,-6,30978,Kiradech Aphibarnrat,1.22,63.60,-62.91,16.25
135,3,36326,David Lipsky,1.22,52.48,-11.07,50.68
136,29,26434,Antonio Lascuna,1.22,48.70,-16.72,40.37
137,-4,32200,Roberto Castro,1.21,62.67,-55.27,24.20
138,-4,34409,David Lingmerth,1.18,61.43,-52.39,40.68
139,-4,24461,Thomas Aiken,1.18,61.30,-50.28,54.37
140,0,32150,Michael Thompson,1.18,56.42,-65.24,31.91
141,-4,26500,Alejandro Cañizares,1.17,57.53,-41.05,38.35
142,16,23481,Marcel Siem,1.17,59.83,-61.26,39.23
143,-2,35582,Kristoffer Broberg,1.17,60.64,-32.33,60.09
144,-2,25345,Carl Pettersson,1.16,60.28,-67.46,51.99
145,-2,31560,Brian Stuard,1.16,60.11,-37.15,48.96
146,-7,34363,Tyrrell Hatton,1.15,54.10,-13.05,48.88
147,-1,25818,Scott Piercy,1.14,45.74,-85.39,13.86
148,-1,24361,Pat Perez,1.14,54.86,-43.73,51.71
149,0,27936,Martin Laird,1.14,51.25,-56.78,25.26
150,-6,23623,Bo Van Pelt,1.14,59.17,-88.97,36.14
151,-6,20218,Shingo Katayama,1.13,48.74,-45.05,6.08
152,-4,25444,Justin Hicks,1.13,58.74,-27.23,51.55
153,-1,20229,Stewart Cink,1.13,55.20,-32.32,37.58
154,-3,24507,Jason Bohn,1.13,57.45,-36.15,31.30
155,2,20721,Darren Fichardt,1.11,57.74,-51.21,41.35
156,636,27506,Oliver Wilson,1.11,49.84,-9.29,44.00
157,7,29833,Yoshinori Fujimoto,1.11,51.94,-38.38,26.28
158,-4,29479,Scott Brown,1.09,56.89,-36.82,37.36
159,-6,21099,David Lynn,1.09,56.85,-85.33,7.06
160,0,26525,Grégory Bourdy,1.08,56.19,-46.47,25.31
161,-5,23783,Felipe Aguilar,1.08,56.03,-39.26,39.86
162,-7,32717,Moritz Lampert,1.07,44.91,-3.28,45.89
163,-4,02206,David Toms,1.06,42.43,-41.02,27.94
164,-3,27778,Julien Quesne,1.06,50.69,-38.37,27.15
165,5,31416,Derek Fathauer,1.05,48.30,-3.99,49.49
166,3,31646,Emiliano Grillo,1.04,54.19,-27.99,50.35
167,-4,35314,Andy Sullivan,1.04,54.18,-21.70,51.38
168,-6,23621,Rory Sabbatini,1.04,53.92,-42.47,28.82
169,-3,29425,Andrew Svoboda,1.04,53.90,-23.12,38.87
170,3,33399,Adam Hadwin,1.03,50.69,-11.99,51.95
171,-4,24748,WC Liang,1.03,53.63,-45.13,21.09
172,-4,23821,Yusaku Miyazato,1.03,49.49,-28.36,28.52
173,-1,24358,Robert Garrigus,1.01,50.71,-75.43,36.53
174,-3,34709,Eddie Pepperell,1.01,50.65,-20.05,41.17
175,3,33948,Byeong Hun An,1.01,46.28,-9.47,39.49
176,1,34130,Sung Joon Park,1.00,48.94,-34.46,12.05
177,27,21691,Robert-Jan Derksen,1.00,43.80,-21.79,28.05
178,-3,28486,Michael Putnam,1.00,51.74,-34.05,32.97
179,26,30812,Benjamin Hebert,.99,39.69,-1.63,39.83
180,-4,22792,Peter Hanson,.99,47.38,-96.46,23.72
181,-7,25240,D.A. Points,.99,51.25,-65.48,8.63
182,-1,34261,Scott Langley,.98,50.75,-18.90,51.10
183,-3,29222,Billy Hurley III,.97,50.69,-17.61,47.58
184,1,22080,Prayad Marksaeng,.97,47.73,-36.39,26.63
185,-6,23452,Nicolas Colsaerts,.97,50.55,-74.18,26.50
186,-4,21753,Brian Davis,.97,50.38,-42.43,30.80
187,-4,35539,Luke Guthrie,.96,49.66,-55.59,27.77
188,-2,34431,Robert Streb,.95,49.28,-24.49,47.95
189,-5,28500,Martin Flores,.95,49.15,-29.17,41.69
190,-1,33449,Zack Sucher,.94,37.78,-4.29,36.01
191,-4,32694,Morten Orum Madsen,.94,48.90,-35.15,16.78
192,3,22892,Jason Gore,.94,46.87,-10.05,47.20
192,14,28143,Chapchai Nirat,.94,37.49,-16.91,26.95
194,4,23373,Michael Hoey,.94,48.69,-26.99,39.97
195,-7,28259,Sangmoon Bae,.94,48.62,-48.61,30.03
196,-6,22371,Aaron Baddeley,.93,46.62,-32.93,32.75
197,-6,34707,Siddikur Rahman,.92,36.95,-27.64,18.17
198,-6,34021,Bud Cauley,.92,47.79,-34.33,39.27
199,0,29078,Chan Shih-chang,.91,36.59,-8.44,32.06
200,12,20832,Raphael Jacquelin,.91,45.69,-46.84,25.63
201,-1,27933,John Merrick,.91,44.35,-55.82,18.86
202,-5,27929,Shiv Kapur,.90,47.00,-38.23,23.04
203,-7,23797,Brett Rumford,.90,45.98,-55.93,14.00
204,-3,32791,K.H. Lee,.90,46.66,-34.10,21.91
205,-11,35181,Daniel van Tonder,.90,46.63,-13.28,49.09
206,-13,31138,Scott Jamieson,.90,46.62,-52.61,27.23
207,-5,24039,Prom Meesawat,.90,41.22,-26.94,25.74
208,3,06567,Vijay Singh,.88,44.01,-43.51,21.87
209,-6,27072,Alvaro Quiros,.88,37.79,-21.46,31.87
210,-3,32622,Matthew Baldwin,.87,45.35,-24.17,33.41
211,144,27081,Seunghyuk Kim,.87,36.54,-4.28,35.08
212,-3,28780,Nicholas Thompson,.87,45.13,-32.47,34.39
213,-3,31113,Paul Waring,.86,41.50,-23.43,26.38
214,-6,23063,Scott Hend,.86,41.46,-38.88,15.06
215,58,27950,Florian Fritsch,.86,34.45,-.74,35.19
216,10,26908,Yuta Ikeda,.85,41.69,-42.37,14.98
217,-2,29725,Tony Finau,.85,33.94,-1.21,33.95
218,-5,27899,Rikard Karlberg,.85,36.47,-18.47,33.04
219,2,25562,Andres Romero,.84,42.21,-29.08,31.81
220,-2,22983,Bradley Dredge,.84,33.71,-4.33,34.33
221,-5,20157,Retief Goosen,.84,35.20,-22.11,34.60
