RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,08793,Tiger Woods,76.5,1224,16
2,0,12823,Carlos Franco,79.4,1746,22
3,0,08375,Paul Stankowski,86.1,1206,14
4,0,06522,Ernie Els,90.0,1080,12
5,0,19825,Darren Clarke,97.2,972,10
6,0,01388,Robert Gamez,97.7,2052,21
7,0,22892,Jason Gore,99.6,1494,15
8,0,22295,Darron Stiles,101.3,1620,16
9,0,12645,Brent Geiberger,102.0,918,9
10,0,21209,Sergio Garcia,102.6,1026,10
10,0,23177,Kenneth Staton,102.6,1026,10
12,0,11011,Mike Sposa,105.0,1260,12
13,0,12510,Chad Campbell,108.0,1836,17
14,0,01249,John Daly,112.0,1008,9
15,0,23353,J.J. Henry,115.2,1728,15
16,0,23552,Hank Kuehne,116.2,1278,11
17,0,01706,Davis Love III,118.5,1422,12
18,0,01577,Lee Janzen,120.0,1440,12
19,0,01553,John Huston,122.7,1350,11
20,0,20663,Brenden Pappas,123.6,1854,15
21,0,22548,Patrick Sheehan,127.3,1782,14
22,0,23338,David Gossett,127.4,1656,13
23,0,24361,Pat Perez,128.8,1674,13
24,0,10809,Jim Furyk,129.9,1818,14
25,0,01723,Andrew Magee,133.5,1602,12
26,0,07867,Woody Austin,133.7,1872,14
27,0,22371,Aaron Baddeley,134.0,1206,9
28,0,12661,Todd Barranger,135.0,1350,10
29,0,23614,Rich Beem,138.6,1386,10
30,0,06567,Vijay Singh,141.2,1836,13
31,0,08337,Mike Heinen,144.0,1584,11
31,0,08075,Jerry Kelly,144.0,1872,13
31,0,01707,Steve Lowery,144.0,1440,10
31,0,01938,David Peoples,144.0,1728,12
31,0,01948,Tim Petrovic,144.0,1872,13
36,0,01685,J.L. Lewis,145.5,1746,12
37,0,10201,Matt Gogel,146.0,1314,9
38,0,22046,Geoff Ogilvy,147.6,1476,10
39,0,11032,Frank Lickliter II,148.9,1638,11
40,0,25031,Andy Miller,150.0,1350,9
40,0,10423,Mike Weir,150.0,1350,9
42,0,02106,Chris Smith,150.5,1656,11
43,0,20498,Briny Baird,150.9,1962,13
44,0,19824,Craig Barlow,152.2,1674,11
45,0,21805,Harrison Frazar,153.0,1530,10
45,0,12680,Shigeki Maruyama,153.0,1530,10
45,0,01941,Tom Pernice Jr.,153.0,1836,12
48,0,02246,Duffy Waldorf,154.8,1548,10
49,0,20593,Greg Chalmers,155.5,1710,11
50,0,20436,Garrett Willis,157.1,1728,11
51,0,26950,John Morgan,158.0,1422,9
51,0,10912,Craig Perks,158.0,1422,9
