RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,28089,Jason Day,81' 11",58001,59,460,4102001730
2,0,27649,Brandt Snedeker,81' 6",65553,67,458,2702002159
3,0,24781,Hunter Mahan,81' 4",74161,76,457,3904002642
4,0,25572,Graeme McDowell,81' 1",35998,37,457,1004001679
5,0,32102,Rickie Fowler,81' 0",64153,66,460,2201001785
6,0,25900,Lucas Glover,80' 11",59235,61,455,2002001665
6,0,26951,Johnson Wagner,80' 11",67980,70,452,3302002433
8,0,02206,David Toms,80' 4",56864,59,453,4004002211
9,0,27939,Matt McQuillan,80' 0",46062,48,451,2501002047
10,0,28158,Steve Marino,79' 7",59222,62,448,2901001900
11,0,33413,Ben Martin,79' 2",61752,65,445,1503001954
12,0,25396,Kevin Na,79' 1",64540,68,449,4303001541
13,0,12652,Cameron Beckman,78' 10",60563,64,443,0501002005
13,0,32876,Martin Piller,78' 10",49215,52,444,4401002055
15,0,06527,Steve Stricker,78' 9",50060,53,442,2903002084
16,0,24361,Pat Perez,78' 8",66110,70,442,0503001731
17,0,20848,Ángel Cabrera,78' 7",33008,35,441,0504001829
18,0,25562,Andres Romero,78' 4",63914,68,441,2804001736
19,0,23983,Luke Donald,78' 3",48802,52,438,2101001720
20,0,28679,Fabián Gómez,77' 11",64544,69,441,1903002312
20,0,22046,Geoff Ogilvy,77' 11",50472,54,438,3904001648
20,0,34072,Will Strickler,77' 11",40212,43,440,2304002310
23,0,24604,Hunter Haas,77' 9",79329,85,436,4402001769
24,0,20645,John Senden,77' 8",75526,81,436,1001001922
25,0,20070,Matt Bettencourt,77' 6",71616,77,437,3304001986
26,0,26287,Roland Thatcher,77' 5",56650,61,432,0202001868
27,0,20160,Charlie Wi,77' 3",71401,77,435,1403001839
28,0,31193,Jim Renner,77' 2",49077,53,433,3003001831
29,0,26476,Chez Reavie,77' 0",75740,82,432,4101002177
30,0,20593,Greg Chalmers,76' 10",72875,79,435,1802001791
30,0,28620,Aron Price,76' 10",45189,49,432,4301001778
32,0,30750,Tommy Gainey,76' 9",83771,91,432,1002001591
