RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,32876,Martin Piller,8' 4",2894.083,349
1,0,26951,Johnson Wagner,8' 4",3979.000,479
3,0,25900,Lucas Glover,8' 3",3559.500,430
3,0,28679,Fabián Gómez,8' 3",3731.667,452
3,0,20645,John Senden,8' 3",4324.417,523
3,0,02206,David Toms,8' 3",3444.083,419
7,0,24781,Hunter Mahan,8' 2",4471.083,549
7,0,25457,Alexandre Rocha,8' 2",2455.417,301
7,0,22913,John Rollins,8' 2",3870.333,476
10,0,26668,Marc Turnesa,8' 1",2340.000,290
11,0,33413,Ben Martin,8' 0",3515.583,441
11,0,25572,Graeme McDowell,8' 0",2184.917,272
11,0,27939,Matt McQuillan,8' 0",2787.167,347
14,0,24604,Hunter Haas,7' 11",4816.333,609
14,0,27974,Sung Kang,7' 11",2694.333,340
14,0,28158,Steve Marino,7' 11",3587.583,455
14,0,26476,Chez Reavie,7' 11",4408.583,557
18,0,06522,Ernie Els,7' 10",2731.417,350
18,0,06573,Brandt Jobe,7' 10",4312.667,548
18,0,27933,John Merrick,7' 10",3147.083,400
18,0,28620,Aron Price,7' 10",2597.917,332
22,0,26758,David Hearn,7' 9",4004.333,518
22,0,10733,Kent Jones,7' 9",3432.833,444
22,0,01766,Billy Mayfair,7' 9",4408.417,567
22,0,31202,William McGirt,7' 9",4696.667,605
22,0,33419,Cameron Tringale,7' 9",5056.750,651
27,0,10505,Shane Bertsch,7' 8",2880.917,376
27,0,01577,Lee Janzen,7' 8",2707.833,354
27,0,23548,Bill Lunde,7' 8",3954.167,516
27,0,06515,Shaun Micheel,7' 8",3410.167,447
27,0,26331,Charl Schwartzel,7' 8",2140.250,279
27,0,26679,Kevin Stadler,7' 8",3602.667,470
27,0,27064,Jhonattan Vegas,7' 8",3493.000,458
34,0,06004,Stephen Ames,7' 7",3172.917,420
34,0,12652,Cameron Beckman,7' 7",3452.667,455
34,0,20848,Ángel Cabrera,7' 7",1982.167,262
34,0,28089,Jason Day,7' 7",3541.750,465
34,0,09011,David Duval,7' 7",3006.583,396
34,0,32102,Rickie Fowler,7' 7",3817.583,502
34,0,30750,Tommy Gainey,7' 7",4721.500,625
34,0,20157,Retief Goosen,7' 7",2118.500,279
34,0,22348,Nick O'Hern,7' 7",3937.583,521
34,0,28486,Michael Putnam,7' 7",2769.333,364
34,0,34072,Will Strickler,7' 7",2320.000,307
34,0,31323,Gary Woodland,7' 7",3414.167,452
46,0,10885,Robert Allenby,7' 6",3535.667,469
46,0,20070,Matt Bettencourt,7' 6",4087.167,546
46,0,28087,Kris Blanks,7' 6",3982.333,529
46,0,20229,Stewart Cink,7' 6",2641.083,354
46,0,21961,Charles Howell III,7' 6",4707.167,627
46,0,26420,Richard Johnson,7' 6",2634.500,353
46,0,28475,Jeff Overton,7' 6",3861.667,517
46,0,20572,Rod Pampling,7' 6",3167.167,424
46,0,24361,Pat Perez,7' 6",3956.583,526
46,0,25345,Carl Pettersson,7' 6",4826.500,644
46,0,31193,Jim Renner,7' 6",2856.917,383
46,0,23497,Tag Ridings,7' 6",3923.333,521
46,0,06567,Vijay Singh,7' 6",3811.750,508
46,0,25804,Bubba Watson,7' 6",3005.167,402
46,0,12602,Dean Wilson,7' 6",3090.583,410
61,0,20498,Briny Baird,7' 5",2350.417,317
61,0,24357,K.J. Choi,7' 5",2982.417,400
61,0,23638,Brendon de Jonge,7' 5",4972.333,672
61,0,08537,J.P. Hayes,7' 5",2564.833,344
61,0,29420,Billy Horschel,7' 5",3095.250,417
61,0,22378,Trevor Immelman,7' 5",3233.083,436
61,0,10585,Scott McCarron,7' 5",2942.750,397
61,0,29221,Webb Simpson,7' 5",4507.333,607
61,0,27649,Brandt Snedeker,7' 5",3942.833,531
61,0,27214,Kevin Streelman,7' 5",3783.000,508
61,0,32150,Michael Thompson,7' 5",3669.250,497
61,0,27770,Camilo Villegas,7' 5",2966.667,402
73,0,29910,Blake Adams,7' 4",5591.833,762
73,0,11123,Chris Couch,7' 4",3658.583,499
73,0,22621,Ben Curtis,7' 4",3144.500,431
73,0,24924,Bill Haas,7' 4",3561.750,485
73,0,23353,J.J. Henry,7' 4",3688.333,502
73,0,31557,Jim Herman,7' 4",2602.417,354
73,0,30925,Dustin Johnson,7' 4",2596.167,356
73,0,26851,Marc Leishman,7' 4",4020.750,547
73,0,22961,David Mathis,7' 4",3742.000,511
73,0,20160,Charlie Wi,7' 4",4297.833,584
73,0,20436,Garrett Willis,7' 4",3277.083,447
73,0,24663,Y.E. Yang,7' 4",2258.167,309
85,0,24507,Jason Bohn,7' 3",3423.333,472
85,0,01116,Michael Bradley,7' 3",2798.417,384
85,0,24358,Robert Garrigus,7' 3",3462.333,475
85,0,32698,Bobby Gates,7' 3",3117.000,430
85,0,19846,Brian Gay,7' 3",4032.083,555
85,0,12782,Tim Herron,7' 3",3908.000,539
85,0,29478,Kevin Kisner,7' 3",2915.417,404
85,0,24140,Sean O'Hair,7' 3",2885.500,400
85,0,21949,Joe Ogilvie,7' 3",3323.083,457
85,0,24502,Adam Scott,7' 3",2235.917,310
85,0,22293,Heath Slocum,7' 3",3244.500,450
85,0,08375,Paul Stankowski,7' 3",3435.833,475
85,0,06527,Steve Stricker,7' 3",3086.167,426
85,0,27330,Josh Teater,7' 3",4404.250,606
85,0,26287,Roland Thatcher,7' 3",3225.417,446
85,0,27095,Nick Watney,7' 3",3400.500,470
85,0,26289,Boo Weekley,7' 3",2440.917,337
85,0,21878,Mark Wilson,7' 3",3655.333,504
103,0,12510,Chad Campbell,7' 2",4003.500,559
103,0,20593,Greg Chalmers,7' 2",4440.500,623
103,0,23983,Luke Donald,7' 2",2986.750,418
103,0,01313,Steve Elkington,7' 2",2085.750,292
103,0,21209,Sergio Garcia,7' 2",2211.667,310
103,0,30926,Chris Kirk,7' 2",3887.417,542
103,0,30711,Colt Knost,7' 2",3321.333,462
103,0,27797,Derek Lamely,7' 2",2649.583,368
103,0,27466,Spencer Levin,7' 2",4517.333,631
103,0,31401,Zack Miller,7' 2",3609.500,503
