RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
110,0,21961,Charles Howell III,12' 10",77.000,6,28,3
111,0,27466,Spencer Levin,12' 9",38.333,3,18,6
111,0,26331,Charl Schwartzel,12' 9",12.750,1,13,13
111,0,25834,Daniel Summerhays,12' 9",76.417,6,31,6
114,0,31401,Zack Miller,12' 8",50.667,4,17,4
115,0,10860,Justin Leonard,12' 6",24.917,2,16,9
116,0,21350,Ryuji Imada,12' 5",24.750,2,13,11
116,0,01577,Lee Janzen,12' 5",37.250,3,20,7
118,0,07867,Woody Austin,12' 2",12.167,1,12,12
119,0,34072,Will Strickler,12' 1",60.333,5,28,8"
120,0,20593,Greg Chalmers,11' 6",46.000,4,20,5
120,0,30926,Chris Kirk,11' 6",45.917,4,27,3
120,0,25632,Jimmy Walker,11' 6",68.833,6,16,8
123,0,32366,Kevin Chappell,11' 2",55.667,5,24,1
123,0,06567,Vijay Singh,11' 2",33.583,3,17,5
125,0,27770,Camilo Villegas,11' 1",11.083,1,11,11
126,0,25457,Alexandre Rocha,10' 11",21.750,2,15,7
127,0,07457,Steve Flesch,10' 10",21.667,2,13,9
127,0,27141,J.B. Holmes,10' 10",43.417,4,20,2
127,0,31202,William McGirt,10' 10",43.417,4,16,4
130,0,32102,Rickie Fowler,10' 8",63.917,6,20,4
130,0,26851,Marc Leishman,10' 8",64.000,6,15,7
132,0,23788,D.J. Trahan,10' 7",84.583,8,36,3
133,0,26881,Jarrod Lyle,10' 6",52.333,5,15,2
133,0,08375,Paul Stankowski,10' 6",10.500,1,11,11
135,0,23673,Michael Connell,10' 5",10.417,1,10,10
136,0,24024,Zach Johnson,10' 4",51.583,5,14,5
137,0,29720,Andres Gonzales,10' 2",20.250,2,17,4
138,0,29910,Blake Adams,9' 11",29.750,3,13,7
139,0,01116,Michael Bradley,9' 10",39.167,4,18,2
139,0,10733,Kent Jones,9' 10",39.167,4,26,3
139,0,30692,Scott Stallings,9' 10",29.500,3,19,5
142,0,32150,Michael Thompson,9' 9",29.333,3,13,7
143,0,24290,D.J. Brigman,9' 6",28.417,3,14,6
144,0,28158,Steve Marino,9' 2",55.000,6,22,4
145,0,19970,Robert Karlsson,9' 0",35.917,4,15,4
146,0,22293,Heath Slocum,8' 9",17.500,2,10,8
147,0,26758,David Hearn,8' 8",34.667,4,21,4
148,0,20127,Chris Riley,8' 6",16.917,2,11,6
149,0,12652,Cameron Beckman,8' 3",16.500,2,14,3
149,0,06527,Steve Stricker,8' 3",33.000,4,16,5
151,0,23353,J.J. Henry,8' 1",24.250,3,12,5
152,0,24846,Ricky Barnes,7' 9",15.500,2,15,11"
153,0,23409,James Driscoll,7' 6",15.000,2,13,2
153,0,24138,Ian Poulter,7' 6",14.917,2,8,7
155,0,02206,David Toms,7' 4",14.667,2,10,5
155,0,21878,Mark Wilson,7' 4",22.083,3,10,3
157,0,28087,Kris Blanks,6' 11",20.833,3,15,3
158,0,25572,Graeme McDowell,6' 7",13.167,2,8,6
159,0,12510,Chad Campbell,6' 3",18.750,3,11,3
160,0,20472,Alex Cejka,5' 8",16.917,3,8,3
161,0,32876,Martin Piller,5' 6",5.500,1,6,6
162,0,33911,Nate Smith,5' 4",21.250,4,9,3
163,0,21805,Harrison Frazar,5' 1",5.083,1,5,5
164,0,23541,Ben Crane,5' 0",15.000,3,13,2"
165,0,06522,Ernie Els,4' 9",4.750,1,5,5
166,0,34255,Joseph Bramlett,4' 8",4.667,1,5,5
167,0,09011,David Duval,4' 7",9.083,2,9,1"
168,0,22961,David Mathis,4' 2",8.250,2,7,1
169,0,01313,Steve Elkington,4' 0",4.000,1,4,4
170,0,20098,Stuart Appleby,3' 5",3.417,1,3,3
171,0,23621,Rory Sabbatini,2' 10",2.833,1,3,3
172,0,31557,Jim Herman,2' 2",6.583,3,4,4"
173,0,22046,Geoff Ogilvy,2' 0",2.000,1,2,2
174,0,20157,Retief Goosen,1' 8",1.667,1,2,2
