RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
67,0,20498,Briny Baird,1.542,3137,2034
67,0,28780,Nicholas Thompson,1.542,3137,2034
69,0,20105,Jeff Gove,1.544,1390,900
70,0,26300,Matt Jones,1.546,2643,1710
71,0,26695,Michael Letzig,1.547,2450,1584
72,0,27963,Chris Stroud,1.551,2262,1458
73,0,01035,Tommy Armour III,1.553,2153,1386
74,0,26951,Johnson Wagner,1.556,2325,1494
75,0,20766,Padraig Harrington,1.558,1402,900
76,0,20850,Daniel Chopra,1.559,2329,1494
76,0,08075,Jerry Kelly,1.559,2469,1584
78,0,28475,Jeff Overton,1.561,2895,1854
78,0,12602,Dean Wilson,1.561,3062,1962
80,0,20378,Mathias Grönberg,1.562,2446,1566
81,0,27060,John Mallinger,1.563,2673,1710
82,0,06621,Joe Durant,1.565,2592,1656
82,0,12705,Cliff Kresge,1.565,2367,1512
84,0,19803,Ryan Armour,1.566,2452,1566
84,0,24924,Bill Haas,1.566,2790,1782
86,0,23778,Brad Adamonis,1.568,2456,1566
87,0,01024,Billy Andrade,1.569,2005,1278
87,0,23718,Nathan Green,1.569,2683,1710
89,0,20634,Peter Lonard,1.572,2603,1656
90,0,27561,Nick Flanagan,1.575,2523,1602
91,0,26476,Chez Reavie,1.576,2894,1836
92,0,22371,Aaron Baddeley,1.577,2072,1314
92,0,25190,Jeff Quinney,1.577,2470,1566
94,0,21350,Ryuji Imada,1.579,2274,1440
95,0,25562,Andres Romero,1.583,1909,1206
96,0,01677,Tom Lehman,1.584,1454,918
96,0,07749,Brett Quigley,1.584,2281,1440
98,0,20098,Stuart Appleby,1.586,2398,1512
98,0,28158,Steve Marino,1.586,3398,2142
100,0,25396,Kevin Na,1.590,2776,1746
100,0,23623,Bo Van Pelt,1.590,2891,1818
102,0,10423,Mike Weir,1.591,2491,1566
103,0,10875,Todd Demsey,1.594,2295,1440
104,0,10505,Shane Bertsch,1.595,2756,1728
105,0,26596,Ryan Moore,1.596,2069,1296
105,0,01941,Tom Pernice Jr.,1.596,2987,1872
107,0,01810,Phil Mickelson,1.597,2242,1404
108,0,06527,Steve Stricker,1.598,2071,1296
109,0,20104,Ken Duke,1.600,3340,2088
109,0,21731,Freddie Jacobson,1.600,2246,1404
109,0,25345,Carl Pettersson,1.600,3168,1980
109,0,24138,Ian Poulter,1.600,1411,882
109,0,24663,Y.E. Yang,1.600,2563,1602
114,0,24925,Jonathan Byrd,1.603,2452,1530
114,0,23541,Ben Crane,1.603,2481,1548
114,0,01320,Bob Estes,1.603,2597,1620
114,0,12716,Charley Hoffman,1.603,2713,1692
114,0,29718,Anthony Kim,1.603,2337,1458
114,0,10860,Justin Leonard,1.603,2741,1710
114,0,22046,Geoff Ogilvy,1.603,1847,1152
121,0,01707,Steve Lowery,1.604,2136,1332
122,0,20157,Retief Goosen,1.605,1676,1044
123,0,22348,Nick O'Hern,1.606,2313,1440
124,0,23325,Vaughn Taylor,1.607,2979,1854
125,0,23135,Tim Clark,1.609,2578,1602
126,0,06004,Stephen Ames,1.610,2377,1476
126,0,11032,Frank Lickliter II,1.610,3100,1926
126,0,27770,Camilo Villegas,1.610,2260,1404
129,0,28089,Jason Day,1.612,2351,1458
130,0,21753,Brian Davis,1.613,3136,1944
131,0,07457,Steve Flesch,1.614,2760,1710
132,0,21878,Mark Wilson,1.616,3112,1926
133,0,01388,Robert Gamez,1.617,2299,1422
133,0,27649,Brandt Snedeker,1.617,2445,1512
133,0,02239,Scott Verplank,1.617,2358,1458
136,0,20229,Stewart Cink,1.620,2362,1458
136,0,08537,J.P. Hayes,1.620,1954,1206
138,0,01139,Olin Browne,1.623,2249,1386
138,0,01473,Todd Hamilton,1.623,2687,1656
138,0,10585,Scott McCarron,1.623,1841,1134
141,0,20160,Charlie Wi,1.624,2835,1746
142,0,06643,Paul Goydos,1.625,2281,1404
142,0,01945,Kenny Perry,1.625,2837,1746
142,0,22913,John Rollins,1.625,2749,1692
145,0,24357,K.J. Choi,1.626,2049,1260
145,0,06251,Chris DiMarco,1.626,2547,1566
147,0,06522,Ernie Els,1.627,1464,900
147,0,27141,J.B. Holmes,1.627,2489,1530
149,0,01313,Steve Elkington,1.628,2461,1512
149,0,20572,Rod Pampling,1.628,2345,1440
151,0,20433,Mark Hensby,1.629,2082,1278
151,0,02206,David Toms,1.629,1994,1224
153,0,01797,Rocco Mediate,1.630,2552,1566
154,0,09011,David Duval,1.631,1497,918
155,0,24024,Zach Johnson,1.632,2468,1512
155,0,24361,Pat Perez,1.632,2703,1656
157,0,30925,Dustin Johnson,1.633,2705,1656
158,0,06595,Kevin Sutherland,1.634,2883,1764
159,0,06197,Michael Allen,1.635,2678,1638
159,0,10809,Jim Furyk,1.635,2766,1692
159,0,25804,Bubba Watson,1.635,2855,1746
162,0,22892,Jason Gore,1.636,2768,1692
163,0,01142,Bart Bryant,1.637,2387,1458
163,0,25900,Lucas Glover,1.637,2681,1638
163,0,06567,Vijay Singh,1.637,2299,1404
166,0,01226,Fred Couples,1.638,1769,1080
166,0,23497,Tag Ridings,1.638,2594,1584
168,0,12510,Chad Campbell,1.639,2773,1692
168,0,01706,Davis Love III,1.639,2301,1404
170,0,20574,Mathew Goggin,1.640,2687,1638
170,0,23788,D.J. Trahan,1.640,2775,1692
172,0,24912,Will MacKenzie,1.642,1833,1116
173,0,01161,Mark Calcavecchia,1.645,1954,1188
173,0,21209,Sergio Garcia,1.645,2073,1260
173,0,22293,Heath Slocum,1.645,3080,1872
176,0,23614,Rich Beem,1.647,2668,1620
176,0,23621,Rory Sabbatini,1.647,2253,1368
178,0,01724,Jeff Maggert,1.648,2551,1548
179,0,22378,Trevor Immelman,1.649,2018,1224
180,0,24358,Robert Garrigus,1.652,2677,1620
180,0,24140,Sean O'Hair,1.652,2409,1458
180,0,24502,Adam Scott,1.652,1457,882
180,0,27095,Nick Watney,1.652,2855,1728
184,0,20848,Ángel Cabrera,1.653,1517,918
185,0,07867,Woody Austin,1.656,3129,1890
186,0,21961,Charles Howell III,1.657,2952,1782
187,0,01766,Billy Mayfair,1.658,3074,1854
187,0,24490,George McNeill,1.658,2895,1746
189,0,27120,Troy Matteson,1.668,2823,1692
190,0,06573,Brandt Jobe,1.670,1563,936
191,0,10885,Robert Allenby,1.671,3218,1926
192,0,24781,Hunter Mahan,1.675,2562,1530
192,0,20645,John Senden,1.675,2773,1656
194,0,26289,Boo Weekley,1.677,2506,1494
195,0,23353,J.J. Henry,1.679,3264,1944
196,0,23349,Charles Warren,1.690,2403,1422
197,0,25364,Paul Casey,1.691,1583,936
