RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,20127,Chris Riley,1.333,1224,918
2,0,26500,Alejandro Cañizares,1.353,1266,936
3,0,20623,Gavin Coles,1.371,1333,972
4,0,06012,Greg Kraft,1.389,1575,1134
5,0,06034,Marco Dawson,1.395,1607,1152
6,0,21633,Steve Allan,1.428,1491,1044
7,0,02223,Bob Tway,1.434,1807,1260
8,0,12680,Shigeki Maruyama,1.441,1297,900
9,0,25632,Jimmy Walker,1.446,1900,1314
10,0,25720,Chad Collins,1.448,1877,1296
11,0,07547,Craig Kanada,1.450,1696,1170
12,0,19846,Brian Gay,1.451,2664,1836
13,0,08931,Glen Day,1.454,1675,1152
14,0,22806,Doug LaBelle II,1.458,1706,1170
15,0,30750,Tommy Gainey,1.460,1577,1080
16,0,01928,Corey Pavin,1.461,1815,1242
16,0,10649,Tom Scherrer,1.461,1473,1008
18,0,20663,Brenden Pappas,1.465,1741,1188
19,0,23320,Ryan Palmer,1.467,1822,1242
20,0,12309,Bob Sowards,1.469,1613,1098
21,0,01948,Tim Petrovic,1.470,2567,1746
22,0,21461,Kenneth Ferrie,1.476,1913,1296
23,0,23125,Brad Elder,1.478,1782,1206
23,0,20443,Jin Park,1.478,2262,1530
23,0,25594,Travis Perkins,1.478,1410,954
26,0,25349,Tim Wilkinson,1.482,2535,1710
27,0,19913,Ron Whittaker,1.483,1441,972
28,0,12652,Cameron Beckman,1.485,2325,1566
29,0,26420,Richard Johnson,1.488,1607,1080
30,0,23540,Jason Allred,1.493,1693,1134
31,0,12826,Paul Claxton,1.496,1697,1134
32,0,27613,David Lutterus,1.497,1590,1062
32,0,22548,Patrick Sheehan,1.497,3341,2232
32,0,26679,Kevin Stadler,1.497,2425,1620
35,0,23108,Matt Kuchar,1.499,2375,1584
36,0,12823,Carlos Franco,1.501,1972,1314
37,0,21805,Harrison Frazar,1.502,1973,1314
38,0,20382,Stephen Leaney,1.505,1436,954
39,0,20472,Alex Cejka,1.507,2035,1350
39,0,10733,Kent Jones,1.507,1845,1224
41,0,12660,Jesper Parnevik,1.509,2390,1584
42,0,01577,Lee Janzen,1.510,2419,1602
43,0,22582,Kyle Thompson,1.511,1904,1260
44,0,23409,James Driscoll,1.515,2318,1530
44,0,06575,Dudley Hart,1.515,2018,1332
46,0,23797,Brett Rumford,1.517,1966,1296
47,0,26668,Marc Turnesa,1.519,2379,1566
48,0,06090,Jim McGovern,1.521,2054,1350
49,0,01553,John Huston,1.523,1535,1008
49,0,25842,Jon Mills,1.523,2605,1710
49,0,02002,John Riegger,1.523,2001,1314
52,0,22621,Ben Curtis,1.526,2198,1440
53,0,23048,Eric Axley,1.527,3105,2034
53,0,24449,Parker McLachlin,1.527,2419,1584
53,0,10425,Jay Williamson,1.527,2639,1728
56,0,27933,John Merrick,1.528,2696,1764
57,0,12782,Tim Herron,1.529,2669,1746
58,0,21959,Ted Purdy,1.530,1873,1224
59,0,21949,Joe Ogilvie,1.532,2758,1800
60,0,26631,Cody Freeman,1.537,1826,1188
60,0,27936,Martin Laird,1.537,2712,1764
62,0,24227,Justin Bolli,1.538,2409,1566
62,0,08385,Omar Uresti,1.538,2049,1332
64,0,27214,Kevin Streelman,1.539,3158,2052
65,0,23157,Richard Johnson,1.540,2135,1386
65,0,08845,Scott Sterling,1.540,2467,1602
