RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,08793,Tiger Woods,69.67,209,300
2,0,20127,Chris Riley,66.17,399,603
3,0,01157,Tom Byrum,65.96,310,470
4,0,01968,Nick Price,65.49,260,397
5,0,01307,Joel Edwards,65.46,379,579
6,0,08075,Jerry Kelly,65.11,362,556
7,0,10809,Jim Furyk,64.78,274,423
8,0,08545,Glen Hnatiuk,64.77,331,511
9,0,01761,Len Mattiace,64.71,407,629
10,0,20634,Peter Lonard,64.58,330,511
11,0,20572,Rod Pampling,64.26,383,596
12,0,02010,Loren Roberts,64.24,327,509
13,0,11011,Mike Sposa,64.22,447,696
14,0,06078,Esteban Toledo,64.04,399,623
15,0,01175,Jim Carter,63.53,392,617
16,0,01619,Skip Kendall,63.46,422,665
17,0,01457,Jay Haas,63.44,328,517
18,0,02245,Grant Waite,63.41,376,593
19,0,06809,Bob Burns,63.33,373,589
20,0,06251,Chris DiMarco,63.31,371,586
21,0,06004,Stephen Ames,63.22,318,503
21,0,01381,Fred Funk,63.22,349,552
23,0,06373,José María Olazábal,63.07,275,436
24,0,01361,Dan Forsman,63.03,283,449
25,0,06567,Vijay Singh,62.98,313,497
26,0,01569,Peter Jacobsen,62.87,254,404
27,0,20094,Jonathan Kaye,62.75,310,494
28,0,01527,Scott Hoch,62.65,260,415
29,0,06522,Ernie Els,62.63,233,372
30,0,02104,Jeff Sluman,62.62,407,650
31,0,01706,Davis Love III,62.57,316,505
31,0,02223,Bob Tway,62.57,341,545
33,0,19846,Brian Gay,62.48,458,733
34,0,08931,Glen Day,62.44,379,607
35,0,01553,John Huston,62.38,335,537
36,0,12652,Cameron Beckman,62.37,310,497
37,0,10860,Justin Leonard,62.29,327,525
38,0,06332,Neal Lancaster,62.28,388,623
38,0,01948,Tim Petrovic,62.28,322,517
40,0,01666,Bernhard Langer,62.04,201,324
41,0,01139,Olin Browne,62.02,405,653
42,0,01938,David Peoples,61.82,361,584
43,0,08633,Per-Ulrik Johansson,61.80,330,534
44,0,22913,John Rollins,61.79,427,691
45,0,12782,Tim Herron,61.75,381,617
46,0,24361,Pat Perez,61.71,369,598
47,0,01810,Phil Mickelson,61.64,323,524
48,0,02214,Kirk Triplett,61.62,297,482
49,0,02002,John Riegger,61.56,285,463
50,0,01329,Brad Faxon,61.44,333,542
51,0,02206,David Toms,61.41,323,526
52,0,01313,Steve Elkington,61.31,309,504
53,0,19972,José Coceres,61.30,217,354
54,0,23108,Matt Kuchar,61.28,315,514
55,0,01185,Brandel Chamblee,61.23,319,521
56,0,06350,Bob May,61.11,308,504
57,0,01766,Billy Mayfair,61.08,339,555
58,0,20157,Retief Goosen,61.07,171,280
58,0,01797,Rocco Mediate,61.07,240,393
60,0,01226,Fred Couples,60.99,233,382
61,0,02239,Scott Verplank,60.98,300,492
62,0,01723,Andrew Magee,60.97,353,579
63,0,06012,Greg Kraft,60.78,341,561
64,0,08537,J.P. Hayes,60.77,299,492
65,0,12823,Carlos Franco,60.76,367,604
66,0,23135,Tim Clark,60.61,260,429
67,0,23338,David Gossett,60.60,323,533
68,0,07721,Pat Bates,60.57,321,530
69,0,10201,Matt Gogel,60.56,304,502
70,0,10912,Craig Perks,60.53,345,570
71,0,01685,J.L. Lewis,60.45,347,574
72,0,06515,Shaun Micheel,60.36,303,502
73,0,08553,Lee Porter,60.30,357,592
74,0,01724,Jeff Maggert,60.24,306,508
75,0,01024,Billy Andrade,60.23,368,611
76,0,06498,Matt Peterson,60.21,283,470
77,0,02246,Duffy Waldorf,60.19,310,515
78,0,20229,Stewart Cink,60.16,302,502
79,0,01098,Jay Don Blake,60.15,406,675
80,0,23983,Luke Donald,60.11,342,569
81,0,21961,Charles Howell III,60.10,375,624
82,0,01887,Mark O'Meara,60.00,240,400
83,0,23621,Rory Sabbatini,59.95,232,387
83,0,02257,Brian Watts,59.95,226,377
85,0,12680,Shigeki Maruyama,59.93,323,539
86,0,06621,Joe Durant,59.91,263,439
87,0,06575,Dudley Hart,59.88,294,491
88,0,12510,Chad Campbell,59.83,362,605
88,0,01378,David Frost,59.83,362,605
90,0,20498,Briny Baird,59.81,378,632
90,0,24357,K.J. Choi,59.81,323,540
92,0,06527,Steve Stricker,59.80,241,403
93,0,24925,Jonathan Byrd,59.77,361,604
94,0,01142,Bart Bryant,59.72,215,360
94,0,24937,Jess Daley,59.72,295,494
96,0,01132,Mark Brooks,59.71,372,623
97,0,01320,Bob Estes,59.64,266,446
97,0,20645,John Senden,59.64,297,498
99,0,01945,Kenny Perry,59.60,298,500
100,0,23903,Stephen Gangluff,59.59,292,490
100,0,12753,David Morland IV,59.59,230,386
102,0,01219,John Cook,59.52,275,462
103,0,10425,Jay Williamson,59.50,335,563
104,0,10885,Robert Allenby,59.49,304,511
105,0,01941,Tom Pernice Jr.,59.30,373,629
106,0,19958,Miguel Angel Jiménez,59.26,224,378
107,0,21805,Harrison Frazar,59.25,333,562
108,0,01203,Russ Cochran,59.23,247,417
109,0,20574,Mathew Goggin,59.19,235,397
110,0,06595,Kevin Sutherland,59.17,300,507
