RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,01388,Robert Gamez,100.00,3,3
1,0,23353,J.J. Henry,100.00,1,1
1,0,01527,Scott Hoch,100.00,1,1
1,0,02010,Loren Roberts,100.00,1,1
5,0,12510,Chad Campbell,80.00,4,5
5,0,08535,Gary Nicklaus,80.00,4,5
5,0,12660,Jesper Parnevik,80.00,4,5
5,0,08375,Paul Stankowski,80.00,4,5
5,0,12663,Phil Tataurangi,80.00,4,5
10,0,01139,Olin Browne,75.00,3,4
10,0,02214,Kirk Triplett,75.00,3,4
10,0,02322,Richard Zokol,75.00,3,4
13,0,20548,Hidemichi Tanaka,71.43,5,7
14,0,01042,Paul Azinger,66.67,2,3
14,0,07003,David Berganio Jr.,66.67,2,3
14,0,01226,Fred Couples,66.67,2,3
14,0,01374,Robin Freeman,66.67,4,6
14,0,10117,Bob Heintz,66.67,4,6
14,0,01887,Mark O'Meara,66.67,2,3
14,0,01926,Steve Pate,66.67,2,3
14,0,02133,Craig Stadler,66.67,4,6
22,0,19972,José Coceres,60.00,3,5
22,0,24937,Jess Daley,60.00,3,5
22,0,06251,Chris DiMarco,60.00,3,5
22,0,01577,Lee Janzen,60.00,3,5
22,0,01619,Skip Kendall,60.00,6,10
22,0,22046,Geoff Ogilvy,60.00,3,5
22,0,01920,Craig Parry,60.00,3,5
22,0,20127,Chris Riley,60.00,3,5
22,0,02206,David Toms,60.00,3,5
31,0,07867,Woody Austin,57.14,4,7
31,0,12388,Michael Clark II,57.14,4,7
31,0,06036,Scott Dunlap,57.14,4,7
31,0,01553,John Huston,57.14,4,7
31,0,07749,Brett Quigley,57.14,4,7
36,0,11011,Mike Sposa,55.56,5,9
37,0,01024,Billy Andrade,50.00,2,4
37,0,20498,Briny Baird,50.00,3,6
37,0,12652,Cameron Beckman,50.00,2,4
37,0,08123,Jeff Brehaut,50.00,2,4
37,0,01142,Bart Bryant,50.00,2,4
37,0,24925,Jonathan Byrd,50.00,2,4
37,0,01161,Mark Calcavecchia,50.00,3,6
37,0,20593,Greg Chalmers,50.00,3,6
37,0,07457,Steve Flesch,50.00,4,8
37,0,12823,Carlos Franco,50.00,5,10
37,0,21209,Sergio Garcia,50.00,2,4
37,0,19846,Brian Gay,50.00,2,4
37,0,12645,Brent Geiberger,50.00,2,4
37,0,20157,Retief Goosen,50.00,2,4
37,0,20105,Jeff Gove,50.00,3,6
37,0,06617,Brian Henninger,50.00,2,4
37,0,08633,Per-Ulrik Johansson,50.00,2,4
37,0,08993,Franklin Langham,50.00,3,6
37,0,20502,Michael Long,50.00,2,4
37,0,12753,David Morland IV,50.00,1,2
37,0,10457,Frank Nobilo,50.00,2,4
37,0,06373,José María Olazábal,50.00,1,2
37,0,20095,Carl Paulson,50.00,2,4
37,0,10213,Dicky Pride,50.00,1,2
37,0,06567,Vijay Singh,50.00,2,4
37,0,26289,Boo Weekley,50.00,1,2
63,0,12826,Paul Claxton,44.44,4,9
63,0,01685,J.L. Lewis,44.44,4,9
65,0,23322,Brett Wetterich,42.86,3,7
66,0,01098,Jay Don Blake,40.00,4,10
66,0,23338,David Gossett,40.00,2,5
66,0,08881,Tripp Isenhour,40.00,2,5
66,0,06012,Greg Kraft,40.00,2,5
66,0,08339,Spike McRoy,40.00,2,5
66,0,23800,Bryce Molder,40.00,2,5
66,0,24361,Pat Perez,40.00,2,5
66,0,02002,John Riegger,40.00,2,5
