RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,19803,Ryan Armour,100.00,2,2
1,0,32366,Kevin Chappell,100.00,1,1
1,0,28089,Jason Day,100.00,3,3
1,0,29725,Tony Finau,100.00,1,1
1,0,30911,Tommy Fleetwood,100.00,8,8
1,0,24980,Scott Gutschewski,100.00,3,3
1,0,47988,Nick Hardy,100.00,1,1
1,0,33490,Bo Hoag,100.00,4,4
1,0,23108,Matt Kuchar,100.00,7,7
1,0,47993,Denny McCarthy,100.00,2,2
1,0,51950,Max McGreevy,100.00,4,4
1,0,48822,Sebastián Muñoz,100.00,5,5
1,0,29289,S.Y. Noh,100.00,1,1
1,0,10381,Curtis Thompson,100.00,1,1
1,0,28114,Dawie van der Walt,100.00,1,1
1,0,27770,Camilo Villegas,100.00,2,2
1,0,27095,Nick Watney,100.00,4,4
1,0,52374,Brandon Wu,100.00,2,2
19,0,33667,Carlos Ortiz,88.89,8,9
20,0,37455,Si Woo Kim,87.50,7,8
20,0,32640,Troy Merritt,87.50,7,8
20,0,25818,Scott Piercy,87.50,7,8
23,0,27895,Jonas Blixt,85.71,6,7
24,0,27129,Luke List,83.33,5,6
24,0,36871,Matthew NeSmith,83.33,5,6
24,0,45486,Joaquin Niemann,83.33,5,6
24,0,37189,Harold Varner III,83.33,5,6
28,0,48084,Wesley Bryan,80.00,4,5
28,0,39436,Joshua Creel,80.00,4,5
28,0,34563,Chesson Hadley,80.00,4,5
28,0,49298,Kramer Hickok,80.00,4,5
28,0,36689,Brooks Koepka,80.00,8,10
28,0,30927,Brendon Todd,80.00,4,5
34,0,24925,Jonathan Byrd,75.00,3,4
34,0,45157,Cam Davis,75.00,3,4
34,0,35110,Brett Drewitt,75.00,3,4
34,0,29974,Branden Grace,75.00,3,4
34,0,46550,Brandon Hagy,75.00,6,8
34,0,27644,Brian Harman,75.00,3,4
34,0,50525,Collin Morikawa,75.00,3,4
34,0,46601,Trey Mullinax,75.00,3,4
34,0,22056,Cameron Percy,75.00,3,4
34,0,26476,Chez Reavie,75.00,3,4
34,0,34610,Matthias Schwab,75.00,3,4
34,0,27139,David Skinns,75.00,3,4
34,0,32333,Kevin Tway,75.00,3,4
34,0,31323,Gary Woodland,75.00,3,4
48,0,25493,Nick Taylor,72.73,8,11
49,0,29970,Dylan Frittelli,71.43,5,7
49,0,46402,Talor Gooch,71.43,5,7
49,0,35506,Mackenzie Hughes,71.43,5,7
49,0,49771,J.T. Poston,71.43,5,7
53,0,39977,Max Homa,70.00,7,10
53,0,30926,Chris Kirk,70.00,7,10
53,0,32757,Patton Kizzire,70.00,7,10
53,0,30692,Scott Stallings,70.00,7,10
57,0,37212,Paul Barjon,66.67,4,6
57,0,23983,Luke Donald,66.67,2,3
