RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,48081,Xander Schauffele,75.00,42,56
2,0,33204,Shane Lowry,73.91,34,46
3,0,34610,Matthias Schwab,73.68,28,38
4,0,36801,Mark Hubbard,71.74,33,46
5,0,19803,Ryan Armour,71.43,15,21
6,0,45522,Christiaan Bezuidenhout,71.11,32,45
7,0,23108,Matt Kuchar,70.31,45,64
8,0,24924,Bill Haas,69.35,43,62
9,0,32150,Michael Thompson,68.42,39,57
10,0,40098,Matt Fitzpatrick,67.74,21,31
11,0,46046,Scottie Scheffler,67.44,29,43
12,0,35449,Adam Long,66.67,42,63
13,0,33399,Adam Hadwin,66.13,41,62
14,0,28252,Seamus Power,66.04,35,53
14,0,34360,Patrick Reed,66.04,35,53
16,0,32839,Hideki Matsuyama,65.52,38,58
17,0,21961,Charles Howell III,65.22,30,46
18,0,24138,Ian Poulter,65.12,28,43
19,0,30911,Tommy Fleetwood,64.86,24,37
20,0,27349,Alex Noren,64.10,25,39
21,0,45609,Tyler Duncan,64.00,32,50
22,0,20229,Stewart Cink,63.83,30,47
23,0,39546,Keith Mitchell,63.64,42,66
23,0,48822,Sebastián Muñoz,63.64,42,66
25,0,34363,Tyrrell Hatton,63.49,40,63
26,0,34046,Jordan Spieth,63.46,33,52
27,0,29420,Billy Horschel,62.96,34,54
28,0,27644,Brian Harman,62.86,44,70
29,0,34466,Peter Malnati,62.50,45,72
30,0,36799,Stephan Jaeger,62.07,36,58
31,0,33448,Justin Thomas,62.00,31,50
32,0,51997,Andrew Novak,61.76,21,34
33,0,34256,Andrew Putnam,61.29,38,62
34,0,24361,Pat Perez,60.87,28,46
35,0,24024,Zach Johnson,60.71,34,56
36,0,49771,J.T. Poston,60.61,40,66
37,0,48084,Wesley Bryan,60.53,23,38
38,0,12716,Charley Hoffman,60.38,32,53
38,0,30944,Jason Kokrak,60.38,32,53
40,0,46402,Talor Gooch,60.34,35,58
41,0,39971,Sungjae Im,60.32,38,63
42,0,30978,Kiradech Aphibarnrat,60.00,24,40
42,0,28237,Rory McIlroy,60.00,24,40
44,0,29221,Webb Simpson,59.68,37,62
45,0,32448,James Hahn,59.57,28,47
46,0,23983,Luke Donald,59.46,22,37
47,0,39953,Chase Seiffert,59.26,16,27
48,0,45486,Joaquin Niemann,59.09,26,44
49,0,45526,Abraham Ancer,58.97,23,39
50,0,27649,Brandt Snedeker,58.82,30,51
51,0,34174,John Huh,58.62,34,58
52,0,35450,Patrick Cantlay,58.33,28,48
53,0,49960,Sepp Straka,58.23,46,79
54,0,27974,Sung Kang,58.18,32,55
55,0,27936,Martin Laird,58.14,25,43
56,0,26851,Marc Leishman,58.06,36,62
57,0,29289,S.Y. Noh,57.89,22,38
58,0,32102,Rickie Fowler,57.81,37,64
58,0,37275,Sam Ryder,57.81,37,64
60,0,31420,Anirban Lahiri,57.78,26,45
61,0,47988,Nick Hardy,57.69,15,26
62,0,54628,Lee Hodges,57.41,31,54
63,0,29908,C.T. Pan,57.38,35,61
64,0,48117,Kurt Kitayama,57.14,20,35
64,0,46442,Maverick McNealy,57.14,32,56
66,0,35461,Beau Hossler,56.94,41,72
67,0,35532,Tom Hoge,56.92,37,65
68,0,27214,Kevin Streelman,56.76,42,74
69,0,49298,Kramer Hickok,56.72,38,67
70,0,46550,Brandon Hagy,56.67,34,60
70,0,39977,Max Homa,56.67,34,60
72,0,26300,Matt Jones,56.60,30,53
72,0,37189,Harold Varner III,56.60,30,53
74,0,45157,Cam Davis,56.58,43,76
75,0,32791,K.H. Lee,56.41,44,78
76,0,46601,Trey Mullinax,56.36,31,55
77,0,32757,Patton Kizzire,56.34,40,71
78,0,47993,Denny McCarthy,56.16,41,73
79,0,27129,Luke List,56.14,32,57
80,0,30926,Chris Kirk,56.00,28,50
81,0,35879,Kelly Kraft,55.93,33,59
81,0,36326,David Lipsky,55.93,33,59
83,0,30692,Scott Stallings,55.84,43,77
84,0,29535,Brice Garnett,55.81,24,43
84,0,39058,Lucas Herbert,55.81,24,43
86,0,47504,Sam Burns,55.56,25,45
87,0,29478,Kevin Kisner,55.36,31,56
88,0,47128,Richy Werenski,55.32,26,47
89,0,24925,Jonathan Byrd,55.17,16,29
89,0,24980,Scott Gutschewski,55.17,16,29
89,0,40250,Taylor Pendrith,55.17,16,29
92,0,28089,Jason Day,55.10,27,49
92,0,47983,Chad Ramey,55.10,27,49
94,0,47529,Mito Pereira,54.93,39,71
95,0,23621,Rory Sabbatini,54.90,28,51
95,0,51894,Vince Whaley,54.90,28,51
97,0,25198,Francesco Molinari,54.84,17,31
98,0,40115,Adam Svensson,54.79,40,73
99,0,52375,Doug Ghim,54.76,23,42
100,0,36852,Jim Knous,54.17,13,24
100,0,53165,Doc Redman,54.17,26,48
102,0,35891,Cameron Smith,53.85,21,39
102,0,32333,Kevin Tway,53.85,28,52
104,0,39436,Joshua Creel,53.57,15,28
105,0,48699,Callum Tarren,53.49,23,43
105,0,51634,Sahith Theegala,53.49,46,86
107,0,25686,Jason Dufner,53.33,16,30
107,0,30927,Brendon Todd,53.33,32,60
109,0,50095,Austin Smotherman,53.19,25,47
110,0,47995,Davis Riley,53.16,42,79
111,0,22405,Justin Rose,52.94,18,34
111,0,32139,Danny Willett,52.94,18,34
113,0,31557,Jim Herman,52.78,19,36
114,0,51766,Wyndham Clark,52.63,30,57
114,0,26476,Chez Reavie,52.63,30,57
116,0,23320,Ryan Palmer,52.27,23,44
117,0,49947,Taylor Moore,52.24,35,67
118,0,27095,Nick Watney,52.08,25,48
119,0,50525,Collin Morikawa,52.00,26,50
120,0,34076,Joel Dahmen,51.95,40,77
121,0,23325,Vaughn Taylor,51.72,15,29
122,0,29970,Dylan Frittelli,51.67,31,60
123,0,35506,Mackenzie Hughes,51.61,32,62
124,0,30163,Henrik Norlander,51.35,19,37
125,0,24502,Adam Scott,51.16,22,43
126,0,34264,Hudson Swafford,51.06,24,47
127,0,36699,Patrick Rodgers,50.98,26,51
128,0,55708,Hayden Buckley,50.94,27,53
128,0,29926,Danny Lee,50.94,27,53
130,0,46435,Austin Cook,50.00,19,38
130,0,32662,Michael Gligic,50.00,26,52
130,0,29974,Branden Grace,50.00,18,36
130,0,33490,Bo Hoag,50.00,14,28
130,0,36689,Brooks Koepka,50.00,20,40
130,0,36871,Matthew NeSmith,50.00,27,54
130,0,22056,Cameron Percy,50.00,12,24
130,0,25818,Scott Piercy,50.00,27,54
130,0,46340,Alex Smalley,50.00,29,58
130,0,27064,Jhonattan Vegas,50.00,26,52
130,0,48887,Matt Wallace,50.00,17,34
130,0,45540,Jared Wolfe,50.00,12,24
130,0,57366,Cameron Young,50.00,37,74
143,0,37455,Si Woo Kim,49.38,40,81
144,0,31560,Brian Stuard,49.15,29,59
145,0,32640,Troy Merritt,48.68,37,76
146,0,27139,David Skinns,48.48,16,33
146,0,56278,Matthew Wolff,48.48,16,33
148,0,33597,Harry Higgs,48.44,31,64
149,0,35110,Brett Drewitt,48.15,13,27
150,0,27895,Jonas Blixt,47.62,20,42
150,0,52372,Cameron Champ,47.62,20,42
150,0,52374,Brandon Wu,47.62,20,42
153,0,33141,Keegan Bradley,47.54,29,61
154,0,29725,Tony Finau,47.50,19,40
154,0,54421,Garrick Higgo,47.50,19,40
154,0,28775,Nate Lashley,47.50,19,40
157,0,32366,Kevin Chappell,47.37,18,38
157,0,39997,Corey Conners,47.37,27,57
157,0,47483,Will Zalatoris,47.37,18,38
160,0,51950,Max McGreevy,47.06,24,51
160,0,31323,Gary Woodland,47.06,24,51
162,0,46717,Viktor Hovland,46.88,30,64
163,0,33667,Carlos Ortiz,46.51,20,43
164,0,34431,Robert Streb,46.38,32,69
165,0,25493,Nick Taylor,46.34,19,41
166,0,33122,Russell Knox,46.30,25,54
167,0,29518,Brendan Steele,46.03,29,63
168,0,10381,Curtis Thompson,46.00,23,50
169,0,54783,Dylan Wu,45.45,15,33
170,0,51890,Greyson Sigg,45.00,27,60
171,0,49766,Hank Lebioda,44.90,22,49
172,0,31646,Emiliano Grillo,44.78,30,67
173,0,46414,Aaron Rai,44.64,25,56
174,0,46970,Jon Rahm,44.00,22,50
175,0,40162,Justin Lower,43.59,17,39
176,0,39324,J.J. Spaun,43.28,29,67
177,0,36884,Ben Kohles,42.86,18,42
178,0,33419,Cameron Tringale,42.62,26,61
179,0,34563,Chesson Hadley,42.55,20,47
