RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
123,0,47347,Adam Schenk,57.99,334,576
124,0,46442,Maverick McNealy,57.98,305,526
125,0,49960,Sepp Straka,57.97,342,590
126,0,45540,Jared Wolfe,57.96,193,333
127,0,31646,Emiliano Grillo,57.94,281,485
128,0,39436,Joshua Creel,57.91,194,335
129,0,33419,Cameron Tringale,57.88,312,539
130,0,52374,Brandon Wu,57.80,237,410
131,0,47995,Davis Riley,57.78,323,559
132,0,22405,Justin Rose,57.77,197,341
133,0,32816,Satoshi Kodaira,57.76,175,303
133,0,24502,Adam Scott,57.76,242,419
135,0,37275,Sam Ryder,57.72,314,544
136,0,51950,Max McGreevy,57.63,272,472
136,0,30163,Henrik Norlander,57.63,238,413
138,0,30978,Kiradech Aphibarnrat,57.56,198,344
139,0,46970,Jon Rahm,57.54,206,358
140,0,27129,Luke List,57.34,250,436
141,0,54783,Dylan Wu,57.32,231,403
142,0,25198,Francesco Molinari,57.31,200,349
143,0,36871,Matthew NeSmith,57.28,299,522
144,0,35879,Kelly Kraft,57.27,260,454
145,0,50095,Austin Smotherman,57.21,250,437
146,0,48699,Callum Tarren,57.18,235,411
147,0,49298,Kramer Hickok,57.17,319,558
148,0,27649,Brandt Snedeker,57.10,205,359
149,0,27974,Sung Kang,57.06,279,489
150,0,27064,Jhonattan Vegas,57.01,252,442
151,0,34363,Tyrrell Hatton,57.00,236,414
152,0,32102,Rickie Fowler,56.94,275,483
153,0,34098,Russell Henley,56.86,232,408
153,0,23320,Ryan Palmer,56.86,228,401
155,0,36326,David Lipsky,56.83,287,505
156,0,55708,Hayden Buckley,56.71,283,499
157,0,31557,Jim Herman,56.57,168,297
158,0,12716,Charley Hoffman,56.48,244,432
158,0,40115,Adam Svensson,56.48,331,586
160,0,35617,Martin Trainer,56.45,289,512
161,0,36689,Brooks Koepka,56.39,172,305
162,0,53165,Doc Redman,56.34,262,465
163,0,29926,Danny Lee,56.02,200,357
164,0,35110,Brett Drewitt,55.83,206,369
165,0,29289,S.Y. Noh,55.76,208,373
166,0,33667,Carlos Ortiz,55.72,224,402
167,0,52372,Cameron Champ,55.59,184,331
168,0,33486,Roger Sloan,55.53,266,479
169,0,34076,Joel Dahmen,55.40,272,491
170,0,24024,Zach Johnson,55.39,226,408
171,0,47983,Chad Ramey,55.36,248,448
172,0,56278,Matthew Wolff,55.31,177,320
173,0,36884,Ben Kohles,55.01,203,369
174,0,47988,Nick Hardy,54.82,182,332
175,0,48887,Matt Wallace,54.81,188,343
176,0,25686,Jason Dufner,54.80,177,323
176,0,27770,Camilo Villegas,54.80,234,427
178,0,33490,Bo Hoag,54.75,167,305
179,0,25900,Lucas Glover,54.43,289,531
180,0,27095,Nick Watney,54.41,247,454
181,0,34264,Hudson Swafford,54.05,207,383
182,0,47856,Seth Reeves,53.94,219,406
183,0,27895,Jonas Blixt,53.91,200,371
184,0,27139,David Skinns,53.86,230,427
185,0,47128,Richy Werenski,53.79,227,422
186,0,28114,Dawie van der Walt,53.71,217,404
187,0,46550,Brandon Hagy,53.23,280,526
188,0,34255,Joseph Bramlett,52.86,240,454
189,0,20229,Stewart Cink,51.82,228,440
190,0,40006,Erik van Rooyen,51.66,156,302
191,0,37212,Paul Barjon,51.47,227,441
192,0,32366,Kevin Chappell,51.20,170,332
193,0,54421,Garrick Higgo,45.77,173,378
