RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,33490,Bo Hoag,97.78,44,45
2,0,30927,Brendon Todd,96.81,91,94
3,0,23983,Luke Donald,95.31,61,64
4,0,26476,Chez Reavie,94.90,93,98
5,0,47504,Sam Burns,94.52,69,73
6,0,22405,Justin Rose,93.88,46,49
7,0,29289,S.Y. Noh,93.75,45,48
8,0,35617,Martin Trainer,93.65,59,63
9,0,28089,Jason Day,93.10,54,58
10,0,39953,Chase Seiffert,93.02,40,43
11,0,45157,Cam Davis,92.86,91,98
11,0,36871,Matthew NeSmith,92.86,78,84
13,0,34563,Chesson Hadley,92.65,63,68
14,0,33419,Cameron Tringale,92.59,75,81
15,0,46970,Jon Rahm,92.45,49,53
16,0,35450,Patrick Cantlay,92.31,48,52
17,0,32640,Troy Merritt,92.22,83,90
17,0,25818,Scott Piercy,92.22,83,90
19,0,45609,Tyler Duncan,92.11,70,76
19,0,29725,Tony Finau,92.11,70,76
21,0,30911,Tommy Fleetwood,92.00,46,50
21,0,56278,Matthew Wolff,92.00,46,50
23,0,34610,Matthias Schwab,91.84,45,49
24,0,24361,Pat Perez,91.80,56,61
25,0,28237,Rory McIlroy,91.67,44,48
26,0,37189,Harold Varner III,91.30,63,69
26,0,45540,Jared Wolfe,91.30,42,46
28,0,47993,Denny McCarthy,91.11,82,90
29,0,29908,C.T. Pan,90.91,70,77
29,0,36699,Patrick Rodgers,90.91,70,77
31,0,48822,Sebastián Muñoz,90.79,69,76
32,0,29478,Kevin Kisner,90.63,58,64
32,0,48699,Callum Tarren,90.63,58,64
34,0,39058,Lucas Herbert,90.57,48,53
35,0,33486,Roger Sloan,90.54,67,74
36,0,23108,Matt Kuchar,90.48,76,84
36,0,51950,Max McGreevy,90.48,57,63
36,0,27139,David Skinns,90.48,57,63
36,0,27214,Kevin Streelman,90.48,114,126
36,0,28114,Dawie van der Walt,90.48,57,63
41,0,21961,Charles Howell III,90.32,28,31
41,0,26851,Marc Leishman,90.32,56,62
43,0,32757,Patton Kizzire,90.20,92,102
44,0,39546,Keith Mitchell,90.12,73,81
44,0,45486,Joaquin Niemann,90.12,73,81
44,0,37275,Sam Ryder,90.12,73,81
47,0,33204,Shane Lowry,90.00,54,60
47,0,46601,Trey Mullinax,90.00,81,90
47,0,32139,Danny Willett,90.00,45,50
50,0,27644,Brian Harman,89.87,71,79
51,0,39436,Joshua Creel,89.74,35,39
52,0,35310,Lanto Griffin,89.58,86,96
53,0,46402,Talor Gooch,89.47,51,57
54,0,47483,Will Zalatoris,89.39,59,66
55,0,49947,Taylor Moore,89.22,91,102
56,0,33597,Harry Higgs,89.13,82,92
57,0,32662,Michael Gligic,89.06,57,64
58,0,32839,Hideki Matsuyama,89.04,65,73
59,0,36799,Stephan Jaeger,89.02,73,82
60,0,35532,Tom Hoge,88.99,97,109
61,0,29535,Brice Garnett,88.75,71,80
62,0,39997,Corey Conners,88.73,63,71
62,0,24924,Bill Haas,88.73,63,71
62,0,47529,Mito Pereira,88.73,63,71
65,0,37455,Si Woo Kim,88.70,102,115
66,0,48084,Wesley Bryan,88.46,46,52
67,0,49771,J.T. Poston,88.31,68,77
68,0,30692,Scott Stallings,88.30,83,94
69,0,24925,Jonathan Byrd,88.24,45,51
69,0,54421,Garrick Higgo,88.24,30,34
69,0,36852,Jim Knous,88.24,45,51
69,0,46414,Aaron Rai,88.24,60,68
69,0,48081,Xander Schauffele,88.24,60,68
74,0,30163,Henrik Norlander,88.16,67,76
75,0,51634,Sahith Theegala,88.06,118,134
76,0,31646,Emiliano Grillo,88.04,81,92
77,0,32791,K.H. Lee,88.00,66,75
77,0,27649,Brandt Snedeker,88.00,44,50
79,0,35461,Beau Hossler,87.84,65,74
79,0,31323,Gary Woodland,87.84,65,74
81,0,40006,Erik van Rooyen,87.80,36,41
82,0,28252,Seamus Power,87.72,50,57
83,0,31420,Anirban Lahiri,87.69,57,65
84,0,29518,Brendan Steele,87.67,64,73
85,0,47995,Davis Riley,87.62,92,105
86,0,32448,James Hahn,87.36,76,87
87,0,34256,Andrew Putnam,87.34,69,79
87,0,31560,Brian Stuard,87.34,69,79
89,0,40162,Justin Lower,87.32,62,71
90,0,48887,Matt Wallace,87.30,55,63
91,0,20229,Stewart Cink,87.01,67,77
92,0,35449,Adam Long,86.96,80,92
92,0,34431,Robert Streb,86.96,80,92
94,0,47988,Nick Hardy,86.79,46,53
95,0,40098,Matt Fitzpatrick,86.76,59,68
96,0,49964,Aaron Wise,86.73,85,98
97,0,23621,Rory Sabbatini,86.54,45,52
97,0,52374,Brandon Wu,86.54,45,52
99,0,50095,Austin Smotherman,86.49,64,74
100,0,39977,Max Homa,86.36,76,88
100,0,32333,Kevin Tway,86.36,57,66
100,0,57366,Cameron Young,86.36,95,110
103,0,29970,Dylan Frittelli,86.32,82,95
104,0,27895,Jonas Blixt,86.21,50,58
105,0,40250,Taylor Pendrith,86.15,56,65
106,0,30926,Chris Kirk,86.08,68,79
