RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,23541,Ben Crane,5,3,2
2,0,02206,David Toms,6,5,1
3,0,01249,John Daly,12,1,11
4,0,33141,Keegan Bradley,17,12,5
5,0,30750,Tommy Gainey,19,4,15
6,0,23623,Bo Van Pelt,21,14,7
7,0,01724,Jeff Maggert,22,18,4
8,0,32102,Rickie Fowler,25,7,18
9,0,23325,Vaughn Taylor,28,8,20
10,0,06522,Ernie Els,30,16,14
11,0,25818,Scott Piercy,31,16,15
12,0,27936,Martin Laird,35,32,3
12,0,24781,Hunter Mahan,35,26,9
14,0,30110,Kyle Stanley,38,11,27
15,0,21805,Harrison Frazar,42,9,33
16,0,23320,Ryan Palmer,43,6,37
17,0,19846,Brian Gay,50,42,8
17,0,29518,Brendan Steele,50,28,22
19,0,24140,Sean O'Hair,53,23,30
20,0,27141,J.B. Holmes,56,2,54
21,0,30692,Scott Stallings,59,20,39
21,0,06527,Steve Stricker,59,48,11
23,0,25804,Bubba Watson,60,37,23
24,0,27974,Sung Kang,64,34,30
25,0,22293,Heath Slocum,68,51,17
26,0,24024,Zach Johnson,76,70,6
26,0,27649,Brandt Snedeker,76,22,54
28,0,01766,Billy Mayfair,77,26,51
29,0,26758,David Hearn,79,12,67
30,0,26476,Chez Reavie,81,37,44
31,0,30926,Chris Kirk,82,14,68
32,0,21878,Mark Wilson,84,51,33
33,0,01116,Michael Bradley,85,55,30
34,0,01706,Davis Love III,86,23,63
34,0,27330,Josh Teater,86,9,77
36,0,23542,Tommy Biershenk,89,40,49
37,0,34174,John Huh,90,61,29
38,0,26329,Louis Oosthuizen,92,41,51
39,0,28237,Rory McIlroy,95,50,45
39,0,25345,Carl Pettersson,95,75,20
41,0,23621,Rory Sabbatini,97,64,33
42,0,27644,Brian Harman,99,75,24
43,0,23108,Matt Kuchar,102,91,11
43,0,28475,Jeff Overton,102,48,54
45,0,26287,Roland Thatcher,105,34,71
46,0,21753,Brian Davis,109,67,42
47,0,34021,Bud Cauley,110,42,68
47,0,24358,Robert Garrigus,110,47,63
47,0,30925,Dustin Johnson,110,25,85
47,0,27120,Troy Matteson,110,28,82
47,0,23800,Bryce Molder,110,83,27
52,0,22582,Kyle Thompson,116,71,45
53,0,28089,Jason Day,118,57,61
54,0,24924,Bill Haas,120,66,54
55,0,24138,Ian Poulter,121,97,24
56,0,23135,Tim Clark,125,116,9
56,0,27933,John Merrick,125,101,24
58,0,29476,Kyle Reifers,126,20,106
59,0,25457,Alexandre Rocha,130,44,86
60,0,32200,Roberto Castro,132,55,77
60,0,26679,Kevin Stadler,132,44,88
60,0,25892,Steve Wheatcroft,132,37,95
63,0,12782,Tim Herron,133,60,73
63,0,27060,John Mallinger,133,94,39
65,0,35139,Richard Lee,134,83,51
66,0,06573,Brandt Jobe,142,88,54
67,0,01797,Rocco Mediate,143,61,82
67,0,27770,Camilo Villegas,143,51,92
69,0,24494,Erik Compton,144,30,114
70,0,22405,Justin Rose,148,80,68
70,0,20160,Charlie Wi,148,94,54
72,0,10885,Robert Allenby,150,68,82
73,0,29420,Billy Horschel,152,36,116
73,0,29221,Webb Simpson,152,64,88
75,0,22548,Patrick Sheehan,157,118,39
76,0,27302,Garth Mulroy,160,31,129
77,0,19970,Robert Karlsson,161,32,129
78,0,25562,Andres Romero,162,57,105
79,0,28093,Miguel Angel Carballo,164,115,49
80,0,20070,Matt Bettencourt,169,44,125
80,0,01941,Tom Pernice Jr.,169,106,63
82,0,24940,Edward Loar,170,19,151
83,0,27095,Nick Watney,171,83,88
84,0,22913,John Rollins,172,99,73
85,0,26951,Johnson Wagner,174,129,45
86,0,25686,Jason Dufner,176,139,37
86,0,08075,Jerry Kelly,176,99,77
88,0,26851,Marc Leishman,178,86,92
88,0,06567,Vijay Singh,178,72,106
90,0,24357,K.J. Choi,179,160,19
90,0,10213,Dicky Pride,179,88,91
92,0,08793,Tiger Woods,182,57,125
93,0,23204,Gary Christian,187,145,42
93,0,28455,Will Claxton,187,110,77
93,0,26596,Ryan Moore,187,125,62
96,0,32150,Michael Thompson,189,51,138
97,0,22621,Ben Curtis,190,68,122
98,0,22046,Geoff Ogilvy,191,72,119
98,0,27214,Kevin Streelman,191,93,98
100,0,28259,Sangmoon Bae,194,121,73
101,0,12716,Charley Hoffman,199,80,119
102,0,27895,Jonas Blixt,200,105,95
102,0,27556,Ted Potter Jr.,200,152,48
104,0,33122,Russell Knox,202,142,60
104,0,25572,Graeme McDowell,202,169,33
106,0,29289,S.Y. Noh,205,78,127
107,0,33120,Mark Anderson,206,74,132
107,0,22371,Aaron Baddeley,206,106,100
109,0,20396,Lee Westwood,207,126,81
110,0,23983,Luke Donald,209,133,76
110,0,10809,Jim Furyk,209,146,63
110,0,20574,Mathew Goggin,209,75,134
113,0,23353,J.J. Henry,213,102,111
114,0,33419,Cameron Tringale,218,80,138
115,0,24925,Jonathan Byrd,220,109,111
116,0,21407,Arjun Atwal,225,78,147
117,0,12510,Chad Campbell,226,132,94
117,0,27963,Chris Stroud,226,103,123
119,0,12652,Cameron Beckman,228,142,86
120,0,20645,John Senden,230,117,113
121,0,24507,Jason Bohn,231,136,95
121,0,10860,Justin Leonard,231,159,72
121,0,23548,Bill Lunde,231,88,143
124,0,25240,D.A. Points,233,135,98
125,0,20766,Padraig Harrington,234,111,123
126,0,28308,Troy Kelly,235,129,106
127,0,34099,Harris English,238,94,144
128,0,25396,Kevin Na,242,136,106
129,0,25834,Daniel Summerhays,243,61,182
130,0,27436,Graham DeLaet,246,87,159
131,0,01810,Phil Mickelson,247,128,119
132,0,20848,Ángel Cabrera,248,91,157
133,0,23788,D.J. Trahan,251,150,101
134,0,24663,Y.E. Yang,255,152,103
135,0,29478,Kevin Kisner,259,103,156
136,0,24490,George McNeill,260,106,154
137,0,24361,Pat Perez,263,118,145
138,0,26289,Boo Weekley,264,150,114
139,0,30711,Colt Knost,265,149,116
140,0,27466,Spencer Levin,266,163,103
140,0,24502,Adam Scott,266,126,140
142,0,25632,Jimmy Walker,269,118,151
143,0,30927,Brendon Todd,271,121,150
144,0,20623,Gavin Coles,272,170,102
144,0,28307,Matt Every,272,121,151
146,0,06034,Marco Dawson,274,114,160
147,0,06251,Chris DiMarco,275,146,129
148,0,20850,Daniel Chopra,277,111,166
149,0,22961,David Mathis,278,162,116
150,0,20593,Greg Chalmers,282,176,106
151,0,20229,Stewart Cink,283,97,186
151,0,30852,Ryo Ishikawa,283,121,162
153,0,29479,Scott Brown,284,144,140
154,0,30944,Jason Kokrak,292,113,179
155,0,20098,Stuart Appleby,297,148,149
156,0,32366,Kevin Chappell,298,140,158
156,0,20572,Rod Pampling,298,164,134
158,0,21961,Charles Howell III,300,173,127
159,0,29926,Danny Lee,301,129,172
159,0,26331,Charl Schwartzel,301,167,134
161,0,29910,Blake Adams,306,174,132
162,0,01320,Bob Estes,313,168,145
162,0,22348,Nick O'Hern,313,179,134
164,0,21350,Ryuji Imada,318,140,178
165,0,27797,Derek Lamely,319,136,183
166,0,24604,Hunter Haas,321,179,142
