RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
167,0,32698,Bobby Gates,322,161,161
168,0,32334,Charlie Beljan,323,152,171
169,0,23903,Stephen Gangluff,324,133,191
170,0,31202,William McGirt,325,156,169
171,0,28500,Martin Flores,327,155,172
172,0,31558,J.J. Killeen,330,165,165
173,0,08725,Tom Gillis,331,184,147
174,0,28087,Kris Blanks,332,170,162
175,0,20104,Ken Duke,336,181,155
175,0,20691,Greg Owen,336,156,180
177,0,26300,Matt Jones,337,170,167
178,0,23409,James Driscoll,339,165,174
179,0,27064,Jhonattan Vegas,340,156,184
180,0,31323,Gary Woodland,347,177,170
181,0,06004,Stephen Ames,351,184,167
182,0,21731,Freddie Jacobson,352,188,164
183,0,06036,Scott Dunlap,353,178,175
184,0,21209,Sergio Garcia,361,184,177
185,0,24846,Ricky Barnes,363,187,176
186,0,21528,Henrik Stenson,365,175,190
187,0,23638,Brendon de Jonge,367,182,185
188,0,11123,Chris Couch,370,182,188
189,0,22378,Trevor Immelman,372,191,181
190,0,23718,Nathan Green,377,190,187
191,0,29222,Billy Hurley III,378,189,189
