RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
102,0,23353,J.J. Henry,2.432,276.8,113.814,40,0215002674
103,0,29478,Kevin Kisner,2.431,269.5,110.864,46,0217602637
103,0,27963,Chris Stroud,2.431,270.3,111.163,56,0221402700
105,0,27895,Jonas Blixt,2.430,271.7,111.847,53,0204702677
106,0,22371,Aaron Baddeley,2.429,288.8,118.892,39,0207802829
106,0,24490,George McNeill,2.429,281.2,115.769,52,0216602608
106,0,01941,Tom Pernice Jr.,2.429,260.0,107.065,43,0219902676
109,0,24925,Jonathan Byrd,2.428,279.8,115.243,40,0211402693
110,0,28455,Will Claxton,2.427,271.3,111.803,70,0203002642
111,0,20850,Daniel Chopra,2.426,283.5,116.855,30,0209102653
111,0,20766,Padraig Harrington,2.426,278.8,114.914,32,0211202701
113,0,30944,Jason Kokrak,2.425,286.5,118.129,42,0209502604
114,0,06034,Marco Dawson,2.424,269.2,111.073,33,0219902606
115,0,28093,Miguel Angel Carballo,2.423,275.3,113.603,43,0219802603
116,0,23135,Tim Clark,2.422,252.6,104.286,49,0216602589
117,0,20645,John Senden,2.421,280.2,115.729,56,0218302604
118,0,24361,Pat Perez,2.420,279.3,115.407,51,0217802680
118,0,22548,Patrick Sheehan,2.420,261.5,108.063,33,0212102636
118,0,25632,Jimmy Walker,2.420,283.7,117.214,59,0197702697
121,0,28259,Sangmoon Bae,2.419,275.5,113.904,50,0218002751
121,0,28307,Matt Every,2.419,274.0,113.282,45,0210202636
121,0,30852,Ryo Ishikawa,2.419,274.5,113.444,25,0221902730
121,0,30927,Brendon Todd,2.419,267.7,110.635,49,0215302643
125,0,26596,Ryan Moore,2.418,269.7,111.556,75,0201302615
126,0,24502,Adam Scott,2.417,288.2,119.251,37,0221102703
126,0,20396,Lee Westwood,2.417,283.5,117.308,37,0219902642
128,0,01810,Phil Mickelson,2.416,282.1,116.735,47,0196102621
129,0,28308,Troy Kelly,2.415,279.4,115.678,39,0205702678
129,0,29926,Danny Lee,2.415,274.8,113.783,40,0211702618
129,0,26951,Johnson Wagner,2.415,267.2,110.643,65,0202902654
132,0,12510,Chad Campbell,2.414,272.2,112.778,61,0210302788
133,0,23983,Luke Donald,2.413,267.3,110.756,45,0227102612
133,0,23903,Stephen Gangluff,2.413,276.1,114.417,30,0206802663
135,0,25240,D.A. Points,2.412,266.8,110.618,64,0207102857
136,0,24507,Jason Bohn,2.411,264.8,109.813,54,0216402601
136,0,27797,Derek Lamely,2.411,280.0,116.139,41,0200302742
136,0,25396,Kevin Na,2.411,272.9,113.191,52,0206802799
139,0,25686,Jason Dufner,2.409,271.2,112.579,54,0209902671
140,0,32366,Kevin Chappell,2.408,282.1,117.137,53,0212302620
140,0,21350,Ryuji Imada,2.408,264.0,109.601,47,0212902635
142,0,12652,Cameron Beckman,2.407,263.8,109.589,55,0210802758
142,0,33122,Russell Knox,2.407,263.4,109.428,48,0208002671
144,0,29479,Scott Brown,2.406,270.7,112.517,38,0212202627
145,0,23204,Gary Christian,2.405,262.8,109.263,55,0203702627
146,0,06251,Chris DiMarco,2.403,257.3,107.059,56,0219302643
146,0,10809,Jim Furyk,2.403,263.1,109.493,54,0214802631
148,0,20098,Stuart Appleby,2.402,269.8,112.326,53,0202102681
149,0,30711,Colt Knost,2.401,256.1,106.665,57,0210402569
150,0,23788,D.J. Trahan,2.400,275.7,114.888,39,0211202671
150,0,26289,Boo Weekley,2.400,276.0,115.002,49,0205602654
152,0,32334,Charlie Beljan,2.398,293.7,122.471,27,0215702624
152,0,27556,Ted Potter Jr.,2.398,262.8,109.609,49,0213002646
152,0,24663,Y.E. Yang,2.398,269.7,112.491,33,0205602620
155,0,28500,Martin Flores,2.397,284.9,118.828,56,0194502655
156,0,31202,William McGirt,2.396,270.2,112.772,65,0208802627
156,0,20691,Greg Owen,2.396,284.9,118.906,52,0206502636
156,0,27064,Jhonattan Vegas,2.396,292.7,122.187,45,0216102859
159,0,10860,Justin Leonard,2.395,256.9,107.250,51,0212002619
160,0,24357,K.J. Choi,2.392,262.5,109.734,44,0210202651
161,0,32698,Bobby Gates,2.391,286.1,119.679,56,0206502622
162,0,22961,David Mathis,2.390,257.1,107.549,57,0216802688
163,0,27466,Spencer Levin,2.388,264.0,110.562,53,0215802614
164,0,20572,Rod Pampling,2.387,268.0,112.275,58,0205102638
165,0,23409,James Driscoll,2.385,280.4,117.549,47,0207602581
165,0,31558,J.J. Killeen,2.385,277.6,116.427,56,0192602653
167,0,26331,Charl Schwartzel,2.383,278.2,116.763,31,0220702635
168,0,01320,Bob Estes,2.382,266.6,111.927,50,0216902588
169,0,25572,Graeme McDowell,2.378,267.3,112.406,37,0217202718
170,0,28087,Kris Blanks,2.376,266.6,112.205,47,0207102581
170,0,20623,Gavin Coles,2.376,248.7,104.664,44,0215702643
170,0,26300,Matt Jones,2.376,276.7,116.452,29,0214102650
173,0,21961,Charles Howell III,2.373,280.2,118.070,57,0204602534
174,0,29910,Blake Adams,2.371,269.4,113.594,53,0193902648
175,0,21528,Henrik Stenson,2.366,284.6,120.304,12,0221302555
176,0,20593,Greg Chalmers,2.365,259.6,109.770,67,0208002672
177,0,31323,Gary Woodland,2.361,292.0,123.645,28,0194202710
178,0,06036,Scott Dunlap,2.359,260.7,110.524,33,0213402623
179,0,24604,Hunter Haas,2.357,263.5,111.799,35,0195002655
179,0,22348,Nick O'Hern,2.357,246.3,104.498,50,0185902659
181,0,20104,Ken Duke,2.354,261.0,110.861,74,0215202532
182,0,11123,Chris Couch,2.351,281.2,119.588,33,0203402664
182,0,23638,Brendon de Jonge,2.351,271.7,115.537,79,0199902621
184,0,06004,Stephen Ames,2.348,257.7,109.751,28,0207002600
184,0,21209,Sergio Garcia,2.348,279.8,119.130,36,0203802854
184,0,08725,Tom Gillis,2.348,267.7,113.980,58,0203502686
187,0,24846,Ricky Barnes,2.347,272.3,116.000,58,0194802637
188,0,21731,Freddie Jacobson,2.344,266.2,113.563,38,0211302611
189,0,29222,Billy Hurley III,2.323,253.5,109.121,44,0206602614
190,0,23718,Nathan Green,2.319,266.5,114.883,35,0202202538
191,0,22378,Trevor Immelman,2.301,271.5,117.977,46,0210802561
