RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,27933,John Merrick,66,41,25
2,0,22913,John Rollins,74,46,28
3,0,06573,Brandt Jobe,76,33,43
4,0,26289,Boo Weekley,79,48,31
5,0,24502,Adam Scott,86,24,62
6,0,11123,Chris Couch,93,44,49
7,0,26476,Chez Reavie,95,71,24
8,0,20645,John Senden,101,72,29
9,0,23623,Bo Van Pelt,105,38,67
10,0,27330,Josh Teater,113,15,98
11,0,24924,Bill Haas,115,48,67
12,0,33141,Keegan Bradley,116,20,96
12,0,20572,Rod Pampling,116,84,32
14,0,29910,Blake Adams,125,80,45
15,0,29518,Brendan Steele,127,77,50
16,0,23353,J.J. Henry,128,92,36
17,0,20498,Briny Baird,129,112,17
18,0,29420,Billy Horschel,133,94,39
18,0,30110,Kyle Stanley,133,9,124
20,0,12716,Charley Hoffman,136,22,114
21,0,10585,Scott McCarron,138,84,54
21,0,26331,Charl Schwartzel,138,43,95
23,0,31323,Gary Woodland,142,5,137
24,0,29221,Webb Simpson,143,51,92
25,0,25444,Justin Hicks,145,132,13
26,0,27936,Martin Laird,147,13,134
26,0,25572,Graeme McDowell,147,109,38
28,0,01313,Steve Elkington,149,135,14
28,0,26679,Kevin Stadler,149,74,75
30,0,30925,Dustin Johnson,150,3,147
31,0,06621,Joe Durant,152,151,1
31,0,23788,D.J. Trahan,152,31,121
31,0,27095,Nick Watney,152,16,136
34,0,27120,Troy Matteson,153,21,132
35,0,34072,Will Strickler,154,10,144
35,0,25804,Bubba Watson,154,2,152
37,0,32698,Bobby Gates,155,38,117
38,0,24361,Pat Perez,156,90,66
39,0,25240,D.A. Points,157,122,35
40,0,01706,Davis Love III,158,33,125
41,0,07867,Woody Austin,160,120,40
41,0,24507,Jason Bohn,160,139,21
43,0,27974,Sung Kang,161,68,93
43,0,25818,Scott Piercy,161,7,154
45,0,08725,Tom Gillis,162,103,59
45,0,01766,Billy Mayfair,162,153,9
45,0,23497,Tag Ridings,162,12,150
48,0,21753,Brian Davis,163,153,10
48,0,21878,Mark Wilson,163,143,20
50,0,30692,Scott Stallings,164,11,153
51,0,12510,Chad Campbell,165,92,73
51,0,23541,Ben Crane,165,139,26
51,0,22293,Heath Slocum,165,163,2
54,0,28158,Steve Marino,166,59,107
55,0,21209,Sergio Garcia,167,28,139
55,0,25900,Lucas Glover,167,63,104
55,0,24781,Hunter Mahan,167,84,83
58,0,26758,David Hearn,168,96,72
58,0,25345,Carl Pettersson,168,81,87
60,0,25686,Jason Dufner,169,125,44
60,0,31557,Jim Herman,169,18,151
60,0,28620,Aron Price,169,158,11
63,0,28475,Jeff Overton,170,58,112
64,0,31193,Jim Renner,171,44,127
65,0,06004,Stephen Ames,172,150,22
65,0,29720,Andres Gonzales,172,75,97
65,0,33419,Cameron Tringale,172,66,106
68,0,31401,Zack Miller,173,25,148
68,0,22405,Justin Rose,173,99,74
70,0,24980,Scott Gutschewski,174,36,138
71,0,25274,Steven Bowditch,175,6,169
72,0,30750,Tommy Gainey,176,46,130
72,0,30946,Alex Prugh,176,31,145
72,0,27214,Kevin Streelman,176,111,65
75,0,26287,Roland Thatcher,177,75,102
76,0,24604,Hunter Haas,178,114,64
76,0,10733,Kent Jones,178,137,41
78,0,23638,Brendon de Jonge,179,119,60
79,0,34255,Joseph Bramlett,180,57,123
79,0,23108,Matt Kuchar,180,128,52
79,0,33413,Ben Martin,180,109,71
79,0,24490,George McNeill,180,60,120
79,0,26596,Ryan Moore,180,103,77
84,0,10885,Robert Allenby,181,100,81
84,0,02206,David Toms,181,175,6
84,0,27064,Jhonattan Vegas,181,8,173
87,0,32102,Rickie Fowler,182,25,157
87,0,10809,Jim Furyk,182,164,18
87,0,01577,Lee Janzen,182,103,79
90,0,27141,J.B. Holmes,183,1,182
90,0,21961,Charles Howell III,183,40,143
90,0,19970,Robert Karlsson,183,28,155
90,0,26951,Johnson Wagner,183,160,23
94,0,32366,Kevin Chappell,184,55,129
94,0,24358,Robert Garrigus,184,4,180
94,0,25457,Alexandre Rocha,184,96,88
97,0,22621,Ben Curtis,185,180,5
97,0,24024,Zach Johnson,185,177,8
97,0,27649,Brandt Snedeker,185,124,61
100,0,28089,Jason Day,186,14,172
100,0,08075,Jerry Kelly,186,183,3
100,0,20127,Chris Riley,186,174,12
103,0,22046,Geoff Ogilvy,188,106,82
103,0,06567,Vijay Singh,188,66,122
103,0,24663,Y.E. Yang,188,100,88
106,0,20848,Ángel Cabrera,189,19,170
106,0,22348,Nick O'Hern,189,182,7
108,0,19846,Brian Gay,190,186,4
108,0,22961,David Mathis,190,161,29
108,0,27939,Matt McQuillan,190,135,55
108,0,20436,Garrett Willis,190,171,19
112,0,23614,Rich Beem,192,129,63
112,0,23548,Bill Lunde,192,89,103
114,0,28679,Fabián Gómez,194,116,78
115,0,10505,Shane Bertsch,195,168,27
115,0,23800,Bryce Molder,195,161,34
117,0,23409,James Driscoll,196,33,163
117,0,27466,Spencer Levin,196,127,69
119,0,06527,Steve Stricker,198,113,85
120,0,24925,Jonathan Byrd,199,84,115
120,0,01810,Phil Mickelson,199,22,177
122,0,06643,Paul Goydos,200,185,15
122,0,01797,Rocco Mediate,200,184,16
124,0,21805,Harrison Frazar,201,17,184
124,0,23320,Ryan Palmer,201,25,176
126,0,25562,Andres Romero,202,61,141
127,0,20472,Alex Cejka,204,167,37
127,0,23983,Luke Donald,204,147,57
129,0,24846,Ricky Barnes,205,72,133
129,0,23325,Vaughn Taylor,205,147,58
129,0,27770,Camilo Villegas,205,65,140
132,0,20157,Retief Goosen,206,107,99
132,0,24138,Ian Poulter,206,155,51
134,0,22378,Trevor Immelman,208,114,94
134,0,25632,Jimmy Walker,208,30,178
136,0,27963,Chris Stroud,210,91,119
136,0,32150,Michael Thompson,210,94,116
138,0,06251,Chris DiMarco,211,178,33
139,0,28486,Michael Putnam,212,41,171
140,0,08537,J.P. Hayes,213,157,56
141,0,28087,Kris Blanks,215,139,76
141,0,10860,Justin Leonard,215,168,47
141,0,32640,Troy Merritt,215,125,90
144,0,22371,Aaron Baddeley,217,51,166
144,0,30926,Chris Kirk,217,56,161
146,0,23673,Michael Connell,218,173,45
146,0,30711,Colt Knost,218,176,42
146,0,31202,William McGirt,218,107,111
149,0,01948,Tim Petrovic,219,166,53
150,0,27797,Derek Lamely,222,37,185
151,0,25834,Daniel Summerhays,223,139,84
152,0,24357,K.J. Choi,225,134,91
153,0,12782,Tim Herron,227,81,146
153,0,24140,Sean O'Hair,227,63,164
153,0,12602,Dean Wilson,227,179,48
156,0,26851,Marc Leishman,228,54,174
157,0,21731,Freddie Jacobson,232,122,110
158,0,09011,David Duval,233,50,183
159,0,35087,Bio Kim,234,53,181
159,0,23621,Rory Sabbatini,234,78,156
159,0,20160,Charlie Wi,234,133,101
162,0,06522,Ernie Els,235,118,117
162,0,26668,Marc Turnesa,235,155,80
164,0,26300,Matt Jones,237,70,167
165,0,20229,Stewart Cink,240,81,159
165,0,20766,Padraig Harrington,240,61,179
167,0,21949,Joe Ogilvie,242,84,158
168,0,01116,Michael Bradley,247,98,149
169,0,12652,Cameron Beckman,249,145,104
170,0,26420,Richard Johnson,251,181,70
171,0,29718,Anthony Kim,254,68,186
171,0,29478,Kevin Kisner,254,145,109
171,0,32876,Martin Piller,254,79,175
174,0,20098,Stuart Appleby,256,121,135
175,0,20593,Greg Chalmers,258,172,86
176,0,07457,Steve Flesch,259,159,100
177,0,26881,Jarrod Lyle,260,129,131
178,0,23718,Nathan Green,263,137,126
179,0,21350,Ryuji Imada,265,152,113
180,0,24290,D.J. Brigman,268,100,168
181,0,33911,Nate Smith,272,165,107
182,0,20070,Matt Bettencourt,277,117,160
182,0,08375,Paul Stankowski,277,149,128
184,0,06515,Shaun Micheel,294,129,165
185,0,21407,Arjun Atwal,305,143,162
186,0,25396,Kevin Na,312,170,142
