RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,29926,Danny Lee,30,1
2,0,20098,Stuart Appleby,26,0
2,0,28300,Joost Luiten,26,3
2,0,31202,William McGirt,26,1
5,0,20771,Steven Alker,25,3
5,0,27466,Spencer Levin,25,4
5,0,23325,Vaughn Taylor,25,7
8,0,26289,Boo Weekley,24,0
9,0,24507,Jason Bohn,22,2
9,0,20472,Alex Cejka,22,0
9,0,20104,Ken Duke,22,3
9,0,35506,Mackenzie Hughes,22,0
9,0,27408,Martin Kaymer,22,1
9,0,34409,David Lingmerth,22,4
9,0,25572,Graeme McDowell,22,0
16,0,26476,Chez Reavie,21,2
16,0,21528,Henrik Stenson,21,2
16,0,26951,Johnson Wagner,21,0
19,0,23541,Ben Crane,20,2
19,0,30163,Henrik Norlander,20,0
19,0,24361,Pat Perez,20,2
19,0,34360,Patrick Reed,20,2
19,0,48081,Xander Schauffele,20,1
19,0,06527,Steve Stricker,20,0
25,0,40058,Zac Blair,19,2
25,0,29420,Billy Horschel,19,0
25,0,32839,Hideki Matsuyama,19,1
25,0,23821,Yusaku Miyazato,19,3
25,0,26329,Louis Oosthuizen,19,1
25,0,29221,Webb Simpson,19,10
25,0,36521,Young-han Song,19,2
25,0,30110,Kyle Stanley,19,0
25,0,31560,Brian Stuard,19,4
25,0,25834,Daniel Summerhays,19,1
25,0,29454,Bernd Wiesberger,19,2
36,0,19803,Ryan Armour,18,0
36,0,32366,Kevin Chappell,18,1
36,0,47959,Bryson DeChambeau,18,1
36,0,30911,Tommy Fleetwood,18,1
36,0,25900,Lucas Glover,18,1
36,0,27644,Brian Harman,18,0
36,0,26758,David Hearn,18,2
36,0,29478,Kevin Kisner,18,1
36,0,22986,Søren Kjeldsen,18,0
36,0,25198,Francesco Molinari,18,1
36,0,25240,D.A. Points,18,1
36,0,23621,Rory Sabbatini,18,0
36,0,35891,Cameron Smith,18,2
36,0,21498,Hideto Tanihara,18,2
50,0,33141,Keegan Bradley,17,0
50,0,24925,Jonathan Byrd,17,0
50,0,12510,Chad Campbell,17,2
50,0,24924,Bill Haas,17,1
50,0,23353,J.J. Henry,17,1
50,0,32757,Patton Kizzire,17,0
50,0,36689,Brooks Koepka,17,0
50,0,26851,Marc Leishman,17,3
50,0,34579,Alexander Levy,17,16
50,0,35296,Haotong Li,17,2
50,0,29461,Jamie Lovemark,17,3
50,0,33204,Shane Lowry,17,1
50,0,27933,John Merrick,17,2
50,0,46601,Trey Mullinax,17,0
50,0,48822,Sebastián Muñoz,17,0
50,0,25818,Scott Piercy,17,1
50,0,30692,Scott Stallings,17,0
50,0,27214,Kevin Streelman,17,3
50,0,25493,Nick Taylor,17,0
50,0,29484,Peter Uihlein,17,1
50,0,28132,Tyrone Van Aswegen,17,1
50,0,47128,Richy Werenski,17,0
50,0,29939,Fabrizio Zanotti,17,10
73,0,46443,Brian Campbell,16,0
73,0,32200,Roberto Castro,16,0
73,0,34021,Bud Cauley,16,1
73,0,25720,Chad Collins,16,0
73,0,34262,Jon Curran,16,1
73,0,31416,Derek Fathauer,16,4
73,0,24358,Robert Garrigus,16,1
73,0,19846,Brian Gay,16,0
73,0,30944,Jason Kokrak,16,4
73,0,27129,Luke List,16,0
73,0,34466,Peter Malnati,16,1
73,0,33413,Ben Martin,16,5
73,0,26596,Ryan Moore,16,4
73,0,24140,Sean O'Hair,16,0
73,0,23320,Ryan Palmer,16,3
73,0,24138,Ian Poulter,16,1
73,0,34358,Jonathan Randolph,16,3
73,0,29476,Kyle Reifers,16,3
73,0,29223,Sam Saunders,16,0
73,0,20645,John Senden,16,0
73,0,29485,Brett Stegmaier,16,5
94,0,40026,Daniel Berger,15,0
94,0,27958,Ryan Blaum,15,4
94,0,28093,Miguel Angel Carballo,15,0
94,0,47663,Kevin Dougherty,15,4
94,0,35110,Brett Drewitt,15,0
94,0,21209,Sergio Garcia,15,0
94,0,33399,Adam Hadwin,15,0
94,0,24024,Zach Johnson,15,1
94,0,27974,Sung Kang,15,2
94,0,37454,Whee Kim,15,0
94,0,34261,Scott Langley,15,7
94,0,25396,Kevin Na,15,0
94,0,49771,J.T. Poston,15,0
94,0,27556,Ted Potter Jr.,15,2
94,0,27649,Brandt Snedeker,15,0
94,0,25349,Tim Wilkinson,15,0
110,0,27436,Graham DeLaet,14,1
110,0,25686,Jason Dufner,14,1
110,0,06522,Ernie Els,14,2
110,0,29725,Tony Finau,14,3
110,0,40098,Matt Fitzpatrick,14,7
110,0,32102,Rickie Fowler,14,3
110,0,10809,Jim Furyk,14,0
110,0,34098,Russell Henley,14,0
110,0,34174,John Huh,14,9
110,0,34242,Andrew Johnston,14,1
110,0,32816,Satoshi Kodaira,14,1
110,0,23108,Matt Kuchar,14,0
110,0,24781,Hunter Mahan,14,0
110,0,20572,Rod Pampling,14,0
110,0,29908,C.T. Pan,14,0
110,0,29531,Richie Ramsay,14,4
110,0,25562,Andres Romero,14,2
110,0,33418,Shawn Stefani,14,0
110,0,30927,Brendon Todd,14,0
110,0,33419,Cameron Tringale,14,1
110,0,25892,Steve Wheatcroft,14,1
131,0,24846,Ricky Barnes,13,0
131,0,28783,Sam Brazel,13,0
131,0,29479,Scott Brown,13,0
131,0,48084,Wesley Bryan,13,1
131,0,25364,Paul Casey,13,2
131,0,34076,Joel Dahmen,13,3
131,0,23638,Brendon de Jonge,13,1
131,0,34099,Harris English,13,6
131,0,30191,Julián Etulain,13,0
131,0,29740,Brad Fritsch,13,0
131,0,29970,Dylan Frittelli,13,0
131,0,29720,Andres Gonzales,13,2
131,0,31646,Emiliano Grillo,13,2
131,0,34563,Chesson Hadley,13,0
131,0,32448,James Hahn,13,0
131,0,31557,Jim Herman,13,0
131,0,12716,Charley Hoffman,13,2
131,0,27141,J.B. Holmes,13,1
131,0,36801,Mark Hubbard,13,3
131,0,32775,Shugo Imahira,13,2
131,0,26300,Matt Jones,13,4
131,0,37092,Hyung-Sung Kim,13,0
131,0,39975,Michael Kim,13,0
131,0,37455,Si Woo Kim,13,1
131,0,30711,Colt Knost,13,6
131,0,33122,Russell Knox,13,7
131,0,35879,Kelly Kraft,13,1
131,0,31420,Anirban Lahiri,13,0
131,0,27936,Martin Laird,13,1
