RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$33103852
2,0,01810,Phil Mickelson,$22149969
3,0,01706,Davis Love III,$20050850
4,0,06567,Vijay Singh,$18281015
5,0,01968,Nick Price,$16648337
6,0,09011,David Duval,$16150598
7,0,01527,Scott Hoch,$16018375
8,0,06522,Ernie Els,$15308529
9,0,01161,Mark Calcavecchia,$14571858
10,0,02170,Hal Sutton,$14205947
11,0,10809,Jim Furyk,$13856843
12,0,10860,Justin Leonard,$13658234
13,0,01226,Fred Couples,$13327971
14,0,01677,Tom Lehman,$12957027
15,0,02104,Jeff Sluman,$12884759
16,0,02206,David Toms,$12872425
17,0,01887,Mark O'Meara,$12755331
18,0,01042,Paul Azinger,$12457891
19,0,02010,Loren Roberts,$11785532
20,0,02146,Payne Stewart,$11737008
21,0,01329,Brad Faxon,$11592350
22,0,01219,John Cook,$11005774
23,0,01633,Tom Kite,$10920309
24,0,01381,Fred Funk,$10770922
25,0,01553,John Huston,$10566582
26,0,01320,Bob Estes,$10415855
27,0,01577,Lee Janzen,$10130316
28,0,01724,Jeff Maggert,$10006019
29,0,01928,Corey Pavin,$9898182
30,0,01313,Steve Elkington,$9864808
31,0,02256,Tom Watson,$9773761
32,0,01945,Kenny Perry,$9557012
33,0,02223,Bob Tway,$9548783
34,0,12660,Jesper Parnevik,$9276274
35,0,01797,Rocco Mediate,$9271474
36,0,01457,Jay Haas,$9156638
37,0,01766,Billy Mayfair,$9138307
38,0,02133,Craig Stadler,$9008663
39,0,02239,Scott Verplank,$8974545
40,0,01707,Steve Lowery,$8417843
41,0,06251,Chris DiMarco,$8286904
42,0,02214,Kirk Triplett,$8282529
43,0,01024,Billy Andrade,$8148866
44,0,01378,David Frost,$8001237
45,0,10423,Mike Weir,$7926034
46,0,01132,Mark Brooks,$7886692
47,0,20229,Stewart Cink,$7872432
48,0,20098,Stuart Appleby,$7621734
49,0,01926,Steve Pate,$7613719
50,0,02159,Curtis Strange,$7599951
51,0,02246,Duffy Waldorf,$7489751
52,0,01723,Andrew Magee,$7380467
53,0,06527,Steve Stricker,$7241556
54,0,21209,Sergio Garcia,$7139882
55,0,01235,Ben Crenshaw,$7091166
56,0,10885,Robert Allenby,$7077119
57,0,01823,Larry Mize,$6874000
58,0,01943,Chris Perry,$6866671
59,0,06575,Dudley Hart,$6839583
60,0,02101,Joey Sindelar,$6760441
61,0,08075,Jerry Kelly,$6672835
62,0,01361,Dan Forsman,$6546345
63,0,01690,Bruce Lietzke,$6474794
64,0,02099,Scott Simpson,$6473578
65,0,10585,Scott McCarron,$6405278
66,0,02242,Lanny Wadkins,$6355681
67,0,01072,Chip Beck,$6199550
68,0,01569,Peter Jacobsen,$6177393
69,0,01418,Bill Glasson,$6136653
70,0,06373,José María Olazábal,$6104290
71,0,01599,Steve Jones,$5983270
72,0,01559,Hale Irwin,$5966031
73,0,01920,Craig Parry,$5916109
74,0,01385,Jim Gallagher Jr.,$5838475
75,0,02321,Fuzzy Zoeller,$5803343
76,0,01666,Bernhard Langer,$5797534
77,0,12782,Tim Herron,$5785524
78,0,07457,Steve Flesch,$5755205
79,0,01869,Jack Nicklaus,$5722901
80,0,08931,Glen Day,$5691380
81,0,06595,Kevin Sutherland,$5532775
82,0,11032,Frank Lickliter II,$5404690
83,0,01355,Raymond Floyd,$5323075
84,0,01098,Jay Don Blake,$5319622
85,0,01783,Mark McCumber,$5309688
86,0,01837,Gil Morgan,$5259164
87,0,01203,Russ Cochran,$5240987
88,0,12680,Shigeki Maruyama,$5183414
89,0,01761,Len Mattiace,$5000508
90,0,01771,Blaine McCallister,$4890985
91,0,02267,D.A. Weibring,$4753416
92,0,01682,Wayne Levi,$4688679
93,0,01996,Mike Reid,$4686774
94,0,01619,Skip Kendall,$4659139
95,0,12823,Carlos Franco,$4650017
96,0,06621,Joe Durant,$4505639
97,0,21961,Charles Howell III,$4486912
98,0,01306,David Edwards,$4441324
99,0,01938,David Peoples,$4396108
100,0,12645,Brent Geiberger,$4368683
101,0,01157,Tom Byrum,$4338806
102,0,01175,Jim Carter,$4303926
103,0,08375,Paul Stankowski,$4298463
104,0,02279,Mark Wiebe,$4289025
105,0,01249,John Daly,$4272541
106,0,20127,Chris Riley,$4259716
107,0,23614,Rich Beem,$4259367
108,0,01549,Mike Hulbert,$4164908
109,0,01975,Tom Purtzer,$4134028
110,0,20157,Retief Goosen,$4067513
111,0,02049,Gene Sauers,$4052783
112,0,01307,Joel Edwards,$4047700
113,0,01139,Olin Browne,$4024326
114,0,01331,Rick Fehr,$4012299
115,0,06332,Neal Lancaster,$4005809
116,0,20094,Jonathan Kaye,$4001337
117,0,02245,Grant Waite,$3963114
118,0,01941,Tom Pernice Jr.,$3912275
119,0,01185,Brandel Chamblee,$3885737
120,0,01725,John Mahaffey,$3876852
121,0,02218,Ted Tryba,$3842799
122,0,01864,Larry Nelson,$3827401
123,0,20029,Notah Begay III,$3799200
124,0,08537,J.P. Hayes,$3759760
125,0,01035,Tommy Armour III,$3756715
126,0,06012,Greg Kraft,$3741366
127,0,01388,Robert Gamez,$3726397
128,0,01444,Ken Green,$3631355
129,0,23621,Rory Sabbatini,$3619110
130,0,01927,Dennis Paulson,$3615621
131,0,01475,Donnie Hammond,$3614779
132,0,01510,Nolan Henke,$3592593
133,0,06643,Paul Goydos,$3554447
134,0,06004,Stephen Ames,$3537696
135,0,01068,Andy Bean,$3523230
136,0,01143,Brad Bryant,$3497058
137,0,02213,Lee Trevino,$3478328
138,0,19881,Robert Damron,$3435605
139,0,02100,Tim Simpson,$3406017
140,0,24357,K.J. Choi,$3310979
141,0,01960,Don Pooley,$3296615
142,0,06613,Tommy Tolles,$3235814
143,0,01096,Phil Blackmar,$3226584
144,0,21805,Harrison Frazar,$3124889
145,0,01014,Fulton Allem,$3115436
146,0,01958,Dan Pohl,$3101557
147,0,01685,J.L. Lewis,$3091088
148,0,01093,Ronnie Black,$3070281
149,0,08993,Franklin Langham,$3043645
150,0,06617,Brian Henninger,$3040528
151,0,01414,Bob Gilder,$3032108
152,0,07867,Woody Austin,$2944407
153,0,06078,Esteban Toledo,$2898941
154,0,01116,Michael Bradley,$2883926
155,0,10457,Frank Nobilo,$2875836
156,0,01891,David Ogrin,$2836039
157,0,02241,Bobby Wadkins,$2822418
158,0,01846,Jodie Mudd,$2806955
159,0,02106,Chris Smith,$2784585
160,0,19846,Brian Gay,$2782453
161,0,20593,Greg Chalmers,$2769463
162,0,01815,Johnny Miller,$2747484
163,0,02190,Doug Tewell,$2713623
164,0,02225,Howard Twitty,$2713551
165,0,12663,Phil Tataurangi,$2661424
166,0,06044,Scott Gump,$2635137
167,0,01323,Brad Fabel,$2629986
168,0,06350,Bob May,$2621643
169,0,01443,Hubert Green,$2591959
170,0,01717,Sandy Lyle,$2552417
171,0,06036,Scott Dunlap,$2488150
172,0,02294,Willie Wood,$2478656
173,0,06090,Jim McGovern,$2473754
174,0,01261,Jay Delsing,$2471861
175,0,02131,Mike Springer,$2439113
176,0,10201,Matt Gogel,$2429308
177,0,12652,Cameron Beckman,$2422818
178,0,01701,Bob Lohr,$2417060
179,0,01468,Gary Hallberg,$2408745
180,0,01060,Dave Barr,$2404793
181,0,10649,Tom Scherrer,$2402876
182,0,10912,Craig Perks,$2387082
183,0,01200,Keith Clearwater,$2365698
184,0,01133,Billy Ray Brown,$2330389
185,0,06809,Bob Burns,$2319451
186,0,01935,Calvin Peete,$2302363
187,0,02167,Mike Sullivan,$2295735
188,0,01201,Lennie Clements,$2280766
189,0,01346,Ed Fiori,$2270198
190,0,02268,Tom Weiskopf,$2241687
191,0,06573,Brandt Jobe,$2223763
192,0,07749,Brett Quigley,$2215799
193,0,01736,Roger Maltbie,$2212879
194,0,01196,Brian Claar,$2208350
195,0,02118,J.C. Snead,$2197545
196,0,02257,Brian Watts,$2194330
197,0,02023,Clarence Rose,$2155380
198,0,22913,John Rollins,$2126135
199,0,06315,Pete Jordan,$2103719
200,0,10962,Bradley Hughes,$2085761
201,0,01049,Ian Baker-Finch,$2078743
202,0,01435,Wayne Grady,$2077433
203,0,21007,Gabriel Hjertstedt,$2041376
204,0,01006,John Adams,$2019582
205,0,02007,Larry Rinker,$2007824
206,0,20095,Carl Paulson,$1999700
207,0,01284,Mike Donald,$1970260
208,0,01374,Robin Freeman,$1938478
209,0,02201,Jim Thorpe,$1935566
210,0,10425,Jay Williamson,$1921480
211,0,02033,Dave Rummells,$1889510
212,0,01436,David Graham,$1888731
213,0,01282,Trevor Dodds,$1883279
214,0,01910,Arnold Palmer,$1861857
215,0,01955,Gary Player,$1834482
216,0,19972,José Coceres,$1828888
217,0,02322,Richard Zokol,$1821242
218,0,02195,Leonard Thompson,$1819028
219,0,01129,Bill Britton,$1814615
220,0,23108,Matt Kuchar,$1810395
221,0,01715,Mark Lye,$1800654
222,0,01150,George Burns,$1781090
223,0,02135,Mike Standly,$1756701
224,0,20498,Briny Baird,$1744872
225,0,01495,Morris Hatalsky,$1707280
226,0,01353,Bruce Fleisher,$1695111
227,0,01177,Billy Casper,$1691583
228,0,19824,Craig Barlow,$1665884
229,0,01408,Kelly Gibson,$1661796
230,0,23353,J.J. Henry,$1650593
231,0,01851,Bob Murphy,$1642330
232,0,02067,Ted Schulz,$1638795
233,0,01925,Jerry Pate,$1634246
234,0,08545,Glen Hnatiuk,$1632932
235,0,01641,Gary Koch,$1629482
236,0,10565,Ian Leggatt,$1627835
237,0,10213,Dicky Pride,$1608179
238,0,01522,Lon Hinkle,$1607691
239,0,01639,Kenny Knox,$1607180
240,0,01695,Gene Littler,$1584210
241,0,01998,Jack Renner,$1579090
242,0,01156,Curt Byrum,$1576535
243,0,01057,Miller Barber,$1564204
244,0,01499,Mark Hayes,$1555739
245,0,01205,Jim Colbert,$1553136
