RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,52.71,437,829,-0.172
2,0,23452,Nicolas Colsaerts,47.82,241,504,-0.050
3,0,30925,Dustin Johnson,44.77,321,717,-0.187
4,0,28237,Rory McIlroy,43.98,252,573,-0.175
5,0,24358,Robert Garrigus,43.82,298,680,-0.134
6,0,27129,Luke List,43.23,313,724,-0.204
7,0,30110,Kyle Stanley,42.99,362,842,-0.130
8,0,31323,Gary Woodland,41.50,481,1159,-0.150
9,0,30944,Jason Kokrak,40.24,404,1004,-0.163
10,0,28089,Jason Day,39.18,333,850,-0.153
11,0,23320,Ryan Palmer,38.85,373,960,-0.217
12,0,33141,Keegan Bradley,37.98,384,1011,-0.245
13,0,30692,Scott Stallings,37.81,349,923,-0.195
14,0,25818,Scott Piercy,37.40,325,869,-0.102
15,0,20848,Ángel Cabrera,37.28,296,794,-0.125
15,0,33869,Eric Meierdierks,37.28,192,515,-0.036
17,0,33418,Shawn Stefani,36.60,254,694,-0.110
18,0,32334,Charlie Beljan,36.36,280,770,-0.082
19,0,25274,Steven Bowditch,35.15,284,808,-0.155
20,0,24502,Adam Scott,35.13,215,612,-0.223
21,0,28500,Martin Flores,35.03,371,1059,-0.173
22,0,26331,Charl Schwartzel,34.79,263,756,-0.175
23,0,27436,Graham DeLaet,33.78,381,1128,-0.228
24,0,25632,Jimmy Walker,33.24,347,1044,-0.233
25,0,33461,Morgan Hoffmann,32.39,240,741,-0.208
26,0,34431,Robert Streb,32.13,277,862,-0.188
27,0,29289,S.Y. Noh,31.10,269,865,-0.112
28,0,24140,Sean O'Hair,30.75,218,709,-0.101
29,0,34099,Harris English,30.74,351,1142,-0.239
30,0,27095,Nick Watney,30.66,313,1021,-0.141
31,0,27936,Martin Laird,30.16,222,736,-0.162
32,0,31557,Jim Herman,29.97,184,614,-0.136
33,0,25562,Andres Romero,29.89,217,726,-0.171
34,0,21961,Charles Howell III,29.87,334,1118,-0.234
35,0,23497,Tag Ridings,29.78,240,806,-0.138
36,0,22913,John Rollins,29.18,276,946,-0.152
37,0,23621,Rory Sabbatini,29.01,291,1003,-0.213
38,0,12716,Charley Hoffman,28.94,294,1016,-0.153
39,0,27120,Troy Matteson,28.75,236,821,-0.144
40,0,22405,Justin Rose,28.42,183,644,-0.202
41,0,24781,Hunter Mahan,28.38,271,955,-0.255
42,0,25345,Carl Pettersson,27.93,250,895,-0.212
43,0,37273,Derek Ernst,27.74,190,685,-0.126
44,0,29740,Brad Fritsch,27.53,261,948,-0.165
45,0,32366,Kevin Chappell,27.30,255,934,-0.180
46,0,25900,Lucas Glover,27.29,197,722,-0.102
47,0,28475,Jeff Overton,26.89,277,1030,-0.152
48,0,26679,Kevin Stadler,26.51,255,962,-0.216
49,0,29420,Billy Horschel,26.30,304,1156,-0.214
50,0,20691,Greg Owen,25.76,237,920,-0.203
51,0,22371,Aaron Baddeley,25.73,211,820,-0.180
51,0,34098,Russell Henley,25.73,237,921,-0.173
53,0,30750,Tommy Gainey,25.71,270,1050,-0.081
54,0,20766,Padraig Harrington,25.51,125,490,-0.208
55,0,27330,Josh Teater,25.21,214,849,-0.145
56,0,26851,Marc Leishman,25.14,225,895,-0.160
57,0,34360,Patrick Reed,25.07,259,1033,-0.174
58,0,29479,Scott Brown,24.93,191,766,-0.183
59,0,01810,Phil Mickelson,24.75,197,796,-0.284
60,0,30852,Ryo Ishikawa,24.38,187,767,-0.155
61,0,24924,Bill Haas,24.17,234,968,-0.209
62,0,21209,Sergio Garcia,24.01,157,654,-0.255
63,0,08793,Tiger Woods,23.92,144,602,-0.333
64,0,22056,Cameron Percy,23.87,190,796,-0.153
65,0,28307,Matt Every,23.28,260,1117,-0.188
66,0,27503,Steve LeBrun,23.21,172,741,-0.134
67,0,26300,Matt Jones,23.16,226,976,-0.173
68,0,24361,Pat Perez,23.12,206,891,-0.228
69,0,21528,Henrik Stenson,23.05,142,616,-0.225
70,0,34046,Jordan Spieth,23.02,215,934,-0.256
71,0,21731,Freddie Jacobson,22.98,148,644,-0.270
72,0,28780,Nicholas Thompson,22.92,275,1200,-0.153
73,0,30163,Henrik Norlander,22.84,188,823,-0.112
