RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,43.90,36,82,+4.11
2,0,31323,Gary Woodland,42.44,73,172,+3.90
3,0,24358,Robert Garrigus,41.67,45,108,+4.00
4,0,23320,Ryan Palmer,39.73,58,146,+3.93
5,0,27436,Graham DeLaet,39.20,69,176,+3.74
6,0,25804,Bubba Watson,38.14,45,118,+3.73
7,0,30110,Kyle Stanley,38.10,48,126,+3.60
8,0,24140,Sean O'Hair,37.50,42,112,+3.62
9,0,33418,Shawn Stefani,37.29,44,118,+3.95
10,0,32698,Bobby Gates,36.67,33,90,+4.00
11,0,33141,Keegan Bradley,36.30,53,146,+3.68
12,0,25818,Scott Piercy,35.71,45,126,+3.73
13,0,30944,Jason Kokrak,35.53,54,152,+3.63
14,0,23497,Tag Ridings,35.38,46,130,+3.80
15,0,20848,Ángel Cabrera,34.68,43,124,+3.60
16,0,27330,Josh Teater,34.29,48,140,+3.77
17,0,33461,Morgan Hoffmann,33.87,42,124,+3.88
18,0,34431,Robert Streb,33.80,48,142,+3.63
19,0,25632,Jimmy Walker,33.75,54,160,+3.72
20,0,28089,Jason Day,33.59,43,128,+3.88
21,0,31557,Jim Herman,33.33,34,102,+3.59
22,0,28500,Martin Flores,33.13,55,166,+3.62
23,0,29740,Brad Fritsch,33.12,51,154,+3.65
24,0,29289,S.Y. Noh,32.84,44,134,+4.02
25,0,27129,Luke List,32.79,40,122,+3.55
26,0,20691,Greg Owen,32.39,46,142,+3.28
27,0,24502,Adam Scott,31.82,28,88,+3.54
28,0,27936,Martin Laird,31.25,35,112,+3.43
29,0,34099,Harris English,31.03,54,174,+3.78
30,0,25274,Steven Bowditch,30.77,40,130,+3.63
31,0,20229,Stewart Cink,30.51,36,118,+3.36
32,0,22405,Justin Rose,30.43,28,92,+3.68
33,0,34098,Russell Henley,30.15,41,136,+3.66
34,0,21961,Charles Howell III,30.12,50,166,+3.50
35,0,23452,Nicolas Colsaerts,29.73,22,74,+3.36
36,0,24361,Pat Perez,29.71,41,138,+3.66
36,0,30692,Scott Stallings,29.71,41,138,+3.59
38,0,25562,Andres Romero,29.66,35,118,+3.83
39,0,30925,Dustin Johnson,29.63,32,108,+3.59
40,0,27120,Troy Matteson,29.55,39,132,+3.77
40,0,08793,Tiger Woods,29.55,26,88,+3.85
42,0,32334,Charlie Beljan,29.17,35,120,+3.71
43,0,27095,Nick Watney,28.95,44,152,+3.43
44,0,26331,Charl Schwartzel,28.70,31,108,+3.90
45,0,30163,Henrik Norlander,28.68,39,136,+3.62
46,0,37273,Derek Ernst,28.57,32,112,+3.72
47,0,32366,Kevin Chappell,28.38,42,148,+3.50
48,0,27503,Steve LeBrun,28.23,35,124,+3.51
49,0,06573,Brandt Jobe,27.68,31,112,+3.52
50,0,21209,Sergio Garcia,27.66,26,94,+3.46
51,0,01810,Phil Mickelson,27.42,34,124,+3.85
52,0,22371,Aaron Baddeley,27.34,35,128,+3.74
53,0,33869,Eric Meierdierks,27.17,25,92,+3.28
54,0,22056,Cameron Percy,26.52,35,132,+3.46
54,0,25345,Carl Pettersson,26.52,35,132,+3.77
56,0,24924,Bill Haas,26.39,38,144,+3.55
57,0,32448,James Hahn,26.35,39,148,+3.56
58,0,26679,Kevin Stadler,25.97,40,154,+3.60
59,0,26300,Matt Jones,25.95,41,158,+3.54
60,0,24846,Ricky Barnes,25.71,36,140,+3.56
61,0,28475,Jeff Overton,25.64,40,156,+3.50
62,0,29420,Billy Horschel,25.57,45,176,+3.47
63,0,27408,Martin Kaymer,25.00,21,84,+3.19
63,0,21528,Henrik Stenson,25.00,24,96,+3.29
63,0,23788,D.J. Trahan,25.00,23,92,+3.61
66,0,28307,Matt Every,24.71,43,174,+3.51
67,0,34360,Patrick Reed,24.70,41,166,+3.46
68,0,24781,Hunter Mahan,24.65,35,142,+3.26
69,0,26851,Marc Leishman,24.62,32,130,+3.47
70,0,24399,Scott Gardiner,24.58,29,118,+3.38
71,0,25900,Lucas Glover,24.55,27,110,+3.07
72,0,20766,Padraig Harrington,24.32,18,74,+3.33
73,0,30926,Chris Kirk,24.12,41,170,+3.44
74,0,24494,Erik Compton,23.65,35,148,+3.43
75,0,27770,Camilo Villegas,23.29,34,146,+3.59
76,0,28780,Nicholas Thompson,23.16,44,190,+3.45
77,0,23621,Rory Sabbatini,23.13,37,160,+3.38
78,0,08725,Tom Gillis,23.08,30,130,+3.60
79,0,12716,Charley Hoffman,23.03,35,152,+3.49
80,0,21731,Freddie Jacobson,22.92,22,96,+3.73
81,0,20396,Lee Westwood,22.64,24,106,+3.63
82,0,12510,Chad Campbell,22.37,34,152,+3.35
83,0,34021,Bud Cauley,22.03,26,118,+3.00
84,0,26596,Ryan Moore,21.93,25,114,+3.28
85,0,30750,Tommy Gainey,21.88,35,160,+3.60
85,0,20645,John Senden,21.88,28,128,+3.11
87,0,30852,Ryo Ishikawa,21.77,27,124,+3.59
88,0,28679,Fabián Gómez,21.54,28,130,+3.50
89,0,28259,Sangmoon Bae,21.52,34,158,+3.09
90,0,22913,John Rollins,21.23,31,146,+3.32
91,0,26289,Boo Weekley,21.11,38,180,+2.84
92,0,25834,Daniel Summerhays,21.08,35,166,+3.43
93,0,23638,Brendon de Jonge,20.75,44,212,+3.23
94,0,29479,Scott Brown,20.49,25,122,+3.76
95,0,27214,Kevin Streelman,20.27,30,148,+3.83
96,0,29425,Andrew Svoboda,20.24,17,84,+3.24
97,0,27649,Brandt Snedeker,19.84,25,126,+3.24
98,0,34046,Jordan Spieth,19.59,29,148,+3.34
99,0,23623,Bo Van Pelt,19.30,22,114,+3.14
100,0,32102,Rickie Fowler,19.17,23,120,+3.43
101,0,20098,Stuart Appleby,19.05,32,168,+3.25
102,0,27644,Brian Harman,18.82,32,170,+3.63
103,0,34409,David Lingmerth,18.55,23,124,+3.00
104,0,22792,Peter Hanson,18.18,12,66,+3.75
105,0,26476,Chez Reavie,18.06,26,144,+3.31
106,0,24490,George McNeill,17.65,24,136,+2.79
106,0,06567,Vijay Singh,17.65,18,102,+3.28
108,0,23353,J.J. Henry,17.53,27,154,+2.96
109,0,19970,Robert Karlsson,17.39,16,92,+2.94
110,0,23409,James Driscoll,17.36,25,144,+3.08
111,0,25336,Alistair Presnell,16.98,18,106,+2.78
112,0,20572,Rod Pampling,16.67,14,84,+3.14
113,0,25686,Jason Dufner,16.39,20,122,+2.55
114,0,01116,Michael Bradley,16.35,17,104,+2.82
115,0,06004,Stephen Ames,16.33,16,98,+3.44
116,0,29518,Brendan Steele,16.25,26,160,+2.69
117,0,32200,Roberto Castro,16.13,30,186,+2.83
118,0,10885,Robert Allenby,16.07,18,112,+3.22
119,0,22046,Geoff Ogilvy,15.96,15,94,+2.40
120,0,01320,Bob Estes,15.91,21,132,+3.38
121,0,06527,Steve Stricker,15.71,11,70,+3.09
122,0,06522,Ernie Els,15.63,15,96,+3.27
123,0,35539,Luke Guthrie,15.54,23,148,+2.83
124,0,24663,Y.E. Yang,15.22,14,92,+3.21
125,0,34174,John Huh,15.13,23,152,+2.74
126,0,28455,Will Claxton,15.08,19,126,+2.05
127,0,33419,Cameron Tringale,15.00,24,160,+3.00
128,0,29221,Webb Simpson,14.86,22,148,+3.73
129,0,23108,Matt Kuchar,14.79,21,142,+3.29
130,0,27895,Jonas Blixt,14.71,20,136,+3.20
131,0,25240,D.A. Points,14.00,21,150,+2.71
132,0,22378,Trevor Immelman,13.85,18,130,+2.33
133,0,23541,Ben Crane,13.79,16,116,+2.69
134,0,26951,Johnson Wagner,13.39,15,112,+2.67
135,0,20160,Charlie Wi,13.38,19,142,+2.79
136,0,27556,Ted Potter Jr.,13.16,15,114,+2.40
137,0,23325,Vaughn Taylor,13.04,12,92,+2.83
138,0,27933,John Merrick,13.01,19,146,+2.79
139,0,31202,William McGirt,12.67,19,150,+2.84
140,0,24024,Zach Johnson,12.32,17,138,+2.71
141,0,34261,Scott Langley,11.97,17,142,+3.12
142,0,26758,David Hearn,11.88,19,160,+3.26
143,0,21753,Brian Davis,11.80,21,178,+2.62
144,0,20593,Greg Chalmers,11.64,17,146,+3.18
145,0,28092,D.H. Lee,11.54,15,130,+2.27
146,0,22295,Darron Stiles,11.22,11,98,+2.64
147,0,12782,Tim Herron,11.11,10,90,+2.50
148,0,26497,Casey Wittenberg,11.03,15,136,+2.87
149,0,24227,Justin Bolli,10.91,12,110,+2.75
150,0,23983,Luke Donald,10.87,10,92,+3.10
151,0,20104,Ken Duke,10.76,17,158,+2.24
152,0,35139,Richard Lee,9.74,15,154,+2.33
153,0,31560,Brian Stuard,9.72,14,144,+2.93
154,0,21878,Mark Wilson,9.62,10,104,+1.60
155,0,22806,Doug LaBelle II,9.56,13,136,+2.46
156,0,25572,Graeme McDowell,9.46,7,74,+1.71
157,0,23800,Bryce Molder,9.38,15,160,+2.80
158,0,28310,Lee Williams,9.17,11,120,+2.18
159,0,24138,Ian Poulter,8.97,7,78,+2.43
160,0,22961,David Mathis,8.96,12,134,+1.75
161,0,24357,K.J. Choi,8.82,12,136,+1.83
161,0,02206,David Toms,8.82,6,68,+2.33
163,0,23135,Tim Clark,8.51,8,94,+2.13
164,0,36884,Ben Kohles,8.45,12,142,+2.42
165,0,25444,Justin Hicks,8.22,12,146,+1.50
166,0,27963,Chris Stroud,8.14,14,172,+2.07
167,0,21099,David Lynn,7.63,9,118,+2.22
168,0,19846,Brian Gay,7.53,11,146,+2.73
169,0,32150,Michael Thompson,7.41,8,108,+0.50
170,0,01724,Jeff Maggert,7.14,9,126,+0.78
171,0,20443,Jin Park,7.00,7,100,+1.14
172,0,28135,Aaron Watkins,6.82,6,88,+1.83
173,0,10213,Dicky Pride,6.72,9,134,+1.11
174,0,24507,Jason Bohn,6.43,9,140,+1.89
175,0,22621,Ben Curtis,6.38,6,94,-0.50
176,0,08075,Jerry Kelly,6.34,9,142,+1.78
177,0,10860,Justin Leonard,6.10,10,164,+1.50
178,0,10809,Jim Furyk,6.06,8,132,+2.00
179,0,10423,Mike Weir,3.85,4,104,+1.75
180,0,30711,Colt Knost,3.08,4,130,-1.50
