RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,22295,Darron Stiles,44.20,259,586,-0.015
2,0,08075,Jerry Kelly,43.93,391,890,-0.079
3,0,20443,Jin Park,42.07,252,599,+0.024
4,0,28135,Aaron Watkins,41.92,205,489,-0.020
5,0,23135,Tim Clark,41.43,249,601,+0.020
6,0,24507,Jason Bohn,41.30,380,920,+0.008
7,0,36884,Ben Kohles,41.18,355,862,+0.051
8,0,30711,Colt Knost,41.07,331,806,+0.060
9,0,10213,Dicky Pride,41.05,337,821,+0.033
10,0,10860,Justin Leonard,40.80,426,1044,-0.085
11,0,02206,David Toms,40.77,181,444,-0.006
12,0,19846,Brian Gay,40.51,401,990,-0.042
13,0,01724,Jeff Maggert,40.45,322,796,-0.003
14,0,21099,David Lynn,40.36,316,783,-0.016
15,0,23800,Bryce Molder,39.57,391,988,+0.005
16,0,22806,Doug LaBelle II,38.88,320,823,+0.022
17,0,10809,Jim Furyk,38.34,342,892,-0.064
18,0,21753,Brian Davis,38.12,441,1157,-0.045
19,0,28310,Lee Williams,38.03,270,710,+0.033
20,0,23983,Luke Donald,37.81,242,640,-0.079
21,0,20104,Ken Duke,37.15,389,1047,+0.013
22,0,20593,Greg Chalmers,36.96,360,974,+0.017
23,0,10423,Mike Weir,36.95,242,655,-0.008
24,0,26476,Chez Reavie,36.19,338,934,+0.021
25,0,35139,Richard Lee,36.03,361,1002,-0.055
26,0,22961,David Mathis,36.00,311,864,+0.061
27,0,22378,Trevor Immelman,35.92,310,863,+0.039
27,0,20572,Rod Pampling,35.92,176,490,+0.023
29,0,06004,Stephen Ames,35.74,218,610,+0.092
30,0,24024,Zach Johnson,35.43,332,937,-0.048
31,0,34261,Scott Langley,35.24,314,891,-0.016
32,0,23541,Ben Crane,34.94,268,767,+0.026
33,0,27963,Chris Stroud,34.77,378,1087,-0.016
34,0,25572,Graeme McDowell,34.56,179,518,-0.022
35,0,01320,Bob Estes,34.49,298,864,-0.034
36,0,24227,Justin Bolli,34.48,221,641,+0.095
37,0,26758,David Hearn,34.45,351,1019,+0.014
38,0,28092,D.H. Lee,34.28,277,808,-0.043
38,0,25240,D.A. Points,34.28,325,948,+0.037
40,0,32150,Michael Thompson,34.05,252,740,+0.063
41,0,31202,William McGirt,34.04,337,990,-0.030
42,0,25444,Justin Hicks,33.55,308,918,+0.068
43,0,22621,Ben Curtis,33.54,217,647,+0.032
44,0,23325,Vaughn Taylor,33.39,187,560,+0.011
45,0,34021,Bud Cauley,33.29,260,781,+0.073
46,0,28455,Will Claxton,33.16,259,781,+0.120
47,0,26497,Casey Wittenberg,33.14,282,851,+0.039
48,0,24357,K.J. Choi,33.03,290,878,-0.069
49,0,20160,Charlie Wi,33.01,303,918,-0.023
50,0,31560,Brian Stuard,32.88,288,876,+0.035
51,0,26951,Johnson Wagner,32.78,239,729,+0.046
52,0,08725,Tom Gillis,32.42,271,836,+0.085
53,0,22046,Geoff Ogilvy,32.30,188,582,+0.064
54,0,21878,Mark Wilson,32.29,226,700,-0.035
55,0,34174,John Huh,32.06,337,1051,-0.003
56,0,10885,Robert Allenby,31.72,230,725,+0.100
57,0,20098,Stuart Appleby,31.36,345,1100,-0.032
58,0,25834,Daniel Summerhays,31.22,339,1086,-0.027
59,0,27556,Ted Potter Jr.,30.74,237,771,+0.025
60,0,19970,Robert Karlsson,30.56,158,517,+0.146
61,0,33419,Cameron Tringale,30.27,316,1044,+0.079
62,0,32200,Roberto Castro,30.26,354,1170,-0.003
63,0,24846,Ricky Barnes,30.02,272,906,+0.063
64,0,25336,Alistair Presnell,30.00,192,640,+0.026
65,0,24663,Y.E. Yang,29.90,171,572,+0.146
66,0,23638,Brendon de Jonge,29.88,404,1352,-0.059
67,0,35539,Luke Guthrie,29.80,270,906,-0.015
67,0,34409,David Lingmerth,29.80,236,792,+0.059
69,0,28679,Fabián Gómez,29.62,231,780,+0.087
70,0,06527,Steve Stricker,29.61,146,493,-0.164
71,0,23353,J.J. Henry,29.28,303,1035,+0.073
72,0,27649,Brandt Snedeker,29.27,238,813,-0.092
73,0,32448,James Hahn,29.12,272,934,+0.063
74,0,21731,Freddie Jacobson,28.88,186,644,-0.027
75,0,29221,Webb Simpson,28.83,282,978,-0.067
76,0,27933,John Merrick,28.71,273,951,+0.004
77,0,23623,Bo Van Pelt,28.65,216,754,-0.019
78,0,23409,James Driscoll,28.62,251,877,+0.036
79,0,12782,Tim Herron,28.59,175,612,+0.051
80,0,06522,Ernie Els,28.27,190,672,+0.042
80,0,24490,George McNeill,28.27,253,895,+0.040
82,0,26596,Ryan Moore,28.04,224,799,+0.004
83,0,29425,Andrew Svoboda,28.02,137,489,+0.088
84,0,27770,Camilo Villegas,27.91,249,892,-0.008
85,0,01116,Michael Bradley,27.59,165,598,+0.158
86,0,27895,Jonas Blixt,27.53,258,937,+0.058
87,0,24399,Scott Gardiner,27.45,199,725,+0.106
88,0,29518,Brendan Steele,27.43,294,1072,+0.092
89,0,20645,John Senden,27.41,233,850,E
89,0,34046,Jordan Spieth,27.41,256,934,-0.078
91,0,27214,Kevin Streelman,27.38,259,946,-0.012
92,0,30852,Ryo Ishikawa,27.25,209,767,+0.182
93,0,06573,Brandt Jobe,26.68,198,742,+0.162
94,0,12510,Chad Campbell,26.57,267,1005,+0.097
95,0,24361,Pat Perez,26.49,236,891,+0.097
96,0,28780,Nicholas Thompson,26.42,317,1200,+0.013
97,0,23108,Matt Kuchar,26.27,253,963,-0.051
98,0,24494,Erik Compton,26.08,236,905,+0.081
99,0,24138,Ian Poulter,26.05,143,549,+0.028
100,0,26289,Boo Weekley,25.87,299,1156,+0.057
