RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,25804,Bubba Watson,297.7,246757,829
2,0,30925,Dustin Johnson,296.1,212301,717
3,0,28237,Rory McIlroy,294.8,168921,573
4,0,23452,Nicolas Colsaerts,294.7,148544,504
5,0,27129,Luke List,292.6,211812,724
6,0,24358,Robert Garrigus,291.9,198490,680
7,0,31323,Gary Woodland,291.1,337443,1159
8,0,30110,Kyle Stanley,291.0,245064,842
9,0,33141,Keegan Bradley,290.5,293678,1011
10,0,25818,Scott Piercy,290.3,252287,869
11,0,30692,Scott Stallings,289.7,267376,923
12,0,33869,Eric Meierdierks,289.6,149130,515
13,0,28089,Jason Day,289.3,245883,850
14,0,23320,Ryan Palmer,289.2,277587,960
15,0,30944,Jason Kokrak,289.1,290291,1004
16,0,33461,Morgan Hoffmann,288.6,213816,741
17,0,25274,Steven Bowditch,288.4,233021,808
17,0,24502,Adam Scott,288.4,176511,612
19,0,28500,Martin Flores,288.0,305008,1059
20,0,20848,Ángel Cabrera,287.6,228344,794
20,0,25632,Jimmy Walker,287.6,300270,1044
22,0,21961,Charles Howell III,287.1,320932,1118
22,0,33418,Shawn Stefani,287.1,199281,694
24,0,37273,Derek Ernst,286.8,196481,685
25,0,22913,John Rollins,286.7,271213,946
26,0,27095,Nick Watney,286.5,292541,1021
27,0,32334,Charlie Beljan,286.3,220432,770
28,0,25562,Andres Romero,286.2,207808,726
28,0,26331,Charl Schwartzel,286.2,216394,756
30,0,27936,Martin Laird,286.1,210606,736
30,0,01810,Phil Mickelson,286.1,227727,796
32,0,34099,Harris English,286.0,326612,1142
33,0,29289,S.Y. Noh,285.9,247340,865
34,0,23621,Rory Sabbatini,285.8,286683,1003
35,0,12716,Charley Hoffman,285.5,290089,1016
36,0,24140,Sean O'Hair,285.3,202290,709
37,0,25900,Lucas Glover,285.2,205894,722
38,0,34360,Patrick Reed,285.1,294538,1033
38,0,22405,Justin Rose,285.1,183581,644
40,0,31557,Jim Herman,285.0,174990,614
41,0,27436,Graham DeLaet,284.9,321338,1128
42,0,29420,Billy Horschel,284.7,329066,1156
42,0,24781,Hunter Mahan,284.7,271858,955
42,0,28475,Jeff Overton,284.7,293195,1030
42,0,23497,Tag Ridings,284.7,229456,806
46,0,27120,Troy Matteson,284.6,233627,821
46,0,26289,Boo Weekley,284.6,328947,1156
48,0,34431,Robert Streb,284.5,245275,862
48,0,27330,Josh Teater,284.5,241568,849
50,0,28307,Matt Every,284.4,317726,1117
50,0,34098,Russell Henley,284.4,261948,921
50,0,25345,Carl Pettersson,284.4,254566,895
53,0,32366,Kevin Chappell,284.3,265531,934
54,0,24924,Bill Haas,284.0,274901,968
54,0,26679,Kevin Stadler,284.0,273240,962
56,0,30750,Tommy Gainey,283.9,298102,1050
57,0,27644,Brian Harman,283.8,300593,1059
57,0,30852,Ryo Ishikawa,283.8,217688,767
57,0,20396,Lee Westwood,283.8,202608,714
60,0,20691,Greg Owen,283.7,260968,920
60,0,34046,Jordan Spieth,283.7,264934,934
62,0,29479,Scott Brown,283.2,216968,766
62,0,28780,Nicholas Thompson,283.2,339809,1200
64,0,22792,Peter Hanson,282.9,130720,462
65,0,21528,Henrik Stenson,282.8,174191,616
66,0,29740,Brad Fritsch,282.4,267706,948
66,0,27503,Steve LeBrun,282.4,209273,741
68,0,06567,Vijay Singh,282.3,188557,668
69,0,20766,Padraig Harrington,282.2,138259,490
69,0,22056,Cameron Percy,282.2,224604,796
71,0,32698,Bobby Gates,282.1,149803,531
72,0,25686,Jason Dufner,282.0,240543,853
73,0,29221,Webb Simpson,281.9,275683,978
74,0,32448,James Hahn,281.8,263228,934
74,0,29425,Andrew Svoboda,281.8,137814,489
76,0,21731,Freddie Jacobson,281.7,181383,644
77,0,06522,Ernie Els,281.6,189231,672
77,0,21209,Sergio Garcia,281.6,184144,654
77,0,26300,Matt Jones,281.6,274872,976
80,0,27408,Martin Kaymer,281.5,164938,586
80,0,23108,Matt Kuchar,281.5,271064,963
80,0,24138,Ian Poulter,281.5,154528,549
83,0,24361,Pat Perez,281.4,250722,891
84,0,24399,Scott Gardiner,281.3,203946,725
85,0,23623,Bo Van Pelt,281.1,211920,754
86,0,22371,Aaron Baddeley,281.0,230382,820
86,0,24494,Erik Compton,281.0,254278,905
86,0,30163,Henrik Norlander,281.0,231304,823
86,0,29518,Brendan Steele,281.0,301221,1072
90,0,26851,Marc Leishman,280.9,251383,895
91,0,30926,Chris Kirk,280.8,318145,1133
92,0,34021,Bud Cauley,280.7,219253,781
93,0,20645,John Senden,280.6,238516,850
94,0,06527,Steve Stricker,280.5,138298,493
95,0,08793,Tiger Woods,280.3,168736,602
96,0,28259,Sangmoon Bae,280.1,280633,1002
97,0,34409,David Lingmerth,279.9,221657,792
98,0,23788,D.J. Trahan,279.8,147748,528
99,0,28679,Fabián Gómez,279.6,218062,780
99,0,27649,Brandt Snedeker,279.6,227332,813
99,0,27214,Kevin Streelman,279.6,264488,946
99,0,24663,Y.E. Yang,279.6,159943,572
103,0,23325,Vaughn Taylor,279.5,156528,560
103,0,27770,Camilo Villegas,279.5,249322,892
105,0,20229,Stewart Cink,279.4,217400,778
105,0,23409,James Driscoll,279.4,245041,877
107,0,32102,Rickie Fowler,279.3,231505,829
107,0,33419,Cameron Tringale,279.3,291550,1044
109,0,32200,Roberto Castro,279.2,326658,1170
110,0,28455,Will Claxton,279.1,217980,781
111,0,27933,John Merrick,279.0,265376,951
111,0,22046,Geoff Ogilvy,279.0,162350,582
113,0,19970,Robert Karlsson,278.9,144184,517
114,0,27895,Jonas Blixt,278.8,261202,937
114,0,23638,Brendon de Jonge,278.8,376974,1352
116,0,12782,Tim Herron,278.7,170592,612
116,0,26596,Ryan Moore,278.7,222650,799
118,0,23353,J.J. Henry,278.4,288142,1035
118,0,06573,Brandt Jobe,278.4,206595,742
118,0,24490,George McNeill,278.4,249146,895
121,0,08725,Tom Gillis,278.2,232571,836
122,0,12510,Chad Campbell,278.1,279461,1005
123,0,35539,Luke Guthrie,277.9,251815,906
123,0,20572,Rod Pampling,277.9,136172,490
125,0,25834,Daniel Summerhays,277.8,301686,1086
126,0,25336,Alistair Presnell,277.7,177758,640
127,0,20098,Stuart Appleby,277.2,304971,1100
127,0,24846,Ricky Barnes,277.2,251149,906
129,0,31202,William McGirt,276.8,274062,990
130,0,23541,Ben Crane,276.2,211872,767
131,0,26758,David Hearn,275.9,281095,1019
132,0,26476,Chez Reavie,275.6,257414,934
133,0,34174,John Huh,275.2,289271,1051
134,0,27556,Ted Potter Jr.,275.0,212036,771
135,0,24357,K.J. Choi,274.9,241326,878
135,0,25240,D.A. Points,274.9,260562,948
137,0,26497,Casey Wittenberg,274.8,233848,851
138,0,24024,Zach Johnson,274.7,257377,937
139,0,22961,David Mathis,274.6,237220,864
139,0,25572,Graeme McDowell,274.6,142269,518
141,0,10885,Robert Allenby,274.3,198860,725
141,0,22621,Ben Curtis,274.3,177442,647
141,0,28092,D.H. Lee,274.3,221648,808
141,0,01724,Jeff Maggert,274.3,218339,796
141,0,20160,Charlie Wi,274.3,251783,918
146,0,24227,Justin Bolli,274.2,175733,641
146,0,21878,Mark Wilson,274.2,191944,700
148,0,31560,Brian Stuard,274.1,240099,876
149,0,21099,David Lynn,274.0,214512,783
149,0,32150,Michael Thompson,274.0,202794,740
149,0,26951,Johnson Wagner,274.0,199774,729
152,0,21753,Brian Davis,273.9,316862,1157
152,0,25444,Justin Hicks,273.9,251451,918
154,0,22378,Trevor Immelman,273.6,236108,863
155,0,06004,Stephen Ames,273.1,166584,610
156,0,36884,Ben Kohles,272.9,235279,862
157,0,01320,Bob Estes,272.8,235685,864
158,0,35139,Richard Lee,272.3,272839,1002
159,0,23983,Luke Donald,272.2,174193,640
160,0,23135,Tim Clark,272.0,163492,601
161,0,01116,Michael Bradley,271.9,162607,598
161,0,20593,Greg Chalmers,271.9,264847,974
161,0,34261,Scott Langley,271.9,242263,891
161,0,10860,Justin Leonard,271.9,283844,1044
165,0,22806,Doug LaBelle II,271.8,223671,823
166,0,24507,Jason Bohn,271.6,249916,920
166,0,20104,Ken Duke,271.6,284348,1047
168,0,28310,Lee Williams,271.2,192576,710
169,0,02206,David Toms,271.1,120356,444
170,0,10809,Jim Furyk,270.9,241639,892
170,0,27963,Chris Stroud,270.9,294487,1087
172,0,28135,Aaron Watkins,270.7,132364,489
173,0,19846,Brian Gay,270.5,267789,990
174,0,10213,Dicky Pride,269.7,221464,821
175,0,08075,Jerry Kelly,269.3,239705,890
175,0,22295,Darron Stiles,269.3,157831,586
177,0,23800,Bryce Molder,268.2,265016,988
178,0,30711,Colt Knost,268.1,216060,806
179,0,20443,Jin Park,267.7,160356,599
180,0,10423,Mike Weir,267.1,174933,655
