RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,20396,Lee Westwood,41.04,293,714,-0.072
2,0,37273,Derek Ernst,40.00,274,685,+0.066
3,0,26289,Boo Weekley,39.71,459,1156,-0.078
4,0,01810,Phil Mickelson,39.45,314,796,-0.099
5,0,28307,Matt Every,38.32,428,1117,-0.114
6,0,34360,Patrick Reed,38.04,393,1033,+0.003
7,0,27644,Brian Harman,37.58,398,1059,+0.008
8,0,06522,Ernie Els,37.50,252,672,-0.060
9,0,33419,Cameron Tringale,37.45,391,1044,-0.151
10,0,24924,Bill Haas,37.40,362,968,-0.102
11,0,27408,Martin Kaymer,37.37,219,586,-0.037
12,0,22046,Geoff Ogilvy,36.94,215,582,+0.056
13,0,29425,Andrew Svoboda,36.81,180,489,+0.011
14,0,21961,Charles Howell III,36.67,410,1118,-0.090
15,0,23108,Matt Kuchar,36.55,352,963,-0.094
16,0,06567,Vijay Singh,36.53,244,668,+0.008
17,0,34098,Russell Henley,36.37,335,921,-0.015
18,0,27649,Brandt Snedeker,36.16,294,813,-0.156
18,0,27330,Josh Teater,36.16,307,849,-0.091
20,0,25686,Jason Dufner,36.11,308,853,-0.159
21,0,26679,Kevin Stadler,35.97,346,962,-0.127
22,0,25900,Lucas Glover,35.87,259,722,-0.058
23,0,35539,Luke Guthrie,35.65,323,906,-0.046
24,0,27214,Kevin Streelman,35.62,337,946,-0.104
25,0,32200,Roberto Castro,35.56,416,1170,-0.130
26,0,34046,Jordan Spieth,35.55,332,934,-0.072
27,0,22792,Peter Hanson,35.50,164,462,-0.043
28,0,23621,Rory Sabbatini,35.49,356,1003,-0.081
29,0,29479,Scott Brown,35.38,271,766,-0.026
30,0,24663,Y.E. Yang,35.31,202,572,-0.064
31,0,29420,Billy Horschel,35.12,406,1156,-0.062
32,0,27895,Jonas Blixt,35.11,329,937,-0.036
33,0,28780,Nicholas Thompson,35.08,421,1200,-0.083
