RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,08793,Tiger Woods,35.45,307,866
2,0,01249,John Daly,33.33,313,939
2,0,06522,Ernie Els,33.33,228,684
4,0,25345,Carl Pettersson,33.19,373,1124
5,0,22046,Geoff Ogilvy,33.14,346,1044
6,0,24502,Adam Scott,32.90,202,614
7,0,01810,Phil Mickelson,32.86,324,986
8,0,20593,Greg Chalmers,32.85,250,761
9,0,21731,Freddie Jacobson,32.79,303,924
10,0,21805,Harrison Frazar,32.74,314,959
11,0,06567,Vijay Singh,32.66,470,1439
12,0,24925,Jonathan Byrd,32.53,298,916
13,0,01042,Paul Azinger,32.47,276,850
14,0,19825,Darren Clarke,32.12,177,551
15,0,20850,Daniel Chopra,32.05,390,1217
16,0,20157,Retief Goosen,32.01,217,678
16,0,23497,Tag Ridings,32.01,185,578
18,0,23063,Scott Hend,31.87,283,888
19,0,24507,Jason Bohn,31.85,364,1143
20,0,21949,Joe Ogilvie,31.81,368,1157
21,0,11123,Chris Couch,31.77,190,598
22,0,20663,Brenden Pappas,31.67,387,1222
23,0,01927,Dennis Paulson,31.55,254,805
24,0,11032,Frank Lickliter II,31.54,316,1002
25,0,20433,Mark Hensby,31.53,333,1056
26,0,23320,Ryan Palmer,31.52,370,1174
27,0,06613,Tommy Tolles,31.36,233,743
27,0,23623,Bo Van Pelt,31.36,397,1266
29,0,20229,Stewart Cink,31.34,362,1155
30,0,23325,Vaughn Taylor,31.31,314,1003
31,0,10423,Mike Weir,31.26,267,854
32,0,12680,Shigeki Maruyama,31.24,334,1069
33,0,08337,Mike Heinen,31.22,187,599
34,0,23552,Hank Kuehne,31.14,313,1005
35,0,23541,Ben Crane,31.13,330,1060
36,0,12602,Dean Wilson,31.08,341,1097
37,0,07867,Woody Austin,31.07,357,1149
38,0,02206,David Toms,30.95,282,911
39,0,02239,Scott Verplank,30.92,346,1119
40,0,10585,Scott McCarron,30.89,312,1010
41,0,01161,Mark Calcavecchia,30.88,281,910
42,0,19972,José Coceres,30.86,225,729
43,0,20098,Stuart Appleby,30.85,282,914
44,0,06004,Stephen Ames,30.82,360,1168
44,0,01706,Davis Love III,30.82,266,863
46,0,24361,Pat Perez,30.81,367,1191
47,0,20572,Rod Pampling,30.80,344,1117
48,0,10201,Matt Gogel,30.75,294,956
49,0,01945,Kenny Perry,30.74,288,937
50,0,01707,Steve Lowery,30.63,313,1022
51,0,12660,Jesper Parnevik,30.59,312,1020
52,0,08931,Glen Day,30.54,335,1097
53,0,22548,Patrick Sheehan,30.53,395,1294
54,0,21959,Ted Purdy,30.47,412,1352
55,0,10107,Deane Pappas,30.41,243,799
56,0,06527,Steve Stricker,30.40,252,829
57,0,19846,Brian Gay,30.38,315,1037
58,0,22405,Justin Rose,30.32,265,874
59,0,07223,Brian Bateman,30.27,290,958
59,0,07457,Steve Flesch,30.27,376,1242
61,0,01226,Fred Couples,30.26,187,618
62,0,24024,Zach Johnson,30.25,395,1306
63,0,01677,Tom Lehman,30.21,255,844
64,0,22371,Aaron Baddeley,30.15,268,889
64,0,20029,Notah Begay III,30.15,240,796
64,0,25900,Lucas Glover,30.15,332,1101
67,0,26420,Richard Johnson,30.12,356,1182
68,0,06197,Michael Allen,30.07,295,981
69,0,01577,Lee Janzen,30.06,300,998
70,0,23621,Rory Sabbatini,29.98,301,1004
71,0,12652,Cameron Beckman,29.90,345,1154
72,0,23135,Tim Clark,29.88,297,994
73,0,22913,John Rollins,29.87,285,954
74,0,02214,Kirk Triplett,29.83,304,1019
75,0,24781,Hunter Mahan,29.82,320,1073
76,0,21407,Arjun Atwal,29.80,278,933
77,0,02010,Loren Roberts,29.78,282,947
78,0,02246,Duffy Waldorf,29.77,273,917
79,0,01024,Billy Andrade,29.76,358,1203
80,0,19824,Craig Barlow,29.72,282,949
81,0,01388,Robert Gamez,29.63,360,1215
82,0,08075,Jerry Kelly,29.58,394,1332
83,0,06251,Chris DiMarco,29.54,348,1178
84,0,12760,Danny Ellis,29.49,261,885
